angle_deg,state,tr_F_rho_real
0.0,ket_0,0.5774437093857243
0.0,ket_1,0.5774437093857243
0.0,ket_plus,0.5774437093857242
0.0,ket_minus,0.5774437093857242
0.0,ket_plus_i,0.8921204095154628
0.0,ket_minus_i,0.2627670092559856
15.0,ket_0,0.5774437093857243
15.0,ket_1,0.5774437093857243
15.0,ket_plus,0.7559042521887452
15.0,ket_minus,0.39898316658270316
15.0,ket_plus_i,0.8686256333346427
15.0,ket_minus_i,0.2862617854368057
30.0,ket_0,0.5774437093857243
30.0,ket_1,0.5774437093857243
30.0,ket_plus,0.9222030039197316
30.0,ket_minus,0.23268441485171676
30.0,ket_plus_i,0.799742434961952
30.0,ket_minus_i,0.35514498380949644
45.0,ket_0,0.5774437093857243
45.0,ket_1,0.5774437093857243
45.0,ket_plus,1.065006979469898
45.0,ket_minus,0.08988043930155043
45.0,ket_plus_i,0.6901650905316217
45.0,ket_minus_i,0.46472232823982673
60.0,ket_0,0.5774437093857243
60.0,ket_1,0.5774437093857243
60.0,ket_plus,1.1745843239002283
60.0,ket_minus,-0.019696905128779862
60.0,ket_plus_i,0.5473611149814553
60.0,ket_minus_i,0.6075263037899931
75.0,ket_0,0.5774437093857243
75.0,ket_1,0.5774437093857243
75.0,ket_plus,1.243467522272919
75.0,ket_minus,-0.0885801035014707
75.0,ket_plus_i,0.3810623632504688
75.0,ket_minus_i,0.7738250555209796
90.0,ket_0,0.5774437093857243
90.0,ket_1,0.5774437093857243
90.0,ket_plus,1.2669622984537392
90.0,ket_minus,-0.11207487968229078
90.0,ket_plus_i,0.20260182044744784
90.0,ket_minus_i,0.9522855983240006
