profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,21.336694811844637,0.01078050008884833,0.4049495174842376,0.04686761510245111,0.0023035714285714283,0.000994133039681356,3.883332414927557e-05
