model,q_extreme,ridge_alpha,cv_gain_all_median,cv_gain_all_mean,cv_gain_extreme_median,cv_gain_extreme_mean,cv_gain_non_extreme_median,cv_score_mean,cv_score_std,cv_extreme_positive_frac,cv_overall_positive_frac,seed,complexity
horizontal_global,0.92,1e-05,0.00023235359980998096,0.0008985145973082064,0.0007714391382424182,0.0006705811758772018,0.0007889542797524065,0.0013008633028345274,0.005232092180440513,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,3e-05,0.00023235360824446242,0.0008985146088118395,0.0007714391524944275,0.0006705811823991448,0.0007889542851951582,0.0013008633182513263,0.005232092104812443,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.0001,0.00023235363776479858,0.0008985146490742153,0.0007714392023760521,0.0006705812052256195,0.0007889543042444507,0.001300863372209587,0.005232091840114259,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.0003,0.00023235372210870056,0.0008985147641094173,0.0007714393448957616,0.0006705812704447313,0.0007889543586711401,0.001300863526376256,0.00523209108383399,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.001,0.00023235401731228235,0.0008985151667327921,0.0007714398437136644,0.0006705814987112572,0.0007889545491638511,0.0013008640659595463,0.005232088436854023,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.003,0.0002323548607504338,0.0008985163170849364,0.0007714412689059591,0.0006705821509012792,0.0007889550934287379,0.0013008656076257037,0.005232080874065384,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.01,0.00023235781277562565,0.0008985203433128404,0.0007714462570610114,0.0006705844335677157,0.000788956998347599,0.0013008710034534698,0.005232054404436733,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.03,0.0002323662470584675,0.0008985318467802016,0.0007714605087751091,0.0006705909554840295,0.0007889624409038496,0.0013008864200706191,0.0052319787780549815,0.6666666666666666,0.5,20260301,2
horizontal_global,0.92,0.1,0.00023239576618166703,0.0008985721084395449,0.0007715103879394144,0.000670613782330433,0.0007889814890447559,0.0013009403778378047,0.005231714098881815,0.6666666666666666,0.5,20260301,2
horizontal_global,0.95,1e-06,0.00023235359601458347,0.0008985145921316372,-0.0020106234813870795,-0.0018557281515866491,0.0006940606988886544,-2.9349483661687147e-05,0.005491176691405879,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,3e-06,0.0002323535968579644,0.0008985145932819968,-0.0020106234786395573,-0.0018557281471274043,0.00069406069933299,-2.9349480281705306e-05,0.005491176683272899,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,1e-05,0.00023235359980998096,0.0008985145973082064,-0.002010623469023989,-0.0018557281315205523,0.0006940607008886177,-2.934946845206958e-05,0.00549117665480769,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,3e-05,0.00023235360824446242,0.0008985146088118395,-0.0020106234415502846,-0.001855728086929223,0.0006940607053328904,-2.9349434652771948e-05,0.005491176573478551,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.0001,0.00023235363776479858,0.0008985146490742153,-0.002010623345392646,-0.0018557279308593299,0.000694060720887838,-2.9349316355449632e-05,0.005491176288826536,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.0003,0.00023235372210870056,0.0008985147641094173,-0.0020106230706564707,-0.0018557274849457129,0.0006940607653304666,-2.9348978363439025e-05,0.005491175475534774,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.001,0.00023235401731228235,0.0008985151667327921,-0.002010622109081344,-0.0018557259242491207,0.0006940609208801973,-2.93477953917681e-05,0.005491172629015688,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.003,0.0002323548607504338,0.0008985163170849364,-0.0020106193617272484,-0.0018557214651209034,0.0006940613653072693,-2.9344415475515407e-05,0.005491164496116976,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.01,0.00023235781277562565,0.0008985203433128404,-0.002010609746038806,-0.001855705858235664,0.0006940629207965636,-2.9332585804991578e-05,0.005491136031122415,0.16666666666666666,0.5,20260301,2
horizontal_global,0.95,0.03,0.0002323662470584675,0.0008985318467802016,-0.0020105822730780666,-0.001855661267679267,0.0006940673650006723,-2.9298787059431964e-05,0.005491054703864364,0.16666666666666666,0.5,20260301,2
