fold_id,model,q_extreme,ridge_alpha,n_train,n_val,n_val_extreme,gain_all,gain_extreme,gain_non_extreme,score
4,vertical_global,0.92,3e-05,2434,486,75,0.006977867396798113,0.00015542714316327299,0.008591391086236291,0.007071123682696077
5,vertical_global,0.92,3e-05,2434,486,61,-0.0008906673993078575,0.0025802165485096385,-0.001280994583463053,0.0006574625297979255
0,vertical_global,0.92,0.0001,2433,487,115,0.005865426379482697,0.0014782764520394644,0.00878298216797073,0.006752392250706375
1,vertical_global,0.92,0.0001,2433,487,67,-0.002343578079069643,-0.00640787674608752,-0.0005830856314328909,-0.006188304126722155
2,vertical_global,0.92,0.0001,2433,487,14,-0.004596483222126478,0.009584775014963336,-0.005312764011881703,0.0011543817868515235
3,vertical_global,0.92,0.0001,2433,487,127,0.00108083339649411,-0.0020628979658411897,0.002826261553053452,-0.00015690538301060385
4,vertical_global,0.92,0.0001,2434,486,75,0.006977867225571018,0.0001554272923004166,0.008591390835941263,0.007071123600951268
5,vertical_global,0.92,0.0001,2434,486,61,-0.0008906673207415649,0.0025802166891989303,-0.0012809945135809054,0.0006574626927777933
0,vertical_global,0.92,0.0003,2433,487,115,0.005865425718840923,0.0014782762978393805,0.008782981175373291,0.0067523914975445515
1,vertical_global,0.92,0.0003,2433,487,67,-0.0023435766776185286,-0.006407876198287146,-0.0005830838541994073,-0.0061883023965908154
2,vertical_global,0.92,0.0003,2433,487,14,-0.0045964829615096105,0.009584773936625733,-0.0053127636941916025,0.0011543814004658292
3,vertical_global,0.92,0.0003,2433,487,127,0.0010808333775011376,-0.002062897865936897,0.002826261488193709,-0.00015690534206100055
4,vertical_global,0.92,0.0003,2434,486,75,0.006977866736350472,0.00015542771840900964,0.008591390120813232,0.007071123367395878
5,vertical_global,0.92,0.0003,2434,486,61,-0.0008906670962662694,0.002580217091167985,-0.001280994313918322,0.0006574631584345216
0,vertical_global,0.92,0.001,2433,487,115,0.005865423406596726,0.0014782757581401481,0.008782977701284023,0.006752388861480814
1,vertical_global,0.92,0.001,2433,487,67,-0.002343571772541686,-0.00640787428098618,-0.0005830776338839877,-0.0061882963411333935
2,vertical_global,0.92,0.001,2433,487,14,-0.004596482049351505,0.00958477016244511,-0.005312762582276137,0.001154380048115561
3,vertical_global,0.92,0.001,2433,487,127,0.0010808333110249046,-0.0020628975162716914,0.0028262612611840775,-0.0001569051987381101
4,vertical_global,0.92,0.001,2434,486,75,0.006977865024079285,0.00015542920978695656,0.00859138761786623,0.007071122549951459
5,vertical_global,0.92,0.001,2434,486,61,-0.000890666310602374,0.0025802184980602463,-0.0012809936150993389,0.0006574647882337737
0,vertical_global,0.92,0.003,2433,487,115,0.0058654168001934385,0.0014782742161438115,0.008782967775326691,0.006752381329879725
1,vertical_global,0.92,0.003,2433,487,67,-0.0023435577580496057,-0.006407868802989196,-0.0005830598615723491,-0.006188279039843123
2,vertical_global,0.92,0.003,2433,487,14,-0.004596479443188322,0.009584759379087647,-0.005312759405378325,0.0011543761842642665
3,vertical_global,0.92,0.003,2433,487,127,0.001080833121093406,-0.0020628965172292337,0.0028262606125862,-0.00015690478924413427
4,vertical_global,0.92,0.003,2434,486,75,0.006977860131885073,0.00015543347086092885,0.008591380466602223,0.00707112021440163
5,vertical_global,0.92,0.003,2434,486,61,-0.0008906640658514288,0.0025802225177490113,-0.0012809916184755136,0.000657469444797978
0,vertical_global,0.92,0.01,2433,487,115,0.00586539367787697,0.0014782688191810772,0.008782933034618053,0.006752354969385616
1,vertical_global,0.92,0.01,2433,487,67,-0.0023435087074987057,-0.006407849630073575,-0.0005829976586924666,-0.00618821848554285
2,vertical_global,0.92,0.01,2433,487,14,-0.004596470321656885,0.00958472163752049,-0.005312748286285821,0.0011543626608554085
3,vertical_global,0.92,0.01,2433,487,127,0.0010808324563409757,-0.0020628930205814147,0.002826258342501474,-0.00015690335600787304
4,vertical_global,0.92,0.01,2434,486,75,0.006977843009309582,0.0001554483845625672,0.008591355437322985,0.007071112040047122
5,vertical_global,0.92,0.01,2434,486,61,-0.0008906562092519351,0.002580236586617624,-0.0012809846303204707,0.0006574857427186392
0,vertical_global,0.92,0.03,2433,487,115,0.005865327614936134,0.00147825339949834,0.008782833776662821,0.006752279654635138
1,vertical_global,0.92,0.03,2433,487,67,-0.0023433685645270464,-0.006407794850948126,-0.000582819937984339,-0.006188045475095922
2,vertical_global,0.92,0.03,2433,487,14,-0.0045964442604799535,0.009584613806049622,-0.005312716517862101,0.0011543240231498197
3,vertical_global,0.92,0.03,2433,487,127,0.001080830557107869,-0.0020628830301698898,0.002826251856612988,-0.00015689926099406474
4,vertical_global,0.92,0.03,2434,486,75,0.006977794088558121,0.00015549099463387325,0.008591283926348158,0.0070710886853384445
5,vertical_global,0.92,0.03,2434,486,61,-0.0008906337620746714,0.002580276783038473,-0.0012809646643998558,0.0006575323077484122
0,vertical_global,0.92,0.1,2433,487,115,0.005865096404208036,0.0014781994330648556,0.008782486387959748,0.00675201606404695
1,vertical_global,0.92,0.1,2433,487,67,-0.0023428780811542978,-0.006407603131383518,-0.0005821979365830296,-0.006187439959984409
2,vertical_global,0.92,0.1,2433,487,14,-0.004596353050333289,0.00958423641431296,-0.005312605333194206,0.0011541887982544873
3,vertical_global,0.92,0.1,2433,487,127,0.001080823910492548,-0.002062848063872435,0.002826229156795813,-0.00015688492783091294
4,vertical_global,0.92,0.1,2434,486,75,0.006977622876339919,0.0001556401240041017,0.008591033652527441,0.00707100695074238
5,vertical_global,0.92,0.1,2434,486,61,-0.0008905551998748393,0.0025804174664544014,-0.0012808947864471785,0.0006576952799978013
0,vertical_global,0.95,1e-06,2433,487,73,0.005865426706500171,0.002508118414085736,0.007116974106446615,0.007370297754951612
1,vertical_global,0.95,1e-06,2433,487,55,-0.0023435787727881935,-0.003896416294408824,-0.001807299858320615,-0.004681428549433488
2,vertical_global,0.95,1e-06,2433,487,7,-0.004596483351131686,,-0.004681906932646041,-0.004596483351131686
3,vertical_global,0.95,1e-06,2433,487,89,0.0010808334058956626,-0.0012308125345634206,0.0019255268004175173,0.00034234588515761027
4,vertical_global,0.95,1e-06,2434,486,48,0.006977867467735145,-0.0020221144324010136,0.008422570694147369,0.005764598808294537
5,vertical_global,0.95,1e-06,2434,486,33,-0.0008906674318568059,-0.0050565880668329895,-0.0006609868023364146,-0.0039246202719566
0,vertical_global,0.95,3e-06,2433,487,73,0.005865426699893613,0.002508118411443209,0.0071169740984099936,0.007370297746759538
1,vertical_global,0.95,3e-06,2433,487,55,-0.0023435787587735134,-0.0038964162909092097,-0.00180729984065157,-0.00468142853331904
2,vertical_global,0.95,3e-06,2433,487,7,-0.004596483348525582,,-0.004681906929985597,-0.004596483348525582
3,vertical_global,0.95,3e-06,2433,487,89,0.001080833405705795,-0.001230812534535499,0.00192552680024929,0.0003423458849844956
4,vertical_global,0.95,3e-06,2434,486,48,0.006977867462843,-0.0020221144296676827,0.008422570687912414,0.00576459880504239
5,vertical_global,0.95,3e-06,2434,486,33,-0.000890667429612114,-0.005056588047868455,-0.0006609868009754079,-0.003924620258333187
0,vertical_global,0.95,1e-05,2433,487,73,0.0058654266767709995,0.0025081184021941393,0.007116974070280551,0.007370297718087483
1,vertical_global,0.95,1e-05,2433,487,55,-0.002343578709722619,-0.003896416278661293,-0.001807299778811236,-0.004681428476919394
2,vertical_global,0.95,1e-05,2433,487,7,-0.004596483339403956,,-0.004681906920674739,-0.004596483339403956
3,vertical_global,0.95,1e-05,2433,487,89,0.0010808334050413343,-0.0012308125344376703,0.0019255267996601557,0.0003423458843787321
4,vertical_global,0.95,1e-05,2434,486,48,0.006977867445720486,-0.0020221144201023255,0.008422570666089755,0.005764598793659091
5,vertical_global,0.95,1e-05,2434,486,33,-0.0008906674217556312,-0.005056587981492028,-0.0006609867962105644,-0.003924620210650848
0,vertical_global,0.95,3e-05,2433,487,73,0.005865426610706917,0.002508118375767968,0.007116973989910693,0.007370297636167698
1,vertical_global,0.95,3e-05,2433,487,55,-0.002343578569577622,-0.0038964162436669813,-0.0018072996021237648,-0.004681428315777811
2,vertical_global,0.95,3e-05,2433,487,7,-0.0045964833133423895,,-0.00468190689407152,-0.0045964833133423895
3,vertical_global,0.95,3e-05,2433,487,89,0.001080833403142052,-0.0012308125341588705,0.0019255267979773742,0.00034234588264672977
4,vertical_global,0.95,3e-05,2434,486,48,0.006977867396798113,-0.0020221143927720508,0.008422570603738466,0.005764598761134883
5,vertical_global,0.95,3e-05,2434,486,33,-0.0008906673993078575,-0.0050565877918450925,-0.0006609867825973775,-0.003924620074414913
0,vertical_global,0.95,0.0001,2433,487,73,0.005865426379482697,0.0025081182832769706,0.007116973708616588,0.007370297349448879
1,vertical_global,0.95,0.0001,2433,487,55,-0.002343578079069643,-0.003896416121186097,-0.0018072989837187685,-0.0046814277517813006
2,vertical_global,0.95,0.0001,2433,487,7,-0.004596483222126478,,-0.004681906800961206,-0.004596483222126478
3,vertical_global,0.95,0.0001,2433,487,89,0.00108083339649411,-0.0012308125331820347,0.0019255267920863706,0.00034234587658488907
4,vertical_global,0.95,0.0001,2434,486,48,0.006977867225571018,-0.002022114297116306,0.008422570385510305,0.005764598647301234
5,vertical_global,0.95,0.0001,2434,486,33,-0.0008906673207415649,-0.0050565871280819396,-0.0006609867349509834,-0.0039246195975907285
0,vertical_global,0.95,0.0003,2433,487,73,0.005865425718840923,0.0025081180190161642,0.0071169729049191215,0.007370296530250621
1,vertical_global,0.95,0.0003,2433,487,55,-0.0023435766776185286,-0.0038964157712423637,-0.0018072972168469861,-0.004681426140363947
2,vertical_global,0.95,0.0003,2433,487,7,-0.0045964829615096105,,-0.004681906534931265,-0.0045964829615096105
3,vertical_global,0.95,0.0003,2433,487,89,0.0010808333775011376,-0.0012308125303911364,0.0019255267752561877,0.0003423458592664558
4,vertical_global,0.95,0.0003,2434,486,48,0.006977866736350472,-0.002022114023814425,0.008422569762000917,0.0057645983220618174
5,vertical_global,0.95,0.0003,2434,486,33,-0.0008906670962662694,-0.005056585231615043,-0.0006609865988182749,-0.003924618235235295
0,vertical_global,0.95,0.001,2433,487,73,0.005865423406596726,0.002508117094104581,0.0071169700919792075,0.0073702936630594745
1,vertical_global,0.95,0.001,2433,487,55,-0.002343571772541686,-0.003896414546438047,-0.0018072910327975096,-0.004681420500404514
2,vertical_global,0.95,0.001,2433,487,7,-0.004596482049351505,,-0.004681905603826535,-0.004596482049351505
3,vertical_global,0.95,0.001,2433,487,89,0.0010808333110249046,-0.001230812520623425,0.0019255267163500367,0.00034234579865084964
4,vertical_global,0.95,0.001,2434,486,48,0.006977865024079285,-0.002022113067258459,0.008422567579718763,0.00576459718372421
5,vertical_global,0.95,0.001,2434,486,33,-0.000890666310602374,-0.005056578593984936,-0.0006609861223539755,-0.003924613466993335
0,vertical_global,0.95,0.003,2433,487,73,0.0058654168001934385,0.0025081144515042945,0.00711696205501864,0.007370285471096015
1,vertical_global,0.95,0.003,2433,487,55,-0.0023435577580496057,-0.0038964110470023562,-0.0018072733641028688,-0.004681404386251019
2,vertical_global,0.95,0.003,2433,487,7,-0.004596479443188322,,-0.004681902943531394,-0.004596479443188322
3,vertical_global,0.95,0.003,2433,487,89,0.001080833121093406,-0.0012308124927138204,0.0019255265480468224,0.0003423456254651137
4,vertical_global,0.95,0.003,2434,486,48,0.006977860131885073,-0.0020221103342453503,0.008422561344638427,0.005764593931337863
5,vertical_global,0.95,0.003,2434,486,33,-0.0008906640658514288,-0.005056559629350777,-0.0006609847610292969,-0.003924599843461895
0,vertical_global,0.95,0.01,2433,487,73,0.00586539367787697,0.002508105202445272,0.007116933925769326,0.007370256799344133
1,vertical_global,0.95,0.01,2433,487,55,-0.0023435087074987057,-0.003896398799025542,-0.001807211523881465,-0.00468134798691403
2,vertical_global,0.95,0.01,2433,487,7,-0.004596470321656885,,-0.004681893632538814,-0.004596470321656885
3,vertical_global,0.95,0.01,2433,487,89,0.0010808324563409757,-0.0012308123950139924,0.0019255259589885268,0.0003423450193325803
4,vertical_global,0.95,0.01,2434,486,48,0.006977843009309582,-0.002022100768750474,0.008422539521990312,0.0057645825480592975
5,vertical_global,0.95,0.01,2434,486,33,-0.0008906562092519351,-0.0050564932534107885,-0.0006609799964112238,-0.003924552161298408
0,vertical_global,0.95,0.03,2433,487,73,0.005865327614936134,0.002508078776926847,0.00711685355746386,0.007370174881092243
1,vertical_global,0.95,0.03,2433,487,55,-0.0023433685645270464,-0.003896363805227532,-0.0018070348393340741,-0.004681186847663566
2,vertical_global,0.95,0.03,2433,487,7,-0.0045964442604799535,,-0.004681867030053492,-0.0045964442604799535
3,vertical_global,0.95,0.03,2433,487,89,0.001080830557107869,-0.0012308121157374866,0.001925524275984703,0.00034234328766537703
4,vertical_global,0.95,0.03,2434,486,48,0.006977794088558121,-0.0020220734391963933,0.008422477172698669,0.005764550025040284
5,vertical_global,0.95,0.03,2434,486,33,-0.0008906337620746714,-0.005056303610256235,-0.0006609663833743129,-0.003924415928228412
0,vertical_global,0.95,0.1,2433,487,73,0.005865096404208036,0.0025079862918634135,0.007116572279791247,0.007369888179326084
1,vertical_global,0.95,0.1,2433,487,55,-0.0023428780811542978,-0.003896241331846179,-0.001806416464412562,-0.0046806228802620045
2,vertical_global,0.95,0.1,2433,487,7,-0.004596353050333289,,-0.0046817739254381135,-0.004596353050333289
3,vertical_global,0.95,0.1,2433,487,89,0.001080823910492548,-0.0012308111366949785,0.001925518385707553,0.0003423372284755609
4,vertical_global,0.95,0.1,2434,486,48,0.006977622876339919,-0.002021977790786068,0.008422258963388442,0.0057644362018682786
5,vertical_global,0.95,0.1,2434,486,33,-0.0008905551998748393,-0.005055639887087198,-0.0006609187395814552,-0.003923939132127158
0,horizontal_global,0.85,1e-06,2433,487,174,0.005650489921173083,0.0035302213433951453,0.007966375700459372,0.00776862272721017
1,horizontal_global,0.85,1e-06,2433,487,99,-0.0030039294846501254,-0.006127729202186935,-0.0009437965443207235,-0.006680567005962286
2,horizontal_global,0.85,1e-06,2433,487,66,-0.004768577062592054,0.006533425151274003,-0.00731926932971046,-0.0008485219718276527
3,horizontal_global,0.85,1e-06,2433,487,184,0.0010145594213103277,-0.0013486061212185738,0.0030297468561762066,0.00020539574857918348
4,horizontal_global,0.85,1e-06,2434,486,135,0.0070483969868297535,0.0006576856071320857,0.010047625795863485,0.007443008351109005
5,horizontal_global,0.85,1e-06,2434,486,104,-0.0005498522292811608,0.002369278333343704,-0.0010800752675317101,0.0008717147707250616
0,horizontal_global,0.85,3e-06,2433,487,174,0.005650489914858228,0.003530221340012359,0.007966375690980142,0.007768622718865643
1,horizontal_global,0.85,3e-06,2433,487,99,-0.0030039294707250325,-0.0061277291971211885,-0.0009437965245494453,-0.0066805669889977454
2,horizontal_global,0.85,3e-06,2433,487,66,-0.0047685770598610245,0.006533425138773173,-0.007319269323997597,-0.0008485219765971205
3,horizontal_global,0.85,3e-06,2433,487,184,0.0010145594210578084,-0.0013486061207791046,0.0030297468555645626,0.00020539574859034556
4,horizontal_global,0.85,3e-06,2434,486,135,0.007048396981703881,0.0006576856128444977,0.010047625785419925,0.0074430083494105796
5,horizontal_global,0.85,3e-06,2434,486,104,-0.0005498522273418796,0.002369278335334656,-0.0010800752656713868,0.0008717147738589141
0,horizontal_global,0.85,1e-05,2433,487,174,0.005650489892755823,0.0035302213281717663,0.007966375657803846,0.007768622689658883
1,horizontal_global,0.85,1e-05,2433,487,99,-0.003003929421988316,-0.0061277291793917854,-0.0009437964553503382,-0.006680566929623388
2,horizontal_global,0.85,1e-05,2433,487,66,-0.004768577050302161,0.006533425095019517,-0.007319269304000931,-0.0008485219932904513
3,horizontal_global,0.85,1e-05,2433,487,184,0.001014559420173991,-0.001348606119240152,0.003029746853423285,0.00020539574862989986
4,horizontal_global,0.85,1e-05,2434,486,135,0.007048396963763931,0.0006576856328366857,0.01004762574886835,0.007443008343465942
5,horizontal_global,0.85,1e-05,2434,486,104,-0.0005498522205540291,0.0023692783423022268,-0.001080075259159179,0.000871714784827307
0,horizontal_global,0.85,3e-05,2433,487,174,0.005650489829606718,0.0035302212943422217,0.007966375563013925,0.007768622606212051
1,horizontal_global,0.85,3e-05,2433,487,99,-0.003003929282740437,-0.006127729128735167,-0.000943796257638106,-0.006680566759981537
2,horizontal_global,0.85,3e-05,2433,487,66,-0.0047685770229913445,0.0065334249700085886,-0.007319269246867369,-0.0008485220409861919
3,horizontal_global,0.85,3e-05,2433,487,184,0.0010145594176487992,-0.0013486061148430912,0.003029746847305623,0.00020539574874294442
4,horizontal_global,0.85,3e-05,2434,486,135,0.007048396912507175,0.0006576856899575059,0.010047625644435003,0.007443008326481679
5,horizontal_global,0.85,3e-05,2434,486,104,-0.0005498522011598743,0.002369278362209886,-0.0010800752405523198,0.0008717148161660573
0,horizontal_global,0.85,0.0001,2433,487,174,0.005650489608584582,0.0035302211759379765,0.007966375231248931,0.007768622314147367
1,horizontal_global,0.85,0.0001,2433,487,99,-0.0030039287953728564,-0.006127728951439279,-0.0009437955656459306,-0.006680566166236424
2,horizontal_global,0.85,0.0001,2433,487,66,-0.004768576927403571,0.006533424532471283,-0.00731926904690145,-0.0008485222079208012
3,horizontal_global,0.85,0.0001,2433,487,184,0.0010145594088098692,-0.0013486060994539392,0.0030297468258944174,0.00020539574913750564
4,horizontal_global,0.85,0.0001,2434,486,135,0.00704839673310754,0.0006576858898813669,0.01004762527891893,0.00744300826703636
5,horizontal_global,0.85,0.0001,2434,486,104,-0.000549852133280272,0.0023692784318864383,-0.001080075175429787,0.0008717149258515909
0,horizontal_global,0.85,0.0003,2433,487,174,0.005650488977092183,0.003530220837640295,0.007966374283349916,0.007768621479676359
1,horizontal_global,0.85,0.0003,2433,487,99,-0.003003927402895139,-0.006127728444878627,-0.0009437935885244805,-0.006680564469822315
2,horizontal_global,0.85,0.0003,2433,487,66,-0.004768576654294884,0.006533423282364171,-0.007319268475570195,-0.0008485226848763813
3,horizontal_global,0.85,0.0003,2433,487,184,0.0010145593835567367,-0.0013486060554839562,0.0030297467647188445,0.00020539575026636296
4,horizontal_global,0.85,0.0003,2434,486,135,0.007048396220536943,0.0006576864610916836,0.010047624234587563,0.007443008097191953
5,horizontal_global,0.85,0.0003,2434,486,104,-0.0005498519393393356,0.0023692786309630295,-0.0010800749893649364,0.000871715239238482
0,horizontal_global,0.85,0.001,2433,487,174,0.005650486766870727,0.0035302196535986247,0.007966370965703493,0.007768618559029902
1,horizontal_global,0.85,0.001,2433,487,99,-0.003003922529223515,-0.006127726671917084,-0.0009437866686035104,-0.0066805585323737645
2,horizontal_global,0.85,0.001,2433,487,66,-0.004768575698416439,0.006533418906991729,-0.007319266475910705,-0.000848524354221402
3,horizontal_global,0.85,0.001,2433,487,184,0.0010145592951703217,-0.001348605901590593,0.0030297465506050228,0.00020539575421596587
4,horizontal_global,0.85,0.001,2434,486,135,0.007048394426541415,0.0006576884603266263,0.010047620579428805,0.007443007502737391
5,horizontal_global,0.85,0.001,2434,486,104,-0.000549851260545757,0.0023692793277295715,-0.0010800743381385806,0.0008717163360919858
0,horizontal_global,0.85,0.003,2433,487,174,0.005650480451959669,0.00353021627062754,0.00796636148672506,0.0077686102143361925
1,horizontal_global,0.85,0.003,2433,487,99,-0.0030039086044617055,-0.006127721606318659,-0.000943766897419805,-0.006680541568252901
2,horizontal_global,0.85,0.003,2433,487,66,-0.004768572967338655,0.006533406405944998,-0.0073192607626049325,-0.0008485291237716559
3,horizontal_global,0.85,0.003,2433,487,184,0.0010145590426382828,-0.0013486054618933657,0.0030297459388519184,0.0002053957655022634
4,horizontal_global,0.85,0.003,2434,486,135,0.007048389300849442,0.0006576941724206778,0.010047610136136599,0.007443005804301849
5,horizontal_global,0.85,0.003,2434,486,104,-0.0005498493211374152,0.002369281318490722,-0.0010800724774932063,0.000871719469957018
0,horizontal_global,0.85,0.01,2433,487,174,0.005650458349861561,0.0035302044302788255,0.0079663283104338,0.007768581008028856
1,horizontal_global,0.85,0.01,2433,487,99,-0.003003859867965916,-0.006127703876793676,-0.0009436976985140521,-0.006680482194042121
2,horizontal_global,0.85,0.01,2433,487,66,-0.004768563408606313,0.006533362652490274,-0.007319240766118408,-0.0008485458171121488
3,horizontal_global,0.85,0.01,2433,487,184,0.0010145581587846465,-0.0013486039229490925,0.003029743797721573,0.00020539580501519104
4,horizontal_global,0.85,0.01,2434,486,135,0.007048371361036458,0.0006577141646753479,0.010047573584816652,0.007442999859841667
5,horizontal_global,0.85,0.01,2434,486,104,-0.0005498425332333952,0.0023692882861419294,-0.001080065965260739,0.0008717304384517623
0,horizontal_global,0.85,0.03,2433,487,174,0.005650395201784328,0.003530170601142757,0.007966233522166542,0.007768497562469982
1,horizontal_global,0.85,0.03,2433,487,99,-0.0030037206222909923,-0.006127653221598051,-0.0009434999893800648,-0.0066803125552498226
2,horizontal_global,0.85,0.03,2433,487,66,-0.0047685360982962,0.006533237644404529,-0.007319183634002826,-0.0008485935116534825
3,horizontal_global,0.85,0.03,2433,487,184,0.0010145556335526894,-0.0013485995259224321,0.0030297376802558415,0.00020539591799923005
4,horizontal_global,0.85,0.03,2434,486,135,0.007048320105367138,0.0006577712847735192,0.010047469154230129,0.00744298287623125
5,horizontal_global,0.85,0.03,2434,486,104,-0.0005498231394357543,0.0023693081936032043,-0.0010800473591070108,0.0008717617767261683
0,horizontal_global,0.85,0.1,2433,487,174,0.005650174192544317,0.003530052204206565,0.00796590177648738,0.007768205515068256
1,horizontal_global,0.85,0.1,2433,487,99,-0.0030032332794159735,-0.0061274759353056735,-0.0009428080310434283,-0.006679718840599378
2,horizontal_global,0.85,0.1,2433,487,66,-0.004768440516323893,0.006532800136922564,-0.007318983679817509,-0.0008487604341703547
3,horizontal_global,0.85,0.1,2433,487,184,0.0010145467959998403,-0.0013485841358323797,0.0030297162697139088,0.00020539631450041253
4,horizontal_global,0.85,0.1,2434,486,135,0.007048140721469485,0.0006579711977586038,0.010047103667646926,0.007442923440124647
5,horizontal_global,0.85,0.1,2434,486,104,-0.0005497552636365063,0.002369377868406639,-0.0010799822401901128,0.000871871457407477
0,horizontal_global,0.88,1e-06,2433,487,153,0.005650489921173083,0.001287430710970137,0.009738651444545545,0.006422948347755165
1,horizontal_global,0.88,1e-06,2433,487,80,-0.0030039294846501254,-0.007666030193070366,-0.0005361399351894812,-0.007603547600492345
2,horizontal_global,0.88,1e-06,2433,487,38,-0.004768577062592054,0.01479418795142368,-0.007217784911780389,0.004107935708262154
3,horizontal_global,0.88,1e-06,2433,487,164,0.0010145594213103277,-0.002060812030830914,0.003276384707837545,-0.00022192779718822084
4,horizontal_global,0.88,1e-06,2434,486,103,0.0070483969868297535,-0.000560446878034521,0.009622029416988894,0.006712128860009041
5,horizontal_global,0.88,1e-06,2434,486,88,-0.0005498522292811608,0.005514871099754184,-0.0014904600697323298,0.0027590704305713496
0,horizontal_global,0.88,3e-06,2433,487,153,0.005650489914858228,0.001287430709642408,0.009738651433632941,0.0064229483406436725
1,horizontal_global,0.88,3e-06,2433,487,80,-0.0030039294707250325,-0.007666030186611252,-0.0005361399172657564,-0.007603547582691784
2,horizontal_global,0.88,3e-06,2433,487,38,-0.0047685770598610245,0.01479418793525097,-0.007217784907093258,0.004107935701289557
3,horizontal_global,0.88,3e-06,2433,487,164,0.0010145594210578084,-0.0020608120297174637,0.003276384706836974,-0.00022192779677266978
4,horizontal_global,0.88,3e-06,2434,486,103,0.007048396981703881,-0.0005604468738980857,0.009622029408552179,0.006712128857365029
5,horizontal_global,0.88,3e-06,2434,486,88,-0.0005498522273418796,0.005514871103550301,-0.0014904600682141102,0.002759070434788301
0,horizontal_global,0.88,1e-05,2433,487,153,0.005650489892755823,0.0012874307049942938,0.009738651395438369,0.006422948315752399
1,horizontal_global,0.88,1e-05,2433,487,80,-0.003003929421988316,-0.007666030164004362,-0.000536139854532631,-0.007603547520390934
2,horizontal_global,0.88,1e-05,2433,487,38,-0.004768577050302161,0.01479418787864584,-0.0072177848906864244,0.004107935676885343
3,horizontal_global,0.88,1e-05,2433,487,164,0.001014559420173991,-0.0020608120258202665,0.003276384703334626,-0.00022192779531816876
4,horizontal_global,0.88,1e-05,2434,486,103,0.007048396963763931,-0.0005604468594194804,0.009622029379023754,0.006712128848112242
5,horizontal_global,0.88,1e-05,2434,486,88,-0.0005498522205540291,0.0055148711168365476,-0.001490460062900284,0.0027590704495478995
0,horizontal_global,0.88,3e-05,2433,487,153,0.005650489829606718,0.0012874306917147016,0.009738651286310688,0.006422948244635539
1,horizontal_global,0.88,3e-05,2433,487,80,-0.003003929282740437,-0.007666030099412455,-0.0005361396752953826,-0.00760354734238791
2,horizontal_global,0.88,3e-05,2433,487,38,-0.0047685770229913445,0.014794187716916634,-0.007217784843810471,0.004107935607158636
3,horizontal_global,0.88,3e-05,2433,487,164,0.0010145594176487992,-0.0020608120146858844,0.0032763846933271715,-0.00022192779116273148
4,horizontal_global,0.88,3e-05,2434,486,103,0.007048396912507175,-0.000560446818052455,0.009622029294656442,0.006712128821675702
5,horizontal_global,0.88,3e-05,2434,486,88,-0.0005498522011598743,0.0055148711547969,-0.001490460047717857,0.0027590704917182657
0,horizontal_global,0.88,0.0001,2433,487,153,0.005650489608584582,0.0012874306452349779,0.009738650904363889,0.006422947995725569
1,horizontal_global,0.88,0.0001,2433,487,80,-0.0030039287953728564,-0.007666029873341428,-0.0005361390479650093,-0.007603546719377713
2,horizontal_global,0.88,0.0001,2433,487,38,-0.004768576927403571,0.014794187150864892,-0.007217784679744276,0.004107935363115364
3,horizontal_global,0.88,0.0001,2433,487,164,0.0010145594088098692,-0.002060811975714158,0.0032763846583021257,-0.00022192777661862555
4,horizontal_global,0.88,0.0001,2434,486,103,0.00704839673310754,-0.0005604466732697127,0.009622028999370778,0.006712128729145713
5,horizontal_global,0.88,0.0001,2434,486,88,-0.000549852133280272,0.005514871287658871,-0.0014904599945797094,0.0027590706393150503
0,horizontal_global,0.88,0.0003,2433,487,153,0.005650488977092183,0.0012874305124371086,0.009738649813087976,0.006422947284554448
1,horizontal_global,0.88,0.0003,2433,487,80,-0.003003927402895139,-0.007666029227424687,-0.0005361372555919522,-0.007603544939349951
2,horizontal_global,0.88,0.0003,2433,487,38,-0.004768576654294884,0.014794185533575864,-0.0072177842109843815,0.004107934665850634
3,horizontal_global,0.88,0.0003,2433,487,164,0.0010145593835567367,-0.0020608118643661135,0.00327638455823054,-0.00022192773506293133
4,horizontal_global,0.88,0.0003,2434,486,103,0.007048396220536943,-0.0005604462596023856,0.009622028155698003,0.006712128464775512
5,horizontal_global,0.88,0.0003,2434,486,88,-0.0005498519393393356,0.005514871667264033,-0.0014904598427563638,0.0027590710610190844
0,horizontal_global,0.88,0.001,2433,487,153,0.005650486766870727,0.0012874300476446662,0.009738645993622942,0.006422944795457527
1,horizontal_global,0.88,0.001,2433,487,80,-0.003003922529223515,-0.0076660269667166705,-0.0005361309822889921,-0.007603538709253517
2,horizontal_global,0.88,0.001,2433,487,38,-0.004768575698416439,0.014794179873064708,-0.007217782570324332,0.004107932225422386
3,horizontal_global,0.88,0.001,2433,487,164,0.0010145592951703217,-0.0020608114746499865,0.0032763842079798888,-0.00022192758961967016
4,horizontal_global,0.88,0.001,2434,486,103,0.007048394426541415,-0.0005604448117686957,0.009622025202844523,0.006712127539480198
5,horizontal_global,0.88,0.001,2434,486,88,-0.000549851260545757,0.00551487299588179,-0.0014904593113746509,0.0027590725369833168
0,horizontal_global,0.88,0.003,2433,487,153,0.005650480451959669,0.0012874287196678726,0.009738635080879752,0.006422937683760392
1,horizontal_global,0.88,0.003,2433,487,80,-0.0030039086044617055,-0.007666020507557491,-0.0005361130585851277,-0.0076035209089962
