fold_id,model,q_extreme,ridge_alpha,n_train,n_val,n_val_extreme,gain_all,gain_extreme,gain_non_extreme,score
3,vertical_global,0.88,0.001,2433,487,164,0.0010808333110249046,-0.002342666706359065,0.00359869480086884,-0.0003247667127905345
4,vertical_global,0.88,0.001,2434,486,103,0.006977865024079285,-0.000599359283209594,0.009540802295510105,0.006618249454153529
5,vertical_global,0.88,0.001,2434,486,88,-0.000890666310602374,0.004939415809190681,-0.0017948825530898762,0.0020729831749120345
0,vertical_global,0.88,0.003,2433,487,153,0.0058654168001934385,0.001466031458741832,0.009987615814004175,0.0067450356754385375
1,vertical_global,0.88,0.003,2433,487,80,-0.0023435577580496057,-0.007238566518691145,0.00024751707404891516,-0.006686697669264292
2,vertical_global,0.88,0.003,2433,487,38,-0.004596479443188322,0.016718178853270264,-0.007265020494309749,0.005434427868773836
3,vertical_global,0.88,0.003,2433,487,164,0.001080833121093406,-0.0023426653479135208,0.003598693757658939,-0.0003247660876547064
4,vertical_global,0.88,0.003,2434,486,103,0.006977860131885073,-0.0005993551086530366,0.009540794159200132,0.006618247066693251
5,vertical_global,0.88,0.003,2434,486,88,-0.0008906640658514288,0.004939420032603847,-0.0017948807432863398,0.002072987953710879
0,vertical_global,0.88,0.01,2433,487,153,0.00586539367787697,0.0014660261137924068,0.009987576298713512,0.006745009346152414
1,vertical_global,0.88,0.01,2433,487,80,-0.0023435087074987057,-0.007238545160781912,0.00024758095650705836,-0.006686635803967853
2,vertical_global,0.88,0.01,2433,487,38,-0.004596470321656885,0.016718115099317143,-0.007265003813253039,0.0054343987379334
3,vertical_global,0.88,0.01,2433,487,164,0.0010808324563409757,-0.0023426605933616756,0.00359869010643656,-0.0003247638996760297
4,vertical_global,0.88,0.01,2434,486,103,0.006977843009309582,-0.0005993404977660488,0.00954076568228019,0.006618238710649952
5,vertical_global,0.88,0.01,2434,486,88,-0.0008906562092519351,0.004939434814510011,-0.0017948744090000265,0.002073004679454072
0,vertical_global,0.88,0.03,2433,487,153,0.005865327614936134,0.0014660108427170426,0.009987463399256255,0.00674493412056636
1,vertical_global,0.88,0.03,2433,487,80,-0.0023433685645270464,-0.007238484138878622,0.0002477634759578725,-0.006686459047854219
2,vertical_global,0.88,0.03,2433,487,38,-0.0045964442604799535,0.016717932947773923,-0.007264956153695135,0.005434315508184399
3,vertical_global,0.88,0.03,2433,487,164,0.001080830557107869,-0.002342647008998337,0.003598679674480679,-0.0003247576482911332
4,vertical_global,0.88,0.03,2434,486,103,0.006977794088558121,-0.0005992987529032524,0.009540684321074131,0.006618214836816169
5,vertical_global,0.88,0.03,2434,486,88,-0.0008906337620746714,0.004939477048172803,-0.0017948563112654564,0.00207305246682901
0,vertical_global,0.88,0.1,2433,487,153,0.005865096404208036,0.0014659573963851868,0.009987068267169398,0.006744670842039148
1,vertical_global,0.88,0.1,2433,487,80,-0.0023428780811542978,-0.007238270570337639,0.00024840227236427913,-0.006685840423356881
2,vertical_global,0.88,0.1,2433,487,38,-0.004596353050333289,0.016717295447820274,-0.007264789352282237,0.005434024218358875
3,vertical_global,0.88,0.1,2433,487,164,0.001080823910492548,-0.0023425994645407213,0.0035986431638879283,-0.00032473576823188483
4,vertical_global,0.88,0.1,2434,486,103,0.006977622876339919,-0.000599152652030906,0.009540399573442345,0.0066181312851213755
5,vertical_global,0.88,0.1,2434,486,88,-0.0008905551998748393,0.0049396248618662035,-0.0017947929718301412,0.0020732197172448827
0,vertical_global,0.9,1e-06,2433,487,131,0.005865426706500171,0.0022540443583093307,0.008661897541187307,0.007217853321485769
1,vertical_global,0.9,1e-06,2433,487,75,-0.0023435787727881935,-0.007483988892904138,0.0001740236334779501,-0.006833972108530676
2,vertical_global,0.9,1e-06,2433,487,27,-0.004596483351131686,0.01220742950714807,-0.006058204214373461,0.0027279743531571556
3,vertical_global,0.9,1e-06,2433,487,142,0.0010808334058956626,-0.001474744198746393,0.002684975556988403,0.00019598688664782676
4,vertical_global,0.9,1e-06,2434,486,86,0.006977867467735145,0.0007133465348590842,0.008718807177332009,0.007405875388650596
5,vertical_global,0.9,1e-06,2434,486,77,-0.0008906674318568059,0.002527974780141886,-0.0013614664183828852,0.0006261174362283256
0,vertical_global,0.9,3e-06,2433,487,131,0.005865426699893613,0.0022540443560243426,0.008661897531294139,0.007217853313508218
1,vertical_global,0.9,3e-06,2433,487,75,-0.0023435787587735134,-0.007483988886605283,0.00017402365132723288,-0.006833972090736683
2,vertical_global,0.9,3e-06,2433,487,27,-0.004596483348525582,0.012207429493638124,-0.006058204210593546,0.002727974347657292
3,vertical_global,0.9,3e-06,2433,487,142,0.001080833405705795,-0.0014747441983161032,0.002684975556596631,0.00019598688671613302
4,vertical_global,0.9,3e-06,2434,486,86,0.006977867462843,0.0007133465379130468,0.008718807170120114,0.007405875385590828
5,vertical_global,0.9,3e-06,2434,486,77,-0.000890667429612114,0.0025279747880287036,-0.0013614664169807104,0.0006261174432051081
0,vertical_global,0.9,1e-05,2433,487,131,0.0058654266767709995,0.0022540443480282266,0.008661897496667697,0.007217853285587935
1,vertical_global,0.9,1e-05,2433,487,75,-0.002343578709722619,-0.007483988864560918,0.0001740237137991988,-0.00683397202845917
2,vertical_global,0.9,1e-05,2433,487,27,-0.004596483339403956,0.012207429446353309,-0.00605820419736534,0.0027279743284080293
3,vertical_global,0.9,1e-05,2433,487,142,0.0010808334050413343,-0.0014747441968105482,0.002684975555226301,0.00019598688695500542
4,vertical_global,0.9,1e-05,2434,486,86,0.006977867445720486,0.0007133465486013599,0.008718807144877938,0.007405875374881302
5,vertical_global,0.9,1e-05,2434,486,77,-0.0008906674217556312,0.002527974815633999,-0.001361466412071988,0.0006261174676247679
0,vertical_global,0.9,3e-05,2433,487,131,0.005865426610706917,0.0022540443251815342,0.008661897397735655,0.007217853205815838
1,vertical_global,0.9,3e-05,2433,487,75,-0.002343578569577622,-0.0074839888015753595,0.0001740238922916775,-0.006833971850522837
2,vertical_global,0.9,3e-05,2433,487,27,-0.0045964833133423895,0.01220742931125372,-0.006058204159570064,0.002727974273409842
3,vertical_global,0.9,3e-05,2433,487,142,0.001080833403142052,-0.0014747441925091426,0.0026849755513106755,0.00019598688763656656
4,vertical_global,0.9,3e-05,2434,486,86,0.006977867396798113,0.0007133465791392565,0.008718807072758223,0.007405875344281667
5,vertical_global,0.9,3e-05,2434,486,77,-0.0008906673993078575,0.002527974894505201,-0.0013614663980477852,0.0006261175373952629
0,vertical_global,0.9,0.0001,2433,487,131,0.005865426379482697,0.002254044245217186,0.008661897051473336,0.007217852926613009
1,vertical_global,0.9,0.0001,2433,487,75,-0.002343578079069643,-0.007483988581126356,0.00017402451701518172,-0.0068339712277454565
2,vertical_global,0.9,0.0001,2433,487,27,-0.004596483222126478,0.012207428838406162,-0.0060582040272862455,0.0027279740809172184
3,vertical_global,0.9,0.0001,2433,487,142,0.00108083339649411,-0.0014747441774530174,0.002684975537605635,0.00019598689002229956
4,vertical_global,0.9,0.0001,2434,486,86,0.006977867225571018,0.0007133466860206596,0.008718806820337875,0.007405875237183414
5,vertical_global,0.9,0.0001,2434,486,77,-0.0008906673207415649,0.002527975170555602,-0.0013614663489626665,0.0006261177815917964
0,vertical_global,0.9,0.0003,2433,487,131,0.005865425718840923,0.0022540440167485827,0.008661896062152232,0.0072178521288900725
1,vertical_global,0.9,0.0003,2433,487,75,-0.0023435766776185286,-0.007483987951272828,0.00017402630193861162,-0.006833969448382226
2,vertical_global,0.9,0.0003,2433,487,27,-0.0045964829615096105,0.012207427487411973,-0.006058203649333127,0.0027279735309375733
3,vertical_global,0.9,0.0003,2433,487,142,0.0010808333775011376,-0.0014747441344363228,0.002684975498448676,0.00019598689683934388
4,vertical_global,0.9,0.0003,2434,486,86,0.006977866736350472,0.0007133469913980207,0.008718806099137881,0.007405874931189284
5,vertical_global,0.9,0.0003,2434,486,77,-0.0008906670962662694,0.0025279759592701585,-0.0013614662087199367,0.0006261184792958256
0,vertical_global,0.9,0.001,2433,487,131,0.005865423406596726,0.0022540432171088286,0.008661892599529276,0.007217849336862023
1,vertical_global,0.9,0.001,2433,487,75,-0.002343571772541686,-0.007483985746785408,0.00017403254916869437,-0.006833963220612931
2,vertical_global,0.9,0.001,2433,487,27,-0.004596482049351505,0.012207422758934688,-0.006058202326497531,0.002727971606009307
3,vertical_global,0.9,0.001,2433,487,142,0.0010808333110249046,-0.0014747439838776297,0.002684975361399484,0.0001959869206983268
4,vertical_global,0.9,0.001,2434,486,86,0.006977865024079285,0.00071334806021651,0.008718803574938951,0.0074058738602091915
5,vertical_global,0.9,0.001,2434,486,77,-0.000890666310602374,0.0025279787197706647,-0.0013614657178696791,0.0006261209212600247
0,vertical_global,0.9,0.003,2433,487,131,0.0058654168001934385,0.0022540409324270697,0.008661882706333581,0.007217841359649681
1,vertical_global,0.9,0.003,2433,487,75,-0.0023435577580496057,-0.0074839794482574355,0.0001740503983804302,-0.006833945427004067
2,vertical_global,0.9,0.003,2433,487,27,-0.004596479443188322,0.012207409249019622,-0.006058198546972078,0.002727966106223451
3,vertical_global,0.9,0.003,2433,487,142,0.001080833121093406,-0.0014747435537088985,0.0026849749698306612,0.00019598698886806685
4,vertical_global,0.9,0.003,2434,486,86,0.006977860131885073,0.0007133511139806012,0.008718796362954712,0.007405870800273434
5,vertical_global,0.9,0.003,2434,486,77,-0.0008906640658514288,0.0025279866069068536,-0.0013614643154418872,0.0006261278982926834
0,vertical_global,0.9,0.01,2433,487,131,0.00586539367787697,0.002254032936075952,0.008661848080288687,0.007217813439522541
1,vertical_global,0.9,0.01,2433,487,75,-0.0023435087074987057,-0.0074839574034931055,0.0001741128704078431,-0.006833883149594569
2,vertical_global,0.9,0.01,2433,487,27,-0.004596470321656885,0.012207361964544904,-0.006058185318689466,0.0027279468570700566
3,vertical_global,0.9,0.01,2433,487,142,0.0010808324563409757,-0.0014747420481116098,0.0026849735993429683,0.0001959872274740099
4,vertical_global,0.9,0.01,2434,486,86,0.006977843009309582,0.000713361802115514,0.008718771121158967,0.00740586009057889
5,vertical_global,0.9,0.01,2434,486,77,-0.0008906562092519351,0.0025280142117835424,-0.0013614594069661088,0.0006261523178181902
0,vertical_global,0.9,0.03,2433,487,131,0.005865327614936134,0.002254010089663844,0.00866174914993378,0.007217733668734441
1,vertical_global,0.9,0.03,2433,487,75,-0.0023433685645270464,-0.007483894419168923,0.00017429136009762658,-0.006833705216028401
2,vertical_global,0.9,0.03,2433,487,27,-0.0045964442604799535,0.012207226868001152,-0.006058147524083439,0.002727891860320737
3,vertical_global,0.9,0.03,2433,487,142,0.001080830557107869,-0.0014747377463439765,0.002684969683697019,0.00019598790930148318
4,vertical_global,0.9,0.03,2434,486,86,0.006977794088558121,0.0007133923392995396,0.008718699003009402,0.007405829492137844
5,vertical_global,0.9,0.03,2434,486,77,-0.0008906337620746714,0.0025280930820116205,-0.00136144538292475,0.0006262220871323008
0,vertical_global,0.9,0.1,2433,487,131,0.005865096404208036,0.002253930130783638,0.008661402907714189,0.007217454482678219
1,vertical_global,0.9,0.1,2433,487,75,-0.0023428780811542978,-0.0074836739824032045,0.0001749160528134631,-0.006833082470596221
2,vertical_global,0.9,0.1,2433,487,27,-0.004596353050333289,0.012206754052915367,-0.006058015248635752,0.002727699381415931
3,vertical_global,0.9,0.1,2433,487,142,0.001080823910492548,-0.0014747226894434124,0.0026849559793204114,0.0001959902968265005
4,vertical_global,0.9,0.1,2434,486,86,0.006977622876339919,0.0007134992154477872,0.008718446604276448,0.007405722405608592
5,vertical_global,0.9,0.1,2434,486,77,-0.0008905551998748393,0.0025283691179073023,-0.0013613963008238528,0.000626466270869542
0,vertical_global,0.92,1e-06,2433,487,115,0.005865426706500171,0.0014782765283684377,0.00878298265930625,0.006752392623521233
1,vertical_global,0.92,1e-06,2433,487,67,-0.0023435787727881935,-0.006407877017249193,-0.0005830865111636852,-0.006188304983137709
2,vertical_global,0.92,1e-06,2433,487,14,-0.004596483351131686,0.009584775548740723,-0.005312764169138504,0.0011543819781127474
3,vertical_global,0.92,1e-06,2433,487,127,0.0010808334058956626,-0.0020628980152935772,0.0028262615851590233,-0.0001569054032804838
4,vertical_global,0.92,1e-06,2434,486,75,0.006977867467735145,0.00015542708137671085,0.008591391189929739,0.007071123716561172
5,vertical_global,0.92,1e-06,2434,486,61,-0.0008906674318568059,0.0025802164902241163,-0.0012809946124140606,0.0006574624622776638
0,vertical_global,0.92,3e-06,2433,487,115,0.005865426699893613,0.0014782765268266222,0.008782982649380367,0.006752392615989586
1,vertical_global,0.92,3e-06,2433,487,67,-0.0023435787587735134,-0.006407877011770913,-0.00058308649339114,-0.006188304965836061
2,vertical_global,0.92,3e-06,2433,487,14,-0.004596483348525582,0.00958477553795745,-0.005312764165961657,0.0011543819742488876
3,vertical_global,0.92,3e-06,2433,487,127,0.001080833405705795,-0.0020628980142944984,0.0028262615845105962,-0.0001569054028709041
4,vertical_global,0.92,3e-06,2434,486,75,0.006977867462843,0.0001554270856382585,0.00859139118277833,0.007071123714225955
5,vertical_global,0.92,3e-06,2434,486,61,-0.000890667429612114,0.002580216494244,-0.0012809946104174312,0.0006574624669342859
0,vertical_global,0.92,1e-05,2433,487,115,0.0058654266767709995,0.0014782765214293814,0.008782982614639166,0.006752392589628628
1,vertical_global,0.92,1e-05,2433,487,67,-0.002343578709722619,-0.006407876992597822,-0.0005830864311881745,-0.006188304905281312
2,vertical_global,0.92,1e-05,2433,487,14,-0.004596483339403956,0.00958477550021558,-0.005312764154842431,0.001154381960725392
3,vertical_global,0.92,1e-05,2433,487,127,0.0010808334050413343,-0.0020628980107981676,0.0028262615822404933,-0.00015690540143756628
4,vertical_global,0.92,1e-05,2434,486,75,0.006977867445720486,0.00015542710055196058,0.00859139115774911,0.007071123706051663
5,vertical_global,0.92,1e-05,2434,486,61,-0.0008906674217556312,0.002580216508312612,-0.0012809946034292282,0.0006574624832319357
0,vertical_global,0.92,3e-05,2433,487,115,0.005865426610706917,0.001478276506009131,0.008782982515379628,0.006752392514312396
1,vertical_global,0.92,3e-05,2433,487,67,-0.002343578569577622,-0.006407876937817811,-0.0005830862534649502,-0.006188304732268309
2,vertical_global,0.92,3e-05,2433,487,14,-0.0045964833133423895,0.009584775392382018,-0.005312764123073615,0.0011543819220868213
3,vertical_global,0.92,3e-05,2433,487,127,0.001080833403142052,-0.0020628980008080486,0.002826261575754484,-0.0001569053973427771
