epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.6,0.9508882143168803,0.743957976224816,0.0005806995575037037,0.004051136363636364,-0.024271590678564492,0.9704194543754648
