n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.3,0.008099999999999998,0.0016208555625431085,-0.0016208555625431085,0.08033831449754475,0.08033831449754586,0.01125,-0.024271590678564502,-0.1089250235577686,0.9704194543754645,0.0675
1,0.3,0.009000000000000001,0.004192882616229962,-0.004192882616229962,0.15962807233586132,0.07928975783831657,0.0125,-0.024271590678564502,-0.10754796889837834,0.9704194543754645,0.1425
2,0.3,0.0054,0.0019356293342446924,-0.0019356293342446924,0.20031814610798124,0.04069007377211992,0.0075,-0.024271590678564502,-0.1067217361027442,0.9704194543754647,0.1875
3,0.3,0.0054,0.002895855556161295,-0.002895855556161295,0.2423995651583673,0.042081419050386065,0.0075,-0.024271590678564502,-0.10589550330711006,0.9704194543754645,0.2325
4,0.3,0.0045,0.002544727852001793,-0.002544727852001793,0.27541900398241137,0.03301943882404407,0.00625,-0.024271590678564502,-0.10520697597741492,0.9704194543754645,0.27
5,0.3,0.0045000000000000005,0.0013161238896049843,-0.0013161238896049843,0.3062624169601138,0.030843412977702434,0.00625,-0.024271590678564502,-0.1045184486477198,0.9704194543754645,0.3075
6,0.3,0.0063,0.001351271472073764,-0.001351271472073764,0.3495828916360951,0.043320474675981324,0.00875,-0.024271590678564502,-0.10355451038614662,0.9704194543754647,0.36
7,0.3,0.0054,0.0030714042544321453,-0.0030714042544321453,0.38540412194563656,0.03582123030954143,0.0075,-0.024271590678564502,-0.10272827759051248,0.9704194543754645,0.405
8,0.3,0.0036,0.0017042663047835494,-0.0017042663047835494,0.4084964791165321,0.023092357170895528,0.005,-0.024271590678564502,-0.10217745572675638,0.9704194543754645,0.435
9,0.3,0.005399999999999999,0.004824067856860568,-0.004824067856860568,0.4436210670820656,0.03512458796553353,0.0075,-0.024271590678564502,-0.10135122293112224,0.9704194543754645,0.48
10,0.3,0.0045000000000000005,0.0023842774623354813,-0.0023842774623354813,0.47126813170417736,0.02764706462211175,0.00625,-0.024271590678564502,-0.1006626956014271,0.9704194543754645,0.5175
11,0.3,0.0063,0.0019928272973097376,-0.0019928272973097376,0.5099332229572935,0.038665091253116124,0.00875,-0.024271590678564502,-0.09969875733985394,0.9704194543754645,0.57
12,0.3,0.0072,0.003384845983967011,-0.003384845983967011,0.5528141304978823,0.04288090754058882,0.01,-0.024271590678564502,-0.09859711361234175,0.9704194543754645,0.63
13,0.3,0.008100000000000001,0.004456998416718394,-0.004456998416718394,0.5992306805957944,0.046416550097912124,0.01125,-0.024271590678564502,-0.09735776441889052,0.9704194543754647,0.6975
14,0.3,0.0072,0.002737830994342821,-0.002737830994342821,0.6399474626231084,0.04071678202731399,0.01,-0.024271590678564502,-0.09625612069137832,0.9704194543754647,0.7575
15,0.3,0.0054,-0.0011405040420667957,0.0011405040420667957,0.6702009717272961,0.03025350910418767,0.0075,-0.024271590678564502,-0.09542988789574416,0.9704194543754645,0.8025
16,0.3,0.0036,-0.0005352269190000375,0.0005352269190000375,0.6899030786935167,0.019702106966220656,0.005,-0.024271590678564502,-0.09487906603198806,0.9704194543754645,0.8325
17,0.3,0.0063,0.002353700377505331,-0.002353700377505331,0.7238885419895523,0.03398546329603558,0.00875,-0.024271590678564502,-0.0939151277704149,0.9704194543754645,0.885
18,0.3,0.0072,0.004008839614204038,-0.004008839614204038,0.7620336143656995,0.03814507237614717,0.01,-0.024271590678564502,-0.0928134840429027,0.9704194543754645,0.945
19,0.3,0.0045,0.003752169479150328,-0.003752169479150328,0.7850008440687061,0.022967229703006575,0.00625,-0.024271590678564502,-0.09212495671320758,0.9704194543754645,0.9825
20,0.3,0.0036,0.0007917144136286698,-0.0007917144136286698,0.8034804717701514,0.01847962770144529,0.005,-0.024271590678564502,-0.09157413484945148,0.9704194543754645,1.0125
21,0.3,0.0018,0.0018810785750162185,-0.0018810785750162185,0.8127751871312376,0.009294715361086281,0.0025,-0.024271590678564502,-0.09129872391757342,0.9704194543754645,1.0275
22,0.3,0.0045000000000000005,-0.00033041058799081896,0.00033041058799081896,0.8352480187070226,0.022472831575784946,0.00625,-0.024271590678564502,-0.0906101965878783,0.9704194543754645,1.065
23,0.3,0.0027,-7.468610115254078e-05,7.468610115254078e-05,0.8485622274992071,0.013314208792184479,0.00375,-0.024271590678564502,-0.09019708019006123,0.9704194543754647,1.0875
24,0.3,0.0045000000000000005,0.0020764724469555474,-0.0020764724469555474,0.8706177965875199,0.022055569088312854,0.00625,-0.024271590678564502,-0.0895085528603661,0.9704194543754645,1.125
25,0.3,0.0063,0.002750790997402247,-0.002750790997402247,0.9011778473606564,0.030560050773136505,0.00875,-0.024271590678564502,-0.08854461459879293,0.9704194543754647,1.1775
26,0.3,0.0054,0.0025848957824871686,-0.0025848957824871686,0.927420496260589,0.026242648899932552,0.0075,-0.024271590678564502,-0.08771838180315879,0.9704194543754645,1.2225
27,0.3,0.0045000000000000005,0.0043134116013784154,-0.0043134116013784154,0.9488824795691646,0.021461983308575627,0.00625,-0.024271590678564502,-0.08702985447346366,0.9704194543754647,1.26
28,0.3,0.009,0.004120541907887932,-0.004120541907887932,0.9908684674305874,0.041985987861422824,0.0125,-0.024271590678564502,-0.08565279981407341,0.9704194543754645,1.335
29,0.3,0.0045000000000000005,0.0001285830522480641,-0.0001285830522480641,1.0114582341208536,0.02058976669026613,0.00625,-0.024271590678564502,-0.08496427248437828,0.9704194543754647,1.3725
30,0.3,0.008100000000000001,0.0046261383326203324,-0.0046261383326203324,1.0475342889872528,0.0360760548663992,0.01125,-0.024271590678564502,-0.08372492329092707,0.9704194543754645,1.44
31,0.3,0.009,0.006566767167798874,-0.006566767167798874,1.0871139079107237,0.03957961892347095,0.0125,-0.024271590678564502,-0.08234786863153683,0.9704194543754645,1.515
32,0.3,0.0072,0.004975149232304913,-0.004975149232304913,1.1185363872009502,0.03142247929022646,0.01,-0.024271590678564502,-0.08124622490402462,0.9704194543754645,1.575
33,0.3,0.0072,0.003509793423360408,-0.003509793423360408,1.1495805252597973,0.031044138058847093,0.01,-0.024271590678564502,-0.08014458117651242,0.9704194543754647,1.635
34,0.3,0.0054,0.00027830402377182034,-0.00027830402377182034,1.17260723969396,0.02302671443416271,0.0075,-0.024271590678564502,-0.07931834838087827,0.9704194543754647,1.68
35,0.3,0.0054,0.0022261633341126544,-0.0022261633341126544,1.195089846530508,0.022482606836548014,0.0075,-0.024271590678564502,-0.07849211558524412,0.9704194543754647,1.725
36,0.3,0.009000000000000001,0.003140995515236571,-0.003140995515236571,1.2319336548535025,0.0368438083229945,0.0125,-0.024271590678564502,-0.07711506092585386,0.9704194543754647,1.8
37,0.3,0.0009,0.0005708727888300778,-0.0005708727888300778,1.2358699565481048,0.003936301694602351,0.00125,-0.024271590678564502,-0.07697735545991484,0.9704194543754645,1.8075
38,0.3,0.0036,0.0034916308567507575,-0.0034916308567507575,1.2504635939427902,0.014593637394685333,0.005,-0.024271590678564502,-0.07642653359615875,0.9704194543754645,1.8375
39,0.3,0.0036,0.002262679855973251,-0.002262679855973251,1.2647165760353098,0.014252982092519684,0.005,-0.024271590678564502,-0.07587571173240265,0.9704194543754645,1.8675
40,0.3,0.0036,7.050673133119786e-05,-7.050673133119786e-05,1.2793143837335494,0.014597807698239595,0.005,-0.024271590678564502,-0.07532488986864655,0.9704194543754645,1.8975
41,0.3,0.0054,0.00022103943382950007,-0.00022103943382950007,1.3006548366985857,0.021340452965036283,0.0075,-0.024271590678564502,-0.07449865707301241,0.9704194543754647,1.9425
42,0.3,0.0045000000000000005,0.0034754801296286463,-0.0034754801296286463,1.3178915120319328,0.01723667533334705,0.00625,-0.024271590678564502,-0.07381012974331728,0.9704194543754645,1.98
43,0.3,0.0054,0.0022602049637998477,-0.0022602049637998477,1.338948910383136,0.021057398351203238,0.0075,-0.024271590678564502,-0.07298389694768313,0.9704194543754645,2.025
44,0.3,0.0018,0.001955618343332434,-0.001955618343332434,1.346114464745707,0.007165554362571047,0.0025,-0.024271590678564502,-0.07270848601580508,0.9704194543754645,2.04
45,0.3,0.0054,0.0029162688517766788,-0.0029162688517766788,1.3662614254547325,0.02014696070902544,0.0075,-0.024271590678564502,-0.07188225322017093,0.9704194543754647,2.085
46,0.3,0.0072,0.0066753142540463325,-0.0066753142540463325,1.3929907369010217,0.026729311446289206,0.01,-0.024271590678564502,-0.07078060949265873,0.9704194543754647,2.145
47,0.3,0.0045000000000000005,0.0009892471859208574,-0.0009892471859208574,1.4094373081614542,0.016446571260432474,0.00625,-0.024271590678564502,-0.0700920821629636,0.9704194543754647,2.1825
48,0.3,0.0009,0.0007364317495318957,-0.0007364317495318957,1.4126348598530836,0.0031975516916293856,0.00125,-0.024271590678564502,-0.06995437669702459,0.9704194543754647,2.19
49,0.3,0.0054,0.0029609577893635586,-0.0029609577893635586,1.4321101574287878,0.01947529757570421,0.0075,-0.024271590678564502,-0.06912814390139042,0.9704194543754645,2.235
50,0.3,0.0045000000000000005,0.0012548653369018903,-0.0012548653369018903,1.4483427005451306,0.016232543116342812,0.00625,-0.024271590678564502,-0.06843961657169531,0.9704194543754647,2.2725
51,0.3,0.0054,0.0038238451206975884,-0.0038238451206975884,1.4672371180875616,0.01889441754243104,0.0075,-0.024271590678564502,-0.06761338377606117,0.9704194543754645,2.3175
52,0.3,0.0045,0.0010722368119792886,-0.0010722368119792886,1.4829713088177452,0.01573419073018356,0.00625,-0.024271590678564502,-0.06692485644636605,0.9704194543754645,2.355
53,0.3,0.0036,0.001450933747821902,-0.001450933747821902,1.4955353884267502,0.012564079609004963,0.005,-0.024271590678564502,-0.06637403458260994,0.9704194543754645,2.385
54,0.3,0.0063,0.002484645193661583,-0.002484645193661583,1.5166478602694045,0.0211124718426543,0.00875,-0.024271590678564502,-0.06541009632103677,0.9704194543754645,2.4375
55,0.3,0.0045000000000000005,0.001106004468656556,-0.001106004468656556,1.5321116561272958,0.015463795857891371,0.00625,-0.024271590678564502,-0.06472156899134164,0.9704194543754645,2.475
56,0.3,0.0018,-2.4791855546326956e-05,2.4791855546326956e-05,1.5384644960987917,0.006352839971495827,0.0025,-0.024271590678564502,-0.06444615805946359,0.9704194543754647,2.49
57,0.3,0.0036,0.00014398358203911583,-0.00014398358203911583,1.5507422375668933,0.012277741468101677,0.005,-0.024271590678564502,-0.06389533619570749,0.9704194543754645,2.52
