n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.6,0.0036,0.004109946742864612,-0.004109946742864612,0.037279068858219036,0.037279068858220146,0.005,-0.024271590678564502,-0.10961355088746372,0.9704194543754645,0.03
1,0.6,0.0027,0.001258885952722037,-0.001258885952722037,0.06384789957123765,0.026568830713018618,0.00375,-0.024271590678564502,-0.10920043448964664,0.9704194543754645,0.0525
2,0.6,0.0063,0.007387713722249011,-0.007387713722249011,0.11652600382727973,0.05267810425604208,0.00875,-0.024271590678564502,-0.10823649622807348,0.9704194543754645,0.105
3,0.6,0.008100000000000001,0.007964651749108553,-0.007964651749108553,0.18351880492540157,0.06699280109812183,0.01125,-0.024271590678564502,-0.10699714703462224,0.9704194543754645,0.1725
4,0.6,0.0063,0.004928869452991202,-0.004928869452991202,0.23098953673757283,0.04747073181217126,0.00875,-0.024271590678564502,-0.10603320877304907,0.9704194543754645,0.225
5,0.6,0.0036,0.002770912789896184,-0.002770912789896184,0.2569528151403516,0.02596327840277879,0.005,-0.024271590678564502,-0.10548238690929299,0.9704194543754645,0.255
6,0.6,0.0063,0.00478629139133589,-0.00478629139133589,0.3034778848691761,0.046525069728824475,0.00875,-0.024271590678564502,-0.1045184486477198,0.9704194543754645,0.3075
7,0.6,0.0081,0.006572350838615174,-0.006572350838615174,0.3574615311085262,0.05398364623935009,0.01125,-0.024271590678564502,-0.10327909945426858,0.9704194543754645,0.375
8,0.6,0.0054,0.003243820845810981,-0.003243820845810981,0.3913990141448531,0.03393748303632693,0.0075,-0.024271590678564502,-0.10245286665863444,0.9704194543754647,0.42
9,0.6,0.0081,0.007915269499375994,-0.007915269499375994,0.443044665961648,0.05164565181679487,0.01125,-0.024271590678564502,-0.1012135174651832,0.9704194543754645,0.4875
10,0.6,0.0045000000000000005,0.004742103742581283,-0.004742103742581283,0.4700344891855981,0.026989823223950105,0.00625,-0.024271590678564502,-0.10052499013548809,0.9704194543754647,0.525
11,0.6,0.009,0.005296041364794926,-0.005296041364794926,0.5258959643532835,0.05586147516768536,0.0125,-0.024271590678564502,-0.09914793547609783,0.9704194543754645,0.6
12,0.6,0.0045,0.0035136508221898493,-0.0035136508221898493,0.5534455538117842,0.027549589458500723,0.00625,-0.024271590678564502,-0.09845940814640272,0.9704194543754647,0.6375
13,0.6,0.0072,0.005352732238476223,-0.005352732238476223,0.5954377387516343,0.04199218493985013,0.01,-0.024271590678564502,-0.09735776441889052,0.9704194543754647,0.6975
14,0.6,0.009,0.0055363965643089805,-0.0055363965643089805,0.6472424848761054,0.05180474612447106,0.0125,-0.024271590678564502,-0.09598070975950027,0.9704194543754645,0.7725
15,0.6,0.0063,0.0053135465057812204,-0.0053135465057812204,0.6802587127398004,0.03301622786369507,0.00875,-0.024271590678564502,-0.0950167714979271,0.9704194543754647,0.825
16,0.6,0.0036,0.0032851106803392436,-0.0032851106803392436,0.7005571464427678,0.020298433702967356,0.005,-0.024271590678564502,-0.094465949634171,0.9704194543754645,0.855
17,0.6,0.0054,0.003705968322996996,-0.003705968322996996,0.7281864084302414,0.02762926198747362,0.0075,-0.024271590678564502,-0.09363971683853685,0.9704194543754647,0.9
18,0.6,0.0063,0.003309780239533687,-0.003309780239533687,0.7600736147274109,0.03188720629716946,0.00875,-0.024271590678564502,-0.09267577857696369,0.9704194543754647,0.9525
19,0.6,0.0072,0.0067050736176085925,-0.0067050736176085925,0.7988477464150037,0.038774131687592805,0.01,-0.024271590678564502,-0.09157413484945148,0.9704194543754645,1.0125
20,0.6,0.0054,0.0032592660993503854,-0.0032592660993503854,0.8265140749455155,0.027666328530511874,0.0075,-0.024271590678564502,-0.09074790205381732,0.9704194543754645,1.0575
