angle_deg,state,tr_F_rho_real
0.0,ket_0,0.6267305198985386
0.0,ket_1,0.6267305198985386
0.0,ket_plus,0.6267305198985385
0.0,ket_minus,0.6267305198985385
0.0,ket_plus_i,0.9649808541287008
0.0,ket_minus_i,0.288480185668376
15.0,ket_0,0.6267305198985386
15.0,ket_1,0.6267305198985386
15.0,ket_plus,0.8089058115912195
15.0,ket_minus,0.44455522820585736
15.0,ket_plus_i,0.940997021978647
15.0,ket_minus_i,0.31246401781842986
30.0,ket_0,0.6267305198985386
30.0,ket_1,0.6267305198985386
30.0,ket_plus,0.9786661582139485
30.0,ket_minus,0.27479488158312837
30.0,ket_plus_i,0.8706799840543551
30.0,ket_minus_i,0.38278105574272187
45.0,ket_0,0.6267305198985386
45.0,ket_1,0.6267305198985386
45.0,ket_plus,1.1244426726866237
45.0,ket_minus,0.12901836711045322
45.0,ket_plus_i,0.7588217302859659
45.0,ket_minus_i,0.494639309511111
60.0,ket_0,0.6267305198985386
60.0,ket_1,0.6267305198985386
60.0,ket_plus,1.2363009264550129
60.0,ket_minus,0.01716011334206402
60.0,ket_plus_i,0.6130452158132909
60.0,ket_minus_i,0.640415823983786
75.0,ket_0,0.6267305198985386
75.0,ket_1,0.6267305198985386
75.0,ket_plus,1.3066179643793048
75.0,ket_minus,-0.053156924582227975
75.0,ket_plus_i,0.44328486919056176
75.0,ket_minus_i,0.8101761706065151
90.0,ket_0,0.6267305198985386
90.0,ket_1,0.6267305198985386
90.0,ket_plus,1.3306017965293586
90.0,ket_minus,-0.07714075673228182
90.0,ket_plus_i,0.26110957749788066
90.0,ket_minus_i,0.9923514622991962
