case_id,K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
20,8,0.19009221962607087,0.2895397310767952,0.28953973107679515,1.9172205149466796e-16,1.9172205149466797e-14
20,16,0.09504610981303543,0.2895397310767951,0.28953973107679515,1.9172205149466796e-16,1.9172205149466797e-14
20,32,0.04752305490651772,0.2895397310767952,0.28953973107679515,1.9172205149466796e-16,1.9172205149466797e-14
20,64,0.02376152745325886,0.28953973107679526,0.28953973107679515,3.834441029893359e-16,3.8344410298933594e-14
20,128,0.01188076372662943,0.2895397310767952,0.28953973107679515,1.9172205149466796e-16,1.9172205149466797e-14
21,4,0.08005290034383769,0.02703544940779925,0.027035449407799252,1.2832954613111079e-16,1.2832954613111078e-14
21,8,0.040026450171918845,0.02703544940779925,0.027035449407799252,1.2832954613111079e-16,1.2832954613111078e-14
21,16,0.020013225085959423,0.02703544940779925,0.027035449407799252,1.2832954613111079e-16,1.2832954613111078e-14
21,32,0.010006612542979711,0.02703544940779925,0.027035449407799252,1.2832954613111079e-16,1.2832954613111078e-14
21,64,0.005003306271489856,0.027035449407799242,0.027035449407799252,3.8498863839333234e-16,3.849886383933323e-14
21,128,0.002501653135744928,0.027035449407799256,0.027035449407799252,1.2832954613111079e-16,1.2832954613111078e-14
22,4,0.9761201930631395,0.4109827199845333,0.4109827199845333,0.0,0.0
22,8,0.48806009653156973,0.4109827199845333,0.4109827199845333,0.0,0.0
22,16,0.24403004826578487,0.4109827199845333,0.4109827199845333,0.0,0.0
22,32,0.12201502413289243,0.41098271998453323,0.4109827199845333,1.350693071313236e-16,1.3506930713132361e-14
22,64,0.061007512066446216,0.41098271998453323,0.4109827199845333,1.350693071313236e-16,1.3506930713132361e-14
22,128,0.030503756033223108,0.4109827199845333,0.4109827199845333,0.0,0.0
23,4,0.3150011273565848,0.04465867503340948,0.04465867503340948,0.0,0.0
23,8,0.1575005636782924,0.04465867503340948,0.04465867503340948,0.0,0.0
23,16,0.0787502818391462,0.04465867503340948,0.04465867503340948,0.0,0.0
23,32,0.0393751409195731,0.04465867503340949,0.04465867503340948,3.107523408930532e-16,3.107523408930532e-14
23,64,0.01968757045978655,0.044658675033409485,0.04465867503340948,1.553761704465266e-16,1.553761704465266e-14
23,128,0.009843785229893275,0.04465867503340949,0.04465867503340948,3.107523408930532e-16,3.107523408930532e-14
24,4,0.7461332336672842,-0.005817871891889094,-0.005817871891889095,1.4908574030264824e-16,1.4908574030264823e-14
24,8,0.3730666168336421,-0.005817871891889094,-0.005817871891889095,1.4908574030264824e-16,1.4908574030264823e-14
24,16,0.18653330841682106,-0.005817871891889095,-0.005817871891889095,0.0,0.0
24,32,0.09326665420841053,-0.005817871891889094,-0.005817871891889095,1.4908574030264824e-16,1.4908574030264823e-14
24,64,0.046633327104205265,-0.005817871891889095,-0.005817871891889095,0.0,0.0
24,128,0.023316663552102632,-0.0058178718918890935,-0.005817871891889095,2.9817148060529647e-16,2.9817148060529646e-14
25,4,0.40271145094543565,0.03331189808011353,0.03331189808011353,0.0,0.0
25,8,0.20135572547271782,0.03331189808011353,0.03331189808011353,0.0,0.0
25,16,0.10067786273635891,0.03331189808011353,0.03331189808011353,0.0,0.0
25,32,0.050338931368179456,0.033311898080113526,0.03331189808011353,2.083007665074896e-16,2.0830076650748962e-14
25,64,0.025169465684089728,0.03331189808011354,0.03331189808011353,2.083007665074896e-16,2.0830076650748962e-14
25,128,0.012584732842044864,0.033311898080113526,0.03331189808011353,2.083007665074896e-16,2.0830076650748962e-14
26,4,0.8219892589843936,0.12246713008711582,0.12246713008711582,0.0,0.0
26,8,0.4109946294921968,0.12246713008711584,0.12246713008711582,1.1331847000858526e-16,1.1331847000858526e-14
26,16,0.2054973147460984,0.12246713008711588,0.12246713008711582,4.53273880034341e-16,4.5327388003434105e-14
26,32,0.1027486573730492,0.12246713008711584,0.12246713008711582,1.1331847000858526e-16,1.1331847000858526e-14
26,64,0.0513743286865246,0.12246713008711584,0.12246713008711582,1.1331847000858526e-16,1.1331847000858526e-14
26,128,0.0256871643432623,0.12246713008711584,0.12246713008711582,1.1331847000858526e-16,1.1331847000858526e-14
27,4,0.9597367298171756,0.16855039611844022,0.16855039611844017,3.2934453142578125e-16,3.2934453142578125e-14
27,8,0.4798683649085878,0.1685503961184402,0.16855039611844017,1.6467226571289063e-16,1.6467226571289062e-14
27,16,0.2399341824542939,0.1685503961184402,0.16855039611844017,1.6467226571289063e-16,1.6467226571289062e-14
27,32,0.11996709122714695,0.16855039611844025,0.16855039611844017,4.940167971386719e-16,4.940167971386719e-14
27,64,0.059983545613573476,0.16855039611844008,0.16855039611844017,4.940167971386719e-16,4.940167971386719e-14
27,128,0.029991772806786738,0.16855039611844022,0.16855039611844017,3.2934453142578125e-16,3.2934453142578125e-14
28,4,0.2577044137745201,0.27998678132751675,0.27998678132751675,0.0,0.0
28,8,0.12885220688726004,0.27998678132751675,0.27998678132751675,0.0,0.0
28,16,0.06442610344363002,0.2799867813275167,0.27998678132751675,1.982634714684013e-16,1.982634714684013e-14
28,32,0.03221305172181501,0.2799867813275167,0.27998678132751675,1.982634714684013e-16,1.982634714684013e-14
28,64,0.016106525860907505,0.27998678132751675,0.27998678132751675,0.0,0.0
28,128,0.008053262930453753,0.2799867813275166,0.27998678132751675,5.947904144052039e-16,5.947904144052038e-14
29,4,0.5265508593058955,0.11619072697782125,0.11619072697782128,2.388794384678109e-16,2.388794384678109e-14
29,8,0.26327542965294776,0.11619072697782129,0.11619072697782128,1.1943971923390545e-16,1.1943971923390545e-14
29,16,0.13163771482647388,0.11619072697782122,0.11619072697782128,4.777588769356218e-16,4.777588769356218e-14
29,32,0.06581885741323694,0.11619072697782133,0.11619072697782128,4.777588769356218e-16,4.777588769356218e-14
29,64,0.03290942870661847,0.11619072697782122,0.11619072697782128,4.777588769356218e-16,4.777588769356218e-14
29,128,0.016454714353309235,0.11619072697782144,0.11619072697782128,1.4332766308068654e-15,1.4332766308068654e-13
30,4,0.37077168885661654,0.034649566993912306,0.034649566993912306,0.0,0.0
30,8,0.18538584442830827,0.034649566993912306,0.034649566993912306,0.0,0.0
30,16,0.09269292221415414,0.03464956699391231,0.034649566993912306,2.0025918087594412e-16,2.0025918087594412e-14
30,32,0.04634646110707707,0.03464956699391231,0.034649566993912306,2.0025918087594412e-16,2.0025918087594412e-14
30,64,0.023173230553538534,0.034649566993912306,0.034649566993912306,0.0,0.0
30,128,0.011586615276769267,0.03464956699391232,0.034649566993912306,4.0051836175188824e-16,4.0051836175188824e-14
31,4,0.35283648689143426,0.10192930883064198,0.101929308830642,1.361511028282611e-16,1.361511028282611e-14
31,8,0.17641824344571713,0.10192930883064198,0.101929308830642,1.361511028282611e-16,1.361511028282611e-14
31,16,0.08820912172285857,0.10192930883064198,0.101929308830642,1.361511028282611e-16,1.361511028282611e-14
31,32,0.04410456086142928,0.101929308830642,0.101929308830642,0.0,0.0
31,64,0.02205228043071464,0.10192930883064201,0.101929308830642,1.361511028282611e-16,1.361511028282611e-14
31,128,0.01102614021535732,0.10192930883064198,0.101929308830642,1.361511028282611e-16,1.361511028282611e-14
32,4,0.9828842340117625,-0.14381019048062593,-0.14381019048062596,1.9300145228142187e-16,1.9300145228142186e-14
32,8,0.49144211700588125,-0.14381019048062602,-0.14381019048062596,3.8600290456284374e-16,3.860029045628437e-14
32,16,0.24572105850294063,-0.1438101904806259,-0.14381019048062596,3.8600290456284374e-16,3.860029045628437e-14
32,32,0.12286052925147031,-0.14381019048062588,-0.14381019048062596,5.790043568442656e-16,5.790043568442657e-14
32,64,0.061430264625735156,-0.14381019048062593,-0.14381019048062596,1.9300145228142187e-16,1.9300145228142186e-14
32,128,0.030715132312867578,-0.14381019048062613,-0.14381019048062596,1.1580087136885313e-15,1.1580087136885313e-13
33,4,0.15476314550969886,0.03124555286437123,0.031245552864371227,1.1103810411079828e-16,1.1103810411079828e-14
33,8,0.07738157275484943,0.031245552864371227,0.031245552864371227,0.0,0.0
33,16,0.038690786377424714,0.03124555286437123,0.031245552864371227,1.1103810411079828e-16,1.1103810411079828e-14
33,32,0.019345393188712357,0.03124555286437123,0.031245552864371227,1.1103810411079828e-16,1.1103810411079828e-14
33,64,0.009672696594356179,0.031245552864371237,0.031245552864371227,3.331143123323948e-16,3.331143123323948e-14
33,128,0.004836348297178089,0.031245552864371227,0.031245552864371227,0.0,0.0
34,4,0.21216257509629574,0.28094678966346,0.28094678966345993,1.9758599590247404e-16,1.9758599590247403e-14
34,8,0.10608128754814787,0.28094678966346,0.28094678966345993,1.9758599590247404e-16,1.9758599590247403e-14
34,16,0.053040643774073935,0.28094678966345993,0.28094678966345993,0.0,0.0
34,32,0.026520321887036968,0.28094678966346,0.28094678966345993,1.9758599590247404e-16,1.9758599590247403e-14
34,64,0.013260160943518484,0.28094678966345993,0.28094678966345993,0.0,0.0
34,128,0.006630080471759242,0.2809467896634599,0.28094678966345993,1.9758599590247404e-16,1.9758599590247403e-14
35,4,0.5618433983228006,0.31190159345601315,0.3119015934560132,1.7797649129062967e-16,1.7797649129062965e-14
35,8,0.2809216991614003,0.31190159345601315,0.3119015934560132,1.7797649129062967e-16,1.7797649129062965e-14
35,16,0.14046084958070015,0.31190159345601326,0.3119015934560132,1.7797649129062967e-16,1.7797649129062965e-14
35,32,0.07023042479035008,0.31190159345601337,0.3119015934560132,5.33929473871889e-16,5.3392947387188905e-14
35,64,0.03511521239517504,0.31190159345601315,0.3119015934560132,1.7797649129062967e-16,1.7797649129062965e-14
35,128,0.01755760619758752,0.31190159345601337,0.3119015934560132,5.33929473871889e-16,5.3392947387188905e-14
36,4,0.6420976203464952,0.047696955262426156,0.047696955262426156,0.0,0.0
36,8,0.3210488101732476,0.047696955262426156,0.047696955262426156,0.0,0.0
36,16,0.1605244050866238,0.047696955262426156,0.047696955262426156,0.0,0.0
36,32,0.0802622025433119,0.04769695526242617,0.047696955262426156,2.909575198554982e-16,2.909575198554982e-14
36,64,0.04013110127165595,0.04769695526242618,0.047696955262426156,4.3643627978324723e-16,4.364362797832472e-14
36,128,0.020065550635827975,0.047696955262426156,0.047696955262426156,0.0,0.0
37,4,0.44649752063180986,0.31238395309014194,0.3123839530901419,1.777016734762918e-16,1.777016734762918e-14
37,8,0.22324876031590493,0.31238395309014194,0.3123839530901419,1.777016734762918e-16,1.777016734762918e-14
37,16,0.11162438015795247,0.312383953090142,0.3123839530901419,3.554033469525836e-16,3.554033469525836e-14
37,32,0.05581219007897623,0.31238395309014194,0.3123839530901419,1.777016734762918e-16,1.777016734762918e-14
37,64,0.027906095039488116,0.312383953090142,0.3123839530901419,3.554033469525836e-16,3.554033469525836e-14
37,128,0.013953047519744058,0.3123839530901421,0.3123839530901419,7.108066939051672e-16,7.108066939051672e-14
38,4,0.35721241245383817,0.5624139538620627,0.5624139538620626,1.9740317909989968e-16,1.9740317909989967e-14
38,8,0.17860620622691908,0.5624139538620625,0.5624139538620626,1.9740317909989968e-16,1.9740317909989967e-14
38,16,0.08930310311345954,0.5624139538620626,0.5624139538620626,0.0,0.0
38,32,0.04465155155672977,0.5624139538620625,0.5624139538620626,1.9740317909989968e-16,1.9740317909989967e-14
38,64,0.022325775778364886,0.5624139538620623,0.5624139538620626,5.92209537299699e-16,5.92209537299699e-14
38,128,0.011162887889182443,0.5624139538620627,0.5624139538620626,1.9740317909989968e-16,1.9740317909989967e-14
39,4,0.4826601899760559,0.589370318058305,0.5893703180583049,1.8837443804140188e-16,1.8837443804140186e-14
39,8,0.24133009498802796,0.5893703180583049,0.5893703180583049,0.0,0.0
39,16,0.12066504749401398,0.5893703180583049,0.5893703180583049,0.0,0.0
39,32,0.06033252374700699,0.5893703180583051,0.5893703180583049,3.7674887608280375e-16,3.767488760828037e-14
39,64,0.030166261873503495,0.5893703180583049,0.5893703180583049,0.0,0.0
39,128,0.015083130936751748,0.5893703180583048,0.5893703180583049,1.8837443804140188e-16,1.8837443804140186e-14
40,4,0.6242487699555903,0.30517184749306525,0.30517184749306525,0.0,0.0
40,8,0.31212438497779516,0.30517184749306525,0.30517184749306525,0.0,0.0
40,16,0.15606219248889758,0.30517184749306525,0.30517184749306525,0.0,0.0
40,32,0.07803109624444879,0.3051718474930654,0.30517184749306525,5.457038552599688e-16,5.457038552599688e-14
40,64,0.039015548122224394,0.3051718474930653,0.30517184749306525,1.8190128508665625e-16,1.8190128508665626e-14
40,128,0.019507774061112197,0.3051718474930652,0.30517184749306525,1.8190128508665625e-16,1.8190128508665626e-14
41,4,0.3755210282775983,0.07276536808606439,0.07276536808606437,1.9071968125551286e-16,1.9071968125551287e-14
41,8,0.18776051413879916,0.07276536808606437,0.07276536808606437,0.0,0.0
41,16,0.09388025706939958,0.07276536808606439,0.07276536808606437,1.9071968125551286e-16,1.9071968125551287e-14
41,32,0.04694012853469979,0.07276536808606437,0.07276536808606437,0.0,0.0
41,64,0.023470064267349895,0.0727653680860644,0.07276536808606437,3.814393625110257e-16,3.8143936251102574e-14
41,128,0.011735032133674947,0.07276536808606442,0.07276536808606437,5.721590437665387e-16,5.721590437665387e-14
42,4,0.7788391155487921,-0.12834950968793463,-0.12834950968793457,4.3249990877429656e-16,4.324999087742966e-14
42,8,0.3894195577743961,-0.12834950968793452,-0.12834950968793457,4.3249990877429656e-16,4.324999087742966e-14
42,16,0.19470977888719804,-0.12834950968793452,-0.12834950968793457,4.3249990877429656e-16,4.324999087742966e-14
42,32,0.09735488944359902,-0.1283495096879345,-0.12834950968793457,6.487498631614448e-16,6.487498631614448e-14
42,64,0.04867744472179951,-0.12834950968793468,-0.12834950968793457,8.649998175485931e-16,8.649998175485932e-14
42,128,0.024338722360899755,-0.12834950968793452,-0.12834950968793457,4.3249990877429656e-16,4.324999087742966e-14
43,4,0.7770949402820166,0.05807876930530713,0.058078769305307115,2.389476907622093e-16,2.3894769076220926e-14
43,8,0.3885474701410083,0.058078769305307115,0.058078769305307115,0.0,0.0
43,16,0.19427373507050416,0.058078769305307115,0.058078769305307115,0.0,0.0
43,32,0.09713686753525208,0.0580787693053072,0.058078769305307115,1.4336861445732558e-15,1.4336861445732557e-13
43,64,0.04856843376762604,0.058078769305307074,0.058078769305307115,7.168430722866279e-16,7.168430722866279e-14
43,128,0.02428421688381302,0.058078769305307254,0.058078769305307115,2.389476907622093e-15,2.389476907622093e-13
44,4,0.2705632780665554,0.030048585890936765,0.03004858589093676,1.1546123882654828e-16,1.1546123882654829e-14
44,8,0.1352816390332777,0.030048585890936758,0.03004858589093676,1.1546123882654828e-16,1.1546123882654829e-14
44,16,0.06764081951663885,0.030048585890936758,0.03004858589093676,1.1546123882654828e-16,1.1546123882654829e-14
44,32,0.033820409758319424,0.030048585890936765,0.03004858589093676,1.1546123882654828e-16,1.1546123882654829e-14
44,64,0.016910204879159712,0.030048585890936768,0.03004858589093676,2.3092247765309656e-16,2.3092247765309657e-14
44,128,0.008455102439579856,0.030048585890936765,0.03004858589093676,1.1546123882654828e-16,1.1546123882654829e-14
45,4,0.6819206197328254,0.5439124064462847,0.5439124064462846,2.0411798140052121e-16,2.041179814005212e-14
45,8,0.3409603098664127,0.5439124064462847,0.5439124064462846,2.0411798140052121e-16,2.041179814005212e-14
45,16,0.17048015493320634,0.5439124064462847,0.5439124064462846,2.0411798140052121e-16,2.041179814005212e-14
45,32,0.08524007746660317,0.5439124064462847,0.5439124064462846,2.0411798140052121e-16,2.041179814005212e-14
45,64,0.042620038733301585,0.5439124064462848,0.5439124064462846,4.0823596280104243e-16,4.082359628010424e-14
45,128,0.021310019366650793,0.5439124064462849,0.5439124064462846,6.123539442015637e-16,6.123539442015636e-14
46,4,0.37306321044958646,0.11911394977266279,0.1191139497726628,1.165085016012067e-16,1.1650850160120672e-14
