case_id,K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
46,8,0.18653160522479323,0.11911394977266279,0.1191139497726628,1.165085016012067e-16,1.1650850160120672e-14
46,16,0.09326580261239661,0.11911394977266279,0.1191139497726628,1.165085016012067e-16,1.1650850160120672e-14
46,32,0.04663290130619831,0.11911394977266283,0.1191139497726628,2.330170032024134e-16,2.3301700320241343e-14
46,64,0.023316450653099154,0.11911394977266279,0.1191139497726628,1.165085016012067e-16,1.1650850160120672e-14
46,128,0.011658225326549577,0.11911394977266282,0.1191139497726628,1.165085016012067e-16,1.1650850160120672e-14
47,4,0.78255661899749,0.004663389903109171,0.0046633899031091695,3.7198765533627423e-16,3.7198765533627424e-14
47,8,0.391278309498745,0.0046633899031091695,0.0046633899031091695,0.0,0.0
47,16,0.1956391547493725,0.004663389903109163,0.0046633899031091695,1.30195679367696e-15,1.3019567936769599e-13
47,32,0.09781957737468625,0.00466338990310918,0.0046633899031091695,2.2319259320176454e-15,2.2319259320176453e-13
47,64,0.04890978868734312,0.004663389903109164,0.0046633899031091695,1.1159629660088227e-15,1.1159629660088227e-13
47,128,0.02445489434367156,0.004663389903109149,0.0046633899031091695,4.463851864035291e-15,4.4638518640352906e-13
48,4,0.21675505604877332,0.21709641608950797,0.21709641608950797,0.0,0.0
48,8,0.10837752802438666,0.21709641608950797,0.21709641608950797,0.0,0.0
48,16,0.05418876401219333,0.21709641608950794,0.21709641608950797,1.2784907330844777e-16,1.2784907330844777e-14
48,32,0.027094382006096665,0.21709641608950797,0.21709641608950797,0.0,0.0
48,64,0.013547191003048333,0.217096416089508,0.21709641608950797,1.2784907330844777e-16,1.2784907330844777e-14
48,128,0.006773595501524166,0.21709641608950783,0.21709641608950797,6.392453665422389e-16,6.392453665422389e-14
49,4,0.8795583735241443,0.10099611606583958,0.10099611606583961,2.7481824744166114e-16,2.7481824744166113e-14
49,8,0.43977918676207217,0.10099611606583964,0.10099611606583961,2.7481824744166114e-16,2.7481824744166113e-14
49,16,0.21988959338103609,0.10099611606583964,0.10099611606583961,2.7481824744166114e-16,2.7481824744166113e-14
49,32,0.10994479669051804,0.10099611606583964,0.10099611606583961,2.7481824744166114e-16,2.7481824744166113e-14
49,64,0.05497239834525902,0.10099611606583953,0.10099611606583961,8.244547423249835e-16,8.244547423249835e-14
49,128,0.02748619917262951,0.10099611606583972,0.10099611606583961,1.0992729897666446e-15,1.0992729897666445e-13
50,4,0.4209849948473542,0.24574494342056358,0.24574494342056358,0.0,0.0
50,8,0.2104924974236771,0.24574494342056355,0.24574494342056358,1.1294464589706081e-16,1.129446458970608e-14
50,16,0.10524624871183855,0.24574494342056358,0.24574494342056358,0.0,0.0
50,32,0.052623124355919274,0.24574494342056358,0.24574494342056358,0.0,0.0
50,64,0.026311562177959637,0.24574494342056347,0.24574494342056358,4.517785835882433e-16,4.517785835882432e-14
50,128,0.013155781088979818,0.24574494342056363,0.24574494342056358,2.2588929179412163e-16,2.258892917941216e-14
51,4,0.6347710064237977,0.06037981433954917,0.06037981433954918,1.149207558818559e-16,1.149207558818559e-14
51,8,0.31738550321189885,0.06037981433954917,0.06037981433954918,1.149207558818559e-16,1.149207558818559e-14
51,16,0.15869275160594942,0.06037981433954917,0.06037981433954918,1.149207558818559e-16,1.149207558818559e-14
51,32,0.07934637580297471,0.06037981433954917,0.06037981433954918,1.149207558818559e-16,1.149207558818559e-14
51,64,0.039673187901487356,0.06037981433954916,0.06037981433954918,3.447622676455677e-16,3.447622676455677e-14
51,128,0.019836593950743678,0.0603798143395492,0.06037981433954918,3.447622676455677e-16,3.447622676455677e-14
52,4,0.8532326409883714,-0.007720383272799558,-0.007720383272799601,5.6173489536728944e-15,5.617348953672894e-13
52,8,0.4266163204941857,-0.007720383272799565,-0.007720383272799601,4.718573121085232e-15,4.718573121085232e-13
52,16,0.21330816024709284,-0.007720383272799607,-0.007720383272799601,6.740818744407474e-16,6.740818744407474e-14
52,32,0.10665408012354642,-0.007720383272799596,-0.007720383272799601,6.740818744407474e-16,6.740818744407474e-14
52,64,0.05332704006177321,-0.007720383272799608,-0.007720383272799601,8.987758325876631e-16,8.987758325876631e-14
52,128,0.026663520030886605,-0.00772038327279965,-0.007720383272799601,6.291430828113642e-15,6.291430828113642e-13
53,4,0.19470065183002097,0.5988831777842301,0.5988831777842301,0.0,0.0
53,8,0.09735032591501049,0.5988831777842301,0.5988831777842301,0.0,0.0
53,16,0.04867516295750524,0.5988831777842301,0.5988831777842301,0.0,0.0
53,32,0.02433758147875262,0.5988831777842301,0.5988831777842301,0.0,0.0
53,64,0.01216879073937631,0.5988831777842301,0.5988831777842301,0.0,0.0
53,128,0.006084395369688155,0.5988831777842303,0.5988831777842301,3.7076447153944063e-16,3.707644715394406e-14
54,4,0.6427545939369524,0.042207228025643556,0.042207228025643556,0.0,0.0
54,8,0.3213772969684762,0.04220722802564356,0.042207228025643556,1.644006069219056e-16,1.644006069219056e-14
54,16,0.1606886484842381,0.04220722802564356,0.042207228025643556,1.644006069219056e-16,1.644006069219056e-14
54,32,0.08034432424211906,0.042207228025643556,0.042207228025643556,0.0,0.0
54,64,0.04017216212105953,0.04220722802564355,0.042207228025643556,1.644006069219056e-16,1.644006069219056e-14
54,128,0.020086081060529764,0.04220722802564356,0.042207228025643556,1.644006069219056e-16,1.644006069219056e-14
55,4,0.2538645611388876,0.027092165857763147,0.027092165857763147,0.0,0.0
55,8,0.1269322805694438,0.027092165857763143,0.027092165857763147,1.2806089295955387e-16,1.2806089295955387e-14
55,16,0.0634661402847219,0.027092165857763143,0.027092165857763147,1.2806089295955387e-16,1.2806089295955387e-14
55,32,0.03173307014236095,0.027092165857763143,0.027092165857763147,1.2806089295955387e-16,1.2806089295955387e-14
55,64,0.015866535071180476,0.027092165857763136,0.027092165857763147,3.841826788786616e-16,3.841826788786616e-14
55,128,0.007933267535590238,0.02709216585776314,0.027092165857763147,2.5612178591910774e-16,2.5612178591910774e-14
56,4,0.8343703292201703,0.06255968955502356,0.06255968955502357,2.2183274735735708e-16,2.218327473573571e-14
56,8,0.41718516461008515,0.06255968955502367,0.06255968955502357,1.5528292315014997e-15,1.5528292315014997e-13
56,16,0.20859258230504257,0.06255968955502357,0.06255968955502357,0.0,0.0
56,32,0.10429629115252129,0.06255968955502375,0.06255968955502357,2.883825715645642e-15,2.883825715645642e-13
56,64,0.05214814557626064,0.06255968955502357,0.06255968955502357,0.0,0.0
56,128,0.02607407278813032,0.06255968955502347,0.06255968955502357,1.5528292315014997e-15,1.5528292315014997e-13
57,4,0.3356425771537757,0.04052605629772338,0.04052605629772338,0.0,0.0
57,8,0.16782128857688786,0.04052605629772337,0.04052605629772338,1.7122055629915466e-16,1.7122055629915467e-14
57,16,0.08391064428844393,0.04052605629772337,0.04052605629772338,1.7122055629915466e-16,1.7122055629915467e-14
57,32,0.041955322144221964,0.04052605629772337,0.04052605629772338,1.7122055629915466e-16,1.7122055629915467e-14
57,64,0.020977661072110982,0.04052605629772338,0.04052605629772338,0.0,0.0
57,128,0.010488830536055491,0.04052605629772336,0.04052605629772338,5.13661668897464e-16,5.13661668897464e-14
58,4,0.6822489906838625,0.29756821236186076,0.2975682123618608,1.8654933196880837e-16,1.8654933196880837e-14
58,8,0.34112449534193123,0.2975682123618608,0.2975682123618608,0.0,0.0
58,16,0.17056224767096562,0.2975682123618609,0.2975682123618608,1.8654933196880837e-16,1.8654933196880837e-14
58,32,0.08528112383548281,0.2975682123618608,0.2975682123618608,0.0,0.0
58,64,0.042640561917741404,0.2975682123618606,0.2975682123618608,7.461973278752335e-16,7.461973278752335e-14
58,128,0.021320280958870702,0.2975682123618608,0.2975682123618608,0.0,0.0
59,4,0.15770135637555774,0.1551119644917751,0.15511196449177508,1.789389729320364e-16,1.789389729320364e-14
59,8,0.07885067818777887,0.15511196449177508,0.15511196449177508,0.0,0.0
59,16,0.039425339093889435,0.15511196449177508,0.15511196449177508,0.0,0.0
59,32,0.019712669546944717,0.15511196449177503,0.15511196449177508,3.578779458640728e-16,3.578779458640728e-14
59,64,0.009856334773472359,0.15511196449177514,0.15511196449177508,3.578779458640728e-16,3.578779458640728e-14
59,128,0.004928167386736179,0.1551119644917751,0.15511196449177508,1.789389729320364e-16,1.789389729320364e-14
60,4,0.4317912328025284,0.09159560118624326,0.09159560118624326,0.0,0.0
60,8,0.2158956164012642,0.09159560118624326,0.09159560118624326,0.0,0.0
60,16,0.1079478082006321,0.09159560118624326,0.09159560118624326,0.0,0.0
60,32,0.05397390410031605,0.09159560118624324,0.09159560118624326,1.5151150959308962e-16,1.5151150959308962e-14
60,64,0.026986952050158025,0.09159560118624327,0.09159560118624326,1.5151150959308962e-16,1.5151150959308962e-14
60,128,0.013493476025079013,0.09159560118624321,0.09159560118624326,4.545345287792688e-16,4.545345287792688e-14
61,4,0.7841871944437973,0.038381910937765364,0.038381910937765364,0.0,0.0
61,8,0.3920935972218986,0.038381910937765364,0.038381910937765364,0.0,0.0
61,16,0.1960467986109493,0.03838191093776537,0.038381910937765364,1.8078552459668226e-16,1.8078552459668226e-14
61,32,0.09802339930547466,0.038381910937765364,0.038381910937765364,0.0,0.0
61,64,0.04901169965273733,0.03838191093776535,0.038381910937765364,3.615710491933645e-16,3.615710491933645e-14
61,128,0.024505849826368664,0.03838191093776538,0.038381910937765364,3.615710491933645e-16,3.615710491933645e-14
62,4,0.2728559778074512,0.2026246191032697,0.2026246191032697,0.0,0.0
62,8,0.1364279889037256,0.2026246191032697,0.2026246191032697,0.0,0.0
62,16,0.0682139944518628,0.2026246191032697,0.2026246191032697,0.0,0.0
62,32,0.0341069972259314,0.20262461910326968,0.2026246191032697,1.3698027287337115e-16,1.3698027287337116e-14
62,64,0.0170534986129657,0.2026246191032697,0.2026246191032697,0.0,0.0
62,128,0.00852674930648285,0.20262461910326968,0.2026246191032697,1.3698027287337115e-16,1.3698027287337116e-14
63,4,0.8182433284913175,0.047780749947258866,0.04778074994725886,1.452236290047005e-16,1.452236290047005e-14
63,8,0.40912166424565877,0.04778074994725885,0.04778074994725886,1.452236290047005e-16,1.452236290047005e-14
63,16,0.20456083212282938,0.04778074994725887,0.04778074994725886,2.90447258009401e-16,2.90447258009401e-14
63,32,0.10228041606141469,0.047780749947258866,0.04778074994725886,1.452236290047005e-16,1.452236290047005e-14
63,64,0.051140208030707346,0.047780749947258803,0.04778074994725886,1.161789032037604e-15,1.161789032037604e-13
63,128,0.025570104015353673,0.04778074994725887,0.04778074994725886,2.90447258009401e-16,2.90447258009401e-14
64,4,0.8657101947499481,0.19977145322498807,0.19977145322498804,1.3893664568966062e-16,1.3893664568966062e-14
64,8,0.4328550973749741,0.19977145322498807,0.19977145322498804,1.3893664568966062e-16,1.3893664568966062e-14
64,16,0.21642754868748704,0.19977145322498804,0.19977145322498804,0.0,0.0
64,32,0.10821377434374352,0.1997714532249881,0.19977145322498804,2.7787329137932124e-16,2.7787329137932123e-14
64,64,0.05410688717187176,0.19977145322498807,0.19977145322498804,1.3893664568966062e-16,1.3893664568966062e-14
64,128,0.02705344358593588,0.19977145322498804,0.19977145322498804,0.0,0.0
65,4,0.12737354875774992,0.030399021955104168,0.03039902195510416,2.2826043265980543e-16,2.2826043265980542e-14
65,8,0.06368677437887496,0.030399021955104168,0.03039902195510416,2.2826043265980543e-16,2.2826043265980542e-14
65,16,0.03184338718943748,0.03039902195510416,0.03039902195510416,0.0,0.0
65,32,0.01592169359471874,0.03039902195510416,0.03039902195510416,0.0,0.0
65,64,0.00796084679735937,0.030399021955104168,0.03039902195510416,2.2826043265980543e-16,2.2826043265980542e-14
65,128,0.003980423398679685,0.030399021955104168,0.03039902195510416,2.2826043265980543e-16,2.2826043265980542e-14
66,4,0.23084218462464298,0.0689597975642262,0.0689597975642262,0.0,0.0
66,8,0.11542109231232149,0.06895979756422621,0.0689597975642262,2.01244613499468e-16,2.01244613499468e-14
66,16,0.057710546156160746,0.0689597975642262,0.0689597975642262,0.0,0.0
66,32,0.028855273078080373,0.0689597975642262,0.0689597975642262,0.0,0.0
66,64,0.014427636539040186,0.06895979756422618,0.0689597975642262,2.01244613499468e-16,2.01244613499468e-14
66,128,0.007213818269520093,0.0689597975642262,0.0689597975642262,0.0,0.0
67,4,0.42557116685260893,0.12485687188346707,0.12485687188346706,1.1114957149308475e-16,1.1114957149308475e-14
67,8,0.21278558342630446,0.12485687188346706,0.12485687188346706,0.0,0.0
67,16,0.10639279171315223,0.12485687188346704,0.12485687188346706,1.1114957149308475e-16,1.1114957149308475e-14
67,32,0.053196395856576116,0.12485687188346707,0.12485687188346706,1.1114957149308475e-16,1.1114957149308475e-14
67,64,0.026598197928288058,0.12485687188346704,0.12485687188346706,1.1114957149308475e-16,1.1114957149308475e-14
67,128,0.013299098964144029,0.12485687188346709,0.12485687188346706,2.222991429861695e-16,2.222991429861695e-14
68,4,0.08193540801627548,0.04383224445368817,0.043832244453688184,3.166113891903708e-16,3.1661138919037076e-14
68,8,0.04096770400813774,0.043832244453688184,0.043832244453688184,0.0,0.0
68,16,0.02048385200406887,0.04383224445368817,0.043832244453688184,3.166113891903708e-16,3.1661138919037076e-14
68,32,0.010241926002034435,0.04383224445368818,0.043832244453688184,1.583056945951854e-16,1.5830569459518538e-14
68,64,0.005120963001017218,0.043832244453688184,0.043832244453688184,0.0,0.0
68,128,0.002560481500508609,0.04383224445368817,0.043832244453688184,3.166113891903708e-16,3.1661138919037076e-14
69,4,0.44788047252937496,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
69,8,0.22394023626468748,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
69,16,0.11197011813234374,0.5402812780887831,0.5402812780887831,0.0,0.0
69,32,0.05598505906617187,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
69,64,0.027992529533085935,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
69,128,0.013996264766542968,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
70,4,0.09535206015804151,0.10437286988708537,0.10437286988708536,1.3296355482826002e-16,1.3296355482826002e-14
70,8,0.047676030079020756,0.10437286988708537,0.10437286988708536,1.3296355482826002e-16,1.3296355482826002e-14
70,16,0.023838015039510378,0.10437286988708536,0.10437286988708536,0.0,0.0
70,32,0.011919007519755189,0.10437286988708538,0.10437286988708536,2.6592710965652004e-16,2.6592710965652003e-14
70,64,0.0059595037598775946,0.1043728698870854,0.10437286988708536,3.988906644847801e-16,3.9889066448478007e-14
70,128,0.0029797518799387973,0.1043728698870853,0.10437286988708536,5.318542193130401e-16,5.3185421931304007e-14
71,4,0.17592480610452843,0.3670322297525883,0.36703222975258826,1.512432607585362e-16,1.512432607585362e-14
71,8,0.08796240305226422,0.3670322297525883,0.36703222975258826,1.512432607585362e-16,1.512432607585362e-14
71,16,0.04398120152613211,0.3670322297525883,0.36703222975258826,1.512432607585362e-16,1.512432607585362e-14
71,32,0.021990600763066054,0.36703222975258837,0.36703222975258826,3.024865215170724e-16,3.024865215170724e-14
71,64,0.010995300381533027,0.3670322297525882,0.36703222975258826,1.512432607585362e-16,1.512432607585362e-14
71,128,0.0054976501907665135,0.3670322297525883,0.36703222975258826,1.512432607585362e-16,1.512432607585362e-14
72,4,0.22880725678676556,0.2135578693140619,0.2135578693140619,0.0,0.0
72,8,0.11440362839338278,0.21355786931406187,0.2135578693140619,1.299674683249951e-16,1.299674683249951e-14
72,16,0.05720181419669139,0.2135578693140619,0.2135578693140619,0.0,0.0
72,32,0.028600907098345695,0.2135578693140619,0.2135578693140619,0.0,0.0
72,64,0.014300453549172847,0.21355786931406193,0.2135578693140619,1.299674683249951e-16,1.299674683249951e-14
72,128,0.007150226774586424,0.2135578693140619,0.2135578693140619,0.0,0.0
73,4,0.11978277263909407,0.21958640776738683,0.21958640776738683,0.0,0.0
73,8,0.05989138631954703,0.21958640776738683,0.21958640776738683,0.0,0.0
73,16,0.029945693159773516,0.21958640776738686,0.21958640776738683,1.2639933362829515e-16,1.2639933362829514e-14
73,32,0.014972846579886758,0.2195864077673869,0.21958640776738683,2.527986672565903e-16,2.527986672565903e-14
73,64,0.007486423289943379,0.21958640776738678,0.21958640776738683,2.527986672565903e-16,2.527986672565903e-14
73,128,0.0037432116449716895,0.21958640776738672,0.21958640776738683,5.055973345131806e-16,5.055973345131806e-14
74,4,0.7937777857849084,0.3277821924004487,0.32778219240044865,1.69353773689573e-16,1.69353773689573e-14
74,8,0.3968888928924542,0.32778219240044865,0.32778219240044865,0.0,0.0
74,16,0.1984444464462271,0.32778219240044865,0.32778219240044865,0.0,0.0
74,32,0.09922222322311355,0.32778219240044854,0.32778219240044865,3.38707547379146e-16,3.38707547379146e-14
74,64,0.04961111161155678,0.32778219240044876,0.32778219240044865,3.38707547379146e-16,3.38707547379146e-14
74,128,0.02480555580577839,0.3277821924004485,0.32778219240044865,5.08061321068719e-16,5.0806132106871905e-14
75,4,0.27477996664165716,0.02632580632760294,0.026325806327602938,1.317888200186189e-16,1.317888200186189e-14
75,8,0.13738998332082858,0.02632580632760294,0.026325806327602938,1.317888200186189e-16,1.317888200186189e-14
75,16,0.06869499166041429,0.02632580632760294,0.026325806327602938,1.317888200186189e-16,1.317888200186189e-14
75,32,0.034347495830207145,0.026325806327602938,0.026325806327602938,0.0,0.0
75,64,0.017173747915103572,0.02632580632760294,0.026325806327602938,1.317888200186189e-16,1.317888200186189e-14
75,128,0.008586873957551786,0.026325806327602945,0.026325806327602938,2.635776400372378e-16,2.635776400372378e-14
76,4,0.37136625897620945,0.014681141201258612,0.014681141201258612,0.0,0.0
76,8,0.18568312948810473,0.014681141201258614,0.014681141201258612,1.1815998853195222e-16,1.1815998853195222e-14
76,16,0.09284156474405236,0.014681141201258614,0.014681141201258612,1.1815998853195222e-16,1.1815998853195222e-14
76,32,0.04642078237202618,0.014681141201258612,0.014681141201258612,0.0,0.0
76,64,0.02321039118601309,0.014681141201258617,0.014681141201258612,3.544799655958567e-16,3.544799655958567e-14
76,128,0.011605195593006545,0.014681141201258614,0.014681141201258612,1.1815998853195222e-16,1.1815998853195222e-14
77,4,0.39156941410000107,0.033349829201967225,0.033349829201967225,0.0,0.0
77,8,0.19578470705000053,0.03334982920196722,0.033349829201967225,2.080638512984562e-16,2.080638512984562e-14
77,16,0.09789235352500027,0.033349829201967225,0.033349829201967225,0.0,0.0
77,32,0.04894617676250013,0.03334982920196722,0.033349829201967225,2.080638512984562e-16,2.080638512984562e-14
77,64,0.024473088381250067,0.03334982920196722,0.033349829201967225,2.080638512984562e-16,2.080638512984562e-14
77,128,0.012236544190625033,0.03334982920196722,0.033349829201967225,2.080638512984562e-16,2.080638512984562e-14
78,4,0.47965517083306763,0.04317130550911778,0.04317130550911778,0.0,0.0
78,8,0.23982758541653382,0.04317130550911778,0.04317130550911778,0.0,0.0
78,16,0.11991379270826691,0.04317130550911778,0.04317130550911778,0.0,0.0
78,32,0.059956896354133454,0.04317130550911778,0.04317130550911778,0.0,0.0
78,64,0.029978448177066727,0.0431713055091178,0.04317130550911778,3.2145860877158664e-16,3.214586087715866e-14
78,128,0.014989224088533364,0.04317130550911777,0.04317130550911778,3.2145860877158664e-16,3.214586087715866e-14
79,4,0.8313337158050413,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
79,8,0.41566685790252067,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
79,16,0.20783342895126034,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
79,32,0.10391671447563017,0.09592247710724389,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
79,64,0.051958357237815084,0.09592247710724386,0.09592247710724387,1.4467712079931565e-16,1.4467712079931564e-14
79,128,0.025979178618907542,0.09592247710724373,0.09592247710724387,1.4467712079931566e-15,1.4467712079931566e-13
80,4,0.6117504198993657,0.3711326860171776,0.3711326860171776,0.0,0.0
80,8,0.30587520994968287,0.3711326860171776,0.3711326860171776,0.0,0.0
80,16,0.15293760497484143,0.37113268601717764,0.3711326860171776,1.4957225090297863e-16,1.4957225090297864e-14
80,32,0.07646880248742072,0.3711326860171776,0.3711326860171776,0.0,0.0
80,64,0.03823440124371036,0.3711326860171776,0.3711326860171776,0.0,0.0
80,128,0.01911720062185518,0.37113268601717764,0.3711326860171776,1.4957225090297863e-16,1.4957225090297864e-14
81,4,0.24126738079611437,0.20413714589301285,0.20413714589301285,0.0,0.0
81,8,0.12063369039805719,0.20413714589301288,0.20413714589301285,1.3596533592262196e-16,1.3596533592262195e-14
81,16,0.06031684519902859,0.20413714589301288,0.20413714589301285,1.3596533592262196e-16,1.3596533592262195e-14
81,32,0.030158422599514297,0.20413714589301282,0.20413714589301285,1.3596533592262196e-16,1.3596533592262195e-14
81,64,0.015079211299757148,0.20413714589301288,0.20413714589301285,1.3596533592262196e-16,1.3596533592262195e-14
81,128,0.007539605649878574,0.20413714589301288,0.20413714589301285,1.3596533592262196e-16,1.3596533592262195e-14
82,4,0.8268959133863247,0.5248423210719633,0.5248423210719634,2.115345847792116e-16,2.115345847792116e-14
82,8,0.41344795669316237,0.5248423210719633,0.5248423210719634,2.115345847792116e-16,2.115345847792116e-14
82,16,0.20672397834658118,0.5248423210719634,0.5248423210719634,0.0,0.0
82,32,0.10336198917329059,0.5248423210719633,0.5248423210719634,2.115345847792116e-16,2.115345847792116e-14
82,64,0.051680994586645296,0.5248423210719635,0.5248423210719634,2.115345847792116e-16,2.115345847792116e-14
82,128,0.025840497293322648,0.5248423210719633,0.5248423210719634,2.115345847792116e-16,2.115345847792116e-14
83,4,0.43284011413840917,0.051469614557347027,0.051469614557347027,0.0,0.0
83,8,0.21642005706920459,0.05146961455734703,0.051469614557347027,1.3481534617236806e-16,1.3481534617236806e-14
83,16,0.10821002853460229,0.05146961455734704,0.051469614557347027,2.6963069234473613e-16,2.6963069234473612e-14
83,32,0.054105014267301146,0.05146961455734704,0.051469614557347027,2.6963069234473613e-16,2.6963069234473612e-14
83,64,0.027052507133650573,0.051469614557347027,0.051469614557347027,0.0,0.0
83,128,0.013526253566825287,0.051469614557347,0.051469614557347027,5.392613846894723e-16,5.3926138468947224e-14
84,4,0.33351041279596716,0.48456867825851424,0.48456867825851424,0.0,0.0
84,8,0.16675520639798358,0.4845686782585143,0.48456867825851424,1.1455786088105942e-16,1.1455786088105941e-14
84,16,0.08337760319899179,0.48456867825851424,0.48456867825851424,0.0,0.0
84,32,0.041688801599495895,0.48456867825851424,0.48456867825851424,0.0,0.0
84,64,0.020844400799747947,0.4845686782585143,0.48456867825851424,1.1455786088105942e-16,1.1455786088105941e-14
84,128,0.010422200399873974,0.4845686782585139,0.48456867825851424,6.873471652863564e-16,6.873471652863565e-14
85,4,0.34754289520657683,0.6066819497837064,0.6066819497837063,1.8299918516134697e-16,1.8299918516134696e-14
85,8,0.17377144760328841,0.6066819497837063,0.6066819497837063,0.0,0.0
85,16,0.08688572380164421,0.6066819497837062,0.6066819497837063,1.8299918516134697e-16,1.8299918516134696e-14
85,32,0.043442861900822104,0.606681949783706,0.6066819497837063,3.6599837032269394e-16,3.659983703226939e-14
85,64,0.021721430950411052,0.6066819497837063,0.6066819497837063,0.0,0.0
85,128,0.010860715475205526,0.6066819497837059,0.6066819497837063,5.489975554840409e-16,5.489975554840409e-14
86,4,0.4873433046509789,0.2144739642819642,0.2144739642819642,0.0,0.0
86,8,0.24367165232548946,0.2144739642819642,0.2144739642819642,0.0,0.0
86,16,0.12183582616274473,0.21447396428196425,0.2144739642819642,2.588246616184997e-16,2.588246616184997e-14
86,32,0.060917913081372364,0.21447396428196422,0.2144739642819642,1.2941233080924984e-16,1.2941233080924985e-14
86,64,0.030458956540686182,0.21447396428196422,0.2144739642819642,1.2941233080924984e-16,1.2941233080924985e-14
86,128,0.015229478270343091,0.21447396428196422,0.2144739642819642,1.2941233080924984e-16,1.2941233080924985e-14
87,4,0.5048032415517762,0.44428163545748245,0.4442816354574825,1.2494586046550664e-16,1.2494586046550665e-14
87,8,0.2524016207758881,0.4442816354574825,0.4442816354574825,0.0,0.0
87,16,0.12620081038794406,0.4442816354574825,0.4442816354574825,0.0,0.0
87,32,0.06310040519397203,0.4442816354574824,0.4442816354574825,2.498917209310133e-16,2.498917209310133e-14
87,64,0.031550202596986016,0.44428163545748234,0.4442816354574825,3.7483758139651995e-16,3.7483758139651996e-14
87,128,0.015775101298493008,0.4442816354574823,0.4442816354574825,4.997834418620266e-16,4.997834418620266e-14
88,4,0.8408024793156644,-0.012364683891264217,-0.012364683891264227,8.417797775819889e-16,8.417797775819888e-14
88,8,0.4204012396578322,-0.012364683891264251,-0.012364683891264227,1.964152814357974e-15,1.964152814357974e-13
88,16,0.2102006198289161,-0.01236468389126424,-0.012364683891264227,1.1223730367759852e-15,1.1223730367759852e-13
88,32,0.10510030991445805,-0.012364683891264269,-0.012364683891264227,3.3671191103279554e-15,3.3671191103279554e-13
88,64,0.05255015495722903,-0.012364683891264269,-0.012364683891264227,3.3671191103279554e-15,3.3671191103279554e-13
88,128,0.026275077478614513,-0.012364683891264223,-0.012364683891264227,2.805932591939963e-16,2.805932591939963e-14
89,4,0.33973740380196854,0.10254234941271474,0.10254234941271474,0.0,0.0
89,8,0.16986870190098427,0.10254234941271476,0.10254234941271474,1.3533713521579938e-16,1.3533713521579937e-14
89,16,0.08493435095049214,0.10254234941271476,0.10254234941271474,1.3533713521579938e-16,1.3533713521579937e-14
89,32,0.04246717547524607,0.10254234941271474,0.10254234941271474,0.0,0.0
89,64,0.021233587737623034,0.10254234941271473,0.10254234941271474,1.3533713521579938e-16,1.3533713521579937e-14
89,128,0.010616793868811517,0.10254234941271474,0.10254234941271474,0.0,0.0
90,4,0.7956125637099829,0.09707767981621383,0.09707767981621382,1.4295549537326766e-16,1.4295549537326768e-14
90,8,0.39780628185499145,0.09707767981621383,0.09707767981621382,1.4295549537326766e-16,1.4295549537326768e-14
90,16,0.19890314092749573,0.09707767981621382,0.09707767981621382,0.0,0.0
90,32,0.09945157046374786,0.09707767981621385,0.09707767981621382,2.8591099074653533e-16,2.8591099074653535e-14
90,64,0.04972578523187393,0.0970776798162138,0.09707767981621382,1.4295549537326766e-16,1.4295549537326768e-14
90,128,0.024862892615936966,0.09707767981621385,0.09707767981621382,2.8591099074653533e-16,2.8591099074653535e-14
91,4,0.7830046031711323,0.07672983210972328,0.07672983210972327,1.8086560893250893e-16,1.8086560893250893e-14
91,8,0.39150230158556615,0.07672983210972334,0.07672983210972327,9.043280446625446e-16,9.043280446625446e-14
91,16,0.19575115079278307,0.0767298321097234,0.07672983210972327,1.6277904803925805e-15,1.6277904803925804e-13
91,32,0.09787557539639154,0.07672983210972333,0.07672983210972327,7.234624357300357e-16,7.234624357300357e-14
91,64,0.04893778769819577,0.07672983210972316,0.07672983210972327,1.4469248714600715e-15,1.4469248714600715e-13
91,128,0.024468893849097884,0.07672983210972334,0.07672983210972327,9.043280446625446e-16,9.043280446625446e-14
92,4,0.6764024207521342,0.23804571935835966,0.23804571935835966,0.0,0.0
92,8,0.3382012103760671,0.23804571935835966,0.23804571935835966,0.0,0.0
92,16,0.16910060518803355,0.2380457193583596,0.23804571935835966,2.331953348326747e-16,2.331953348326747e-14
92,32,0.08455030259401677,0.2380457193583597,0.23804571935835966,1.1659766741633734e-16,1.1659766741633734e-14
92,64,0.04227515129700839,0.23804571935835958,0.23804571935835966,3.4979300224901203e-16,3.49793002249012e-14
92,128,0.021137575648504194,0.23804571935835944,0.23804571935835966,9.327813393306988e-16,9.327813393306988e-14
93,4,0.8109879452910691,0.35089681141245244,0.3508968114124524,1.5819793576296866e-16,1.5819793576296864e-14
