case_id,omega,Delta_mu,beta,r_amp,alpha_state,max_rel_error,median_rel_error
109,0.6969381074451878,0.961805074106808,0.23291449807751508,0.25494719227618856,1.182474959349186,3.75047079520947e-16,1.25015693173649e-16
110,0.6345040067184737,2.482971442358202,0.11051518262289317,0.8506576232292443,1.2519463758421616,8.768968980899293e-16,2.1922422452248232e-16
111,0.26108432427691763,1.1308676912260482,-0.2686245610497121,0.5797710911384298,0.6132853545982953,8.738848484217732e-16,1.7477696968435464e-16
112,0.6814931549372147,3.512627588550069,-0.3310966243831184,0.8716806928101625,0.6968457047795165,5.708380219273214e-16,1.9027934064244046e-16
113,0.6528467518055786,2.615906945465484,0.06285339093890319,0.8522809877491279,0.7341273357944702,5.287648091785606e-16,0.0
114,0.710362303574767,1.8249815116048915,-0.08168246285575176,0.2574746800188542,0.0890014665387804,4.743567100419418e-16,1.5811890334731394e-16
115,0.5491712333900866,1.962739258945831,0.34944671163365015,0.06211671226134269,0.15807294559373175,2.0392407198527193e-16,2.0392407198527193e-16
116,0.3526984328942971,2.4552350489533983,0.4380356142911729,0.6667165398891685,0.2892399859642806,3.9983945093400515e-16,2.998795882005039e-16
117,0.11736845723599698,1.904650582418338,-0.11869161382399884,0.6219335552190256,0.21356899619465478,1.2148474345469158e-16,6.074237172734579e-17
118,0.10342605084037321,0.2923059829206751,-0.37964297691793614,0.361991777689908,1.1186815328404074,2.017138265119934e-16,1.008569132559967e-16
119,0.8348588311042453,3.65893858988285,0.24901779769258514,0.4133589110068413,0.5124326909519586,3.50799398894136e-15,2.4895441211841905e-15
