angle_deg,state,tr_F_rho_real
0.0,ket_0,0.12288278259266688
0.0,ket_1,0.12288278259266688
0.0,ket_plus,0.12288278259266686
0.0,ket_minus,0.12288278259266686
0.0,ket_plus_i,-0.1521341897530111
0.0,ket_minus_i,0.39789975493834484
15.0,ket_0,0.12288278259266688
15.0,ket_1,0.12288278259266688
15.0,ket_plus,0.2115273585252434
15.0,ket_minus,0.03423820666009032
15.0,ket_plus_i,-0.16380446957211034
15.0,ket_minus_i,0.409570034757444
30.0,ket_0,0.12288278259266688
30.0,ket_1,0.12288278259266688
30.0,ket_plus,0.29413095310010295
30.0,ket_minus,-0.048365387914769215
30.0,ket_plus_i,-0.19801999874578577
30.0,ket_minus_i,0.44378556393111945
45.0,ket_0,0.12288278259266688
45.0,ket_1,0.12288278259266688
45.0,ket_plus,0.3650642678558632
45.0,ket_minus,-0.1192987026705295
45.0,ket_plus_i,-0.25244904550468683
45.0,ket_minus_i,0.4982146106900206
60.0,ket_0,0.12288278259266688
60.0,ket_1,0.12288278259266688
60.0,ket_plus,0.41949331461476436
60.0,ket_minus,-0.17372774942943062
60.0,ket_plus_i,-0.3233823602604472
60.0,ket_minus_i,0.5691479254457809
75.0,ket_0,0.12288278259266688
75.0,ket_1,0.12288278259266688
75.0,ket_plus,0.4537088437884398
75.0,ket_minus,-0.20794327860310607
75.0,ket_plus_i,-0.40598595483530675
75.0,ket_minus_i,0.6517515200206404
90.0,ket_0,0.12288278259266688
90.0,ket_1,0.12288278259266688
90.0,ket_plus,0.4653791236075391
90.0,ket_minus,-0.2196135584222053
90.0,ket_plus_i,-0.4946305307678833
90.0,ket_minus_i,0.740396095953217
