seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20270227,5,12,0.6,0.705503194979049,0.9070213758334623,-0.0026403960810672954,-0.4583817146931545,0.020564380183917316,4.686676939904112,0.8659472102737037,-4.1326690887032274e-05,0.06268467957973202,-0.0008001230425861011,0.3578877307866117,0.9345536022090117,0.1482071253226176,0.008532241564726,0.0026403960810672954,0.002,0.08,0.011856570025809407,False,True,True
