profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-2.2297193601443817,-2.169378373414146,-2.1693783734141445,-0.10320904413986721,-0.10320904413986721,0.0,0.0
gaussian,-2.960018321048665,-2.169378373414145,-2.1693783734141445,-0.1032090441398673,-0.10320904413986728,1.3446290413277505e-16,1.3446290413277505e-14
oscillating,-4.663289712248656,-2.169378373414144,-2.1693783734141445,-0.1032090441398673,-0.10320904413986734,4.033887123983249e-16,4.033887123983249e-14
