profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,0.8427715779139259,0.025480385552021943,0.0059181897804996275,1.1865611349581278,0.003708333333333333,-0.0232862905054729,0.05974597652419178
