sample,k,bond,dO_dt,div_x_j,src_deph,src_mu,residual,abs_residual
0,0,0,0.14986833817163073,-0.014912698078264394,0.0821469113611795,0.052808728732186824,0.0,0.0
0,0,1,0.010165390978008643,0.22107110299534483,0.1407526485055195,0.09048384546783395,2.7755575615628914e-17,2.7755575615628914e-17
0,0,2,0.2240991157051164,-0.19131414635141203,0.01995606830225482,0.012828901051449532,1.3877787807814457e-17,1.3877787807814457e-17
0,0,3,-0.3522826299346712,-0.014844258565668407,-0.22346854082629364,-0.1436583476740459,-5.551115123125783e-17,5.551115123125783e-17
0,1,0,-0.06015407790407534,-0.0001363807984433963,-0.043463215125722446,-0.01682724357679629,0.0,0.0
0,1,1,0.06578555503761577,-0.023056805492181465,0.030698572518695726,0.012030177026738566,1.3877787807814457e-17,1.3877787807814457e-17
0,1,2,0.011677066487910982,0.020843279496621778,0.006285936903320167,0.026234409081212592,0.0,0.0
0,1,3,0.11976514409750642,0.0023499067940030843,-0.03214570070051306,0.15426075159202257,0.0,0.0
0,2,0,0.29417887748638827,-0.008481027396979694,0.1611842614734491,0.12451358861595947,0.0,0.0
0,2,1,-0.16757880825075083,0.021387059840635804,-0.08461631855342222,-0.061575429856692815,0.0,0.0
0,2,2,-0.07482440334451143,-0.03344920938647547,-0.057707932408241555,-0.05056568032274535,0.0,0.0
0,2,3,-0.07989449562899575,0.02054317694281936,-0.048294570823916826,-0.011056747862259556,-1.3877787807814457e-17,1.3877787807814457e-17
0,3,0,-0.10268914841787996,-0.0005547040621300363,0.00939873188276247,-0.11264258436277247,0.0,0.0
0,3,1,0.08572657913714274,0.007440877046458485,-0.011510528995653229,0.10467798517925447,-1.3877787807814457e-17,1.3877787807814457e-17
0,3,2,0.14218745300908578,0.0028436537040761505,0.029587807845395733,0.11544329886776619,0.0,0.0
0,3,3,-0.02058440523647714,-0.0097298266884046,0.02599379010547396,-0.0563080220303557,6.938893903907228e-18,6.938893903907228e-18
1,0,0,0.2159609199078602,0.0069715792830881765,0.13569804298579466,0.08723445620515372,0.0,0.0
1,0,1,0.31251037533092485,-0.08523683576021462,0.1383404153908671,0.08893312417984313,0.0,0.0
1,0,2,-0.20278681462324652,0.08383399916164888,-0.07240606158532031,-0.04654675387627734,1.3877787807814457e-17,1.3877787807814457e-17
1,0,3,-0.02007398670452639,-0.005568742684522426,-0.015608617888986244,-0.010034111500062576,3.469446951953614e-18,3.469446951953614e-18
1,1,0,-0.53078777352965,0.016715757282721695,-0.2348306848686212,-0.2792413313783071,0.0,0.0
1,1,1,-0.10170548160477033,0.01581270188153777,-0.01377625776154007,-0.07211652196169249,0.0,0.0
1,1,2,-0.13082901355762538,-0.08179391489630342,-0.16930997368856768,-0.04331295476536116,2.7755575615628914e-17,2.7755575615628914e-17
1,1,3,-0.2327952278310609,0.04926545573204396,-0.10531412982612642,-0.07821564227289055,2.7755575615628914e-17,2.7755575615628914e-17
1,2,0,0.10115110806493977,-0.02821966688963162,-0.029677898580933778,0.10260933975624192,0.0,0.0
1,2,1,-0.08421789319772247,0.026273501175380985,-0.026599475952273372,-0.0313449160700681,-6.938893903907228e-18,6.938893903907228e-18
1,2,2,0.21503800918906746,-0.026978932434724393,0.034401884594800744,0.15365719215954232,0.0,0.0
1,2,3,0.03721414063996345,0.02892509814897503,0.012249214486986734,0.05389002430195176,0.0,0.0
1,3,0,0.039770099870575996,-0.0046836027842498615,0.016762527459976112,0.018323969626350023,0.0,0.0
1,3,1,0.08091787586924361,0.0037778302593947186,0.07443202949828603,0.010263676630352301,0.0,0.0
1,3,2,-0.10154147993429632,0.004235180696475629,-0.09640004081768092,-0.0009062584201397763,0.0,0.0
1,3,3,-0.10276268567838916,-0.0033294081716204855,-0.09562855972674066,-0.010463534123269003,1.3877787807814457e-17,1.3877787807814457e-17
2,0,0,0.049341591125956936,-0.0026187661360515648,0.028439980428638052,0.01828284456126732,-6.938893903907228e-18,6.938893903907228e-18
2,0,1,-0.046798612802711484,0.0011661422024398802,-0.027776286452339236,-0.017856184147932365,0.0,0.0
2,0,2,0.010911018811443723,-0.003322058701517705,0.0046193670234332285,0.002969593086492789,0.0,0.0
2,0,3,0.0060438253560167205,0.00477468263512939,0.006585178777219369,0.004233329213926738,3.469446951953614e-18,3.469446951953614e-18
2,1,0,0.3437436159925352,-0.0037209177441746557,0.22542092474443412,0.11460177350392642,5.551115123125783e-17,5.551115123125783e-17
2,1,1,-0.30441162626224444,0.002214935294507651,-0.2023305966588706,-0.09986609430886617,0.0,0.0
2,1,2,-0.13496376879733257,-0.011448860293829723,-0.08714138648981211,-0.05927124260135018,0.0,0.0
2,1,3,-0.12964598409666436,0.012954842743496727,-0.07165543075878043,-0.0450357105943872,0.0,0.0
2,2,0,-0.055322804700768086,-0.00023802750642377241,0.03626987136958358,-0.09183070357677546,2.0816681711721685e-17,2.0816681711721685e-17
2,2,1,0.034597556714392075,0.004872947250613389,-0.036031523909827924,0.07550202787483339,0.0,0.0
2,2,2,-0.06737441961440407,0.03766968089521715,-0.0860069796947403,0.056302240975553405,-2.7755575615628914e-17,2.7755575615628914e-17
2,2,3,-0.030976396117540064,-0.04230460063940676,-0.07160800987367277,-0.001672986883274032,-1.3877787807814457e-17,1.3877787807814457e-17
2,3,0,-0.14952739725505543,8.766280953517687e-06,-0.08768329554343636,-0.06183533543066557,0.0,0.0
2,3,1,0.03201386782828282,-0.014223777274164653,-0.023056966294675997,0.04084705684879417,-3.469446951953614e-18,3.469446951953614e-18
2,3,2,-0.0022265433144564835,0.025253451232107496,-0.000541447938053279,0.02356835585570429,0.0,0.0
2,3,3,0.051799679488402944,-0.011038440238896361,0.015675111517696846,0.025086127731809738,0.0,0.0
3,0,0,0.04457355092838734,0.010738603757178238,0.0336682680694747,0.021643886616090884,0.0,0.0
3,0,1,0.17105204735759258,-0.028414768528288607,0.08682269146131547,0.05581458736798851,0.0,0.0
3,0,2,-0.14945342192620936,0.05083106390558393,-0.06003100053429376,-0.038591357486331704,2.7755575615628914e-17,2.7755575615628914e-17
3,0,3,0.06518797846319768,-0.03315489913447356,0.019498396113136425,0.012534683215587702,0.0,0.0
3,1,0,-0.11601159499375706,0.00837490001457899,-0.032927305271145665,-0.0747093897080324,0.0,0.0
3,1,1,0.0745059885199145,-0.022473385489041584,0.052400691476051565,-0.0003680884451786517,0.0,0.0
3,1,2,-0.014238082400382709,0.014196679459406305,-0.045115832489372676,0.04507442954839627,0.0,0.0
3,1,3,-0.024231631379374046,-9.81939849437134e-05,0.01939335195076082,-0.04372317731507859,1.0408340855860843e-17,1.0408340855860843e-17
3,2,0,0.40739760087851845,-0.11271736410800656,0.17478188138974207,0.11989835538076994,-1.1102230246251565e-16,1.1102230246251565e-16
3,2,1,-0.19326640441550297,0.11005148275587422,-0.021658064560652186,-0.0615568570989766,2.7755575615628914e-17,2.7755575615628914e-17
3,2,2,0.008156324393848433,-0.02188908218859299,-0.04537934508286617,0.031646587288121614,-3.469446951953614e-18,3.469446951953614e-18
3,2,3,0.039352262172888154,0.024554963540725335,0.04923626763795298,0.014670958075660517,-1.3877787807814457e-17,1.3877787807814457e-17
3,3,0,-0.058624612554543015,-0.0010795678640493679,0.016534191158667392,-0.0762383715772598,2.0816681711721685e-17,2.0816681711721685e-17
3,3,1,-0.11142788347132597,0.0031039698317827666,-0.08288646039980824,-0.025437453239734963,0.0,0.0
3,3,2,-0.07829190168220163,0.033162442423504565,0.010638472255562179,-0.05576793151425924,0.0,0.0
3,3,3,0.07913576375567902,-0.03518684439123796,-0.0005200946910688199,0.044469014055509876,0.0,0.0
4,0,0,0.024702388182456632,0.0009599283353989528,0.015620540489129486,0.010041776028726097,3.469446951953614e-18,3.469446951953614e-18
4,0,1,-0.02704537708984212,-0.0014082987270856327,-0.01731962875812994,-0.011134047058797813,0.0,0.0
4,0,2,-0.037390618339959825,0.004353296513199149,-0.02010967415541955,-0.012927647671341134,6.938893903907228e-18,6.938893903907228e-18
4,0,3,0.03212327661918292,-0.0039049261215124698,0.017176387259451576,0.011041963238218867,6.938893903907228e-18,6.938893903907228e-18
4,1,0,-0.09217405030460969,-0.008351368034481617,-0.06280363843210209,-0.03772177990698923,0.0,0.0
4,1,1,0.028326951012813774,0.006751440694879011,0.015471094001240688,0.019607297706452094,6.938893903907228e-18,6.938893903907228e-18
4,1,2,0.00971016667699275,-0.021224808600537607,-0.017914730210319415,0.006400088286774557,0.0,0.0
