seed,Nsamples,L_sites,K_layers,gamma_deph,eta0,"noncomm_norm_[U0,U1]",max_abs_balance_residual,mean_abs_balance_residual,balance_closure_ok_1e-10
20260503,48,5,4,0.35,0.9,1.8478768349971821,1.6653345369377348e-16,1.157853010738246e-17,True
