seed,k_layers,mu_min,mu_max,d0,growth,holo_growth,d_max,mix_pure,weight_mode,lambda_raw_unreg,lambda_cut_unreg,lambda_raw_reg,lambda_cut_reg,trace_raw_max,trace_cut_max,dyn_norm_raw_mean,dyn_norm_cut_mean,mean_d_raw,mean_d_eff,max_d_raw,max_d_eff,mean_cut_fraction,resolution_std_raw_unreg,resolution_std_cut_reg,resolution_std_raw_reg,resolution_relspan_raw_unreg,resolution_relspan_cut_reg,resolution_stability_gain,pass_trace_1e-11,pass_stability_gain_gt_1,pass_all
20270229,24,0.0,5.0,6,0.8503286748738416,0.4704230741534985,192,0.7642567197141701,uniform,0.017967687518254845,0.016317588818172732,0.002556914528235657,0.0023079749481073964,1.1723509725722207e-16,9.570895620573757e-17,1.1708410029055358,0.680868361695814,80.04166666666667,24.666666666666668,192.0,63.0,0.5273400450493329,0.011468212472023632,0.0019212893126830687,0.0010877002606035835,6.480021391361085,2.7345932295075284,5.969019031289137,True,True,True
