angle_deg,state,tr_F_rho_real
0.0,ket_0,0.2737898010674156
0.0,ket_1,0.2737898010674156
0.0,ket_plus,0.2737898010674155
0.0,ket_minus,0.2737898010674155
0.0,ket_plus_i,0.8958458792649149
0.0,ket_minus_i,-0.3482662771300838
15.0,ket_0,0.2737898010674156
15.0,ket_1,0.2737898010674156
15.0,ket_plus,0.47584570732702736
15.0,ket_minus,0.0717338948078037
15.0,ket_plus_i,0.8692447145535522
15.0,ket_minus_i,-0.32166511241872114
30.0,ket_0,0.2737898010674156
30.0,ket_1,0.2737898010674156
30.0,ket_plus,0.6641318374882197
30.0,ket_minus,-0.11655223535338861
30.0,ket_plus_i,0.7912540458340405
30.0,ket_minus_i,-0.2436744436992095
45.0,ket_0,0.2737898010674156
45.0,ket_1,0.2737898010674156
45.0,ket_plus,0.8258168029380494
45.0,ket_minus,-0.2782372008032184
45.0,ket_plus_i,0.6671888082939403
45.0,ket_minus_i,-0.11960920615910925
60.0,ket_0,0.2737898010674156
60.0,ket_1,0.2737898010674156
60.0,ket_plus,0.9498820404781495
60.0,ket_minus,-0.40230243834331847
60.0,ket_plus_i,0.5055038428441108
60.0,ket_minus_i,0.04207575929072033
75.0,ket_0,0.2737898010674156
75.0,ket_1,0.2737898010674156
75.0,ket_plus,1.0278727091976612
75.0,ket_minus,-0.48029310706283024
75.0,ket_plus_i,0.3172177126829182
75.0,ket_minus_i,0.2303618894519128
90.0,ket_0,0.2737898010674156
90.0,ket_1,0.2737898010674156
90.0,ket_plus,1.0544738739090238
90.0,ket_minus,-0.5068942717741929
90.0,ket_plus_i,0.11516180642330645
90.0,ket_minus_i,0.4324177957115246
