profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-1.5695861036244851,-2.3515677098469916,-2.351567709846999,-0.7451711973715697,-0.7451711973715708,1.4898898783812701e-15,1.4898898783812701e-13
gaussian,-2.769974340235475,-2.3515677098469974,-2.351567709846999,-0.7451711973715662,-0.7451711973715666,4.469669635143836e-16,4.469669635143836e-14
oscillating,-32.51104150170738,-2.351567709847,-2.351567709846999,-0.7451711973715635,-0.7451711973715646,1.4898898783812825e-15,1.4898898783812825e-13
