eta0,corr_coh_sum,corr_absLambda_sum,R2_coh_features,R2_absLambda_only,coherence_features_better
0.5,0.2116773318191694,-0.07755377026576761,0.05119919815128937,-0.00265864645089553,True
0.9,0.23575671756560848,-0.025034349599060448,0.04102131341101378,-0.00101928042556243,True
1.5,0.21650225631294784,-0.044958576675400076,0.04873369854649712,0.002981228153968507,True
