seed,n_sites,n_cases,t_final,gamma_deph,eta0,intercept_max_abs_residual,coef_dt_max_abs_residual,coef_dmu_max_abs_residual,coef_dt_dmu_max_abs_residual,fit_r2_max_abs_residual,intercept_mean_abs_residual,coef_dt_mean_abs_residual,coef_dmu_mean_abs_residual,coef_dt_dmu_mean_abs_residual,fit_r2_mean_abs_residual,max_residual_overall,mean_residual_overall,intercept_abs,intercept_abs_tol,intercept_rel_tol,intercept_scaled_tol,pass_intercept_tol,pass_intercept_scaled_tol,pass_all
20260223,4,16,0.8999999999999999,0.35,0.9,-0.002317011820529177,-0.5849169787596608,0.01322126504118604,3.8771091851201924,0.9116482835009118,0.00025285849299057063,-0.06600527371252073,-0.0016936622775975568,0.5348430853846106,0.9308456385703514,0.09566556670552931,0.0032829863995418817,0.002317011820529177,0.003,0.08,0.007653245336442345,True,True,True
