angle_deg,state,tr_F_rho_real
0.0,ket_0,0.1510619659384499
0.0,ket_1,0.1510619659384499
0.0,ket_plus,0.15106196593844987
0.0,ket_minus,0.15106196593844987
0.0,ket_plus_i,-0.6088721408522932
0.0,ket_minus_i,0.910996072729193
15.0,ket_0,0.1510619659384499
15.0,ket_1,0.1510619659384499
15.0,ket_plus,0.19866872441777444
15.0,ket_minus,0.10345520745912529
15.0,ket_plus_i,-0.6151396895081362
15.0,ket_minus_i,0.917263621385036
30.0,ket_0,0.1510619659384499
30.0,ket_1,0.1510619659384499
30.0,ket_plus,0.24303116098062125
30.0,ket_minus,0.05909277089627847
30.0,ket_plus_i,-0.6335152123923835
30.0,ket_minus_i,0.9356391442692833
45.0,ket_0,0.1510619659384499
45.0,ket_1,0.1510619659384499
45.0,ket_plus,0.28112604888762505
45.0,ket_minus,0.020997882989274654
45.0,ket_plus_i,-0.6627464479874609
45.0,ket_minus_i,0.9648703798643606
60.0,ket_0,0.1510619659384499
60.0,ket_1,0.1510619659384499
60.0,ket_plus,0.3103572844827024
60.0,ket_minus,-0.008233352605802685
60.0,ket_plus_i,-0.7008413358944646
60.0,ket_minus_i,1.0029652677713643
75.0,ket_0,0.1510619659384499
75.0,ket_1,0.1510619659384499
75.0,ket_plus,0.32873280736694965
75.0,ket_minus,-0.02660887549004995
75.0,ket_plus_i,-0.7452037724573115
75.0,ket_minus_i,1.0473277043342113
90.0,ket_0,0.1510619659384499
90.0,ket_1,0.1510619659384499
90.0,ket_plus,0.33500035602279266
90.0,ket_minus,-0.03287642414589295
90.0,ket_plus_i,-0.7928105309366361
90.0,ket_minus_i,1.0949344628135358
