profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
gaussian,-1.048895889283365,0.022611585781667977,0.007314449748534235,-0.9533834675271994,0.003148148148148148,-0.000548374269131293,0.08506306342281135
