profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,-9.612607752337741,0.001731471923217615,0.9429458976770464,-0.10403004322701138,0.003734567901234567,-0.033594466950096775,0.013273690029036746
