profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.23934706437529873,-0.8503581744437108,-0.8503581744437098,-0.7193520639589992,-0.7193520639589989,4.63009594432095e-16,4.6300959443209496e-14
gaussian,-0.9692684790720845,-0.8503581744437099,-0.8503581744437098,-0.7193520639589983,-0.7193520639589984,1.543365314773651e-16,1.543365314773651e-14
oscillating,-2.3231551100919505,-0.8503581744437099,-0.8503581744437098,-0.7193520639589988,-0.7193520639589984,4.630095944320953e-16,4.630095944320953e-14
