profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,13.21821056223773,0.006785723209150094,0.7193430507959941,0.07565320549945216,0.002541666666666667,0.025786612163575216,0.036630162192980785
