mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.1944409852615816,0.80705376065427,2.220446049250313e-16,0.0,4.440892098500626e-16,1.9520380106366132e-16,1.0,0.6781308538431987,6.543390860861379e-13
