n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.0036,-0.0010010921357870924,0.0010010921357870924,0.036687217163346345,0.03668721716334723,0.005,-0.024271590678564502,-0.10961355088746372,0.9704194543754645,0.03
1,0.05,0.008100000000000001,1.1303009718691136e-06,-1.1303009718691136e-06,0.10889933337304128,0.07221211620969493,0.01125,-0.024271590678564502,-0.1083742016940125,0.9704194543754645,0.0975
2,0.05,0.0081,0.001853332742406337,-0.001853332742406337,0.18093366218401044,0.07203432881096916,0.01125,-0.024271590678564502,-0.10713485250056128,0.9704194543754645,0.165
3,0.05,0.0063,-0.0014356398674426397,0.0014356398674426397,0.22925387280623663,0.04832021062222619,0.00875,-0.024271590678564502,-0.1061709142389881,0.9704194543754647,0.2175
4,0.05,0.0054,0.002359085597191155,-0.002359085597191155,0.2692505863875974,0.03999671358136078,0.0075,-0.024271590678564502,-0.10534468144335396,0.9704194543754645,0.2625
5,0.05,0.0045000000000000005,0.0009439098659009567,-0.0009439098659009567,0.3005637791311904,0.03131319274359301,0.00625,-0.024271590678564502,-0.10465615411365882,0.9704194543754647,0.3
6,0.05,0.0045000000000000005,0.000246882721853174,-0.000246882721853174,0.33157977476827,0.031015995637079574,0.00625,-0.024271590678564502,-0.1039676267839637,0.9704194543754645,0.3375
7,0.05,0.009899999999999999,0.002402838669497135,-0.002402838669497135,0.39663437570359616,0.06505460093532617,0.01375,-0.024271590678564502,-0.10245286665863444,0.9704194543754647,0.42
8,0.05,0.0108,0.0018356851469035445,-0.0018356851469035445,0.4627784145464128,0.06614403884281661,0.015,-0.024271590678564502,-0.10080040106736614,0.9704194543754645,0.51
9,0.05,0.0063,0.000283774427567267,-0.000283774427567267,0.5008470642461614,0.03806864969974866,0.00875,-0.024271590678564502,-0.09983646280579296,0.9704194543754645,0.5625
10,0.05,0.0027,-0.000895474676849959,0.000895474676849959,0.5160999574540835,0.015252893207922114,0.00375,-0.024271590678564502,-0.09942334640797588,0.9704194543754645,0.585
11,0.05,0.0108,0.0010563009750370895,-0.0010563009750370895,0.5770734217484791,0.06097346429439554,0.015,-0.024271590678564502,-0.09777088081670758,0.9704194543754645,0.675
12,0.05,0.0036,-0.0007496906869991654,0.0007496906869991654,0.5974323739346825,0.020358952186203427,0.005,-0.024271590678564502,-0.09722005895295148,0.9704194543754645,0.705
13,0.05,0.0045000000000000005,0.0002227219445857005,-0.0002227219445857005,0.622114235539059,0.024681861604376465,0.00625,-0.024271590678564502,-0.09653153162325637,0.9704194543754645,0.7425
14,0.05,0.0036,4.105468002762368e-05,-4.105468002762368e-05,0.6413220071458983,0.019207771606839286,0.005,-0.024271590678564502,-0.09598070975950027,0.9704194543754645,0.7725
15,0.05,0.0072,0.004075322420246438,-0.004075322420246438,0.6805293564458794,0.039207349299981153,0.01,-0.024271590678564502,-0.09487906603198806,0.9704194543754645,0.8325
16,0.05,0.0036,0.00181423676370847,-0.00181423676370847,0.698790682674252,0.01826132622837262,0.005,-0.024271590678564502,-0.09432824416823196,0.9704194543754647,0.8625
17,0.05,0.0036,0.00024159813742071967,-0.00024159813742071967,0.7174206078232508,0.01862992514899875,0.005,-0.024271590678564502,-0.09377742230447586,0.9704194543754647,0.8925
18,0.05,0.0045,-0.0041962189422796795,0.0041962189422796795,0.7431547720633963,0.02573416424014552,0.00625,-0.024271590678564502,-0.09308889497478075,0.9704194543754645,0.93
19,0.05,0.0054,0.0021537092961632846,-0.0021537092961632846,0.7708615797638625,0.027706807700466185,0.0075,-0.024271590678564502,-0.0922626621791466,0.9704194543754647,0.975
20,0.05,0.0126,-0.0007829700575333425,0.0007829700575333425,0.8353105307281607,0.06444895096429826,0.0175,-0.024271590678564502,-0.09033478565600024,0.9704194543754645,1.08
21,0.05,0.0063,0.002154280200164795,-0.002154280200164795,0.8675088469726246,0.0321983162444639,0.00875,-0.024271590678564502,-0.08937084739442708,0.9704194543754647,1.1325
22,0.05,0.0045,0.0009321500165726406,-0.0009321500165726406,0.8886019025001872,0.021093055527562576,0.00625,-0.024271590678564502,-0.08868232006473196,0.9704194543754645,1.17
23,0.05,0.0045000000000000005,-0.0005808632047380076,0.0005808632047380076,0.9109540501913569,0.022352147691169666,0.00625,-0.024271590678564502,-0.08799379273503682,0.9704194543754647,1.2075
24,0.05,0.0036,0.00018912943544112967,-0.00018912943544112967,0.9281622383966597,0.017208188205302788,0.005,-0.024271590678564502,-0.08744297087128072,0.9704194543754647,1.2375
25,0.05,0.0036,0.0028603404672066703,-0.0028603404672066703,0.9451672093638159,0.017004970967156252,0.005,-0.024271590678564502,-0.08689214900752462,0.9704194543754645,1.2675
26,0.05,0.0072,-0.0007308143340139012,0.0007308143340139012,0.9780801726917057,0.03291296332788973,0.01,-0.024271590678564502,-0.08579050528001245,0.9704194543754645,1.3275
27,0.05,0.0054,-2.2128602756831642e-05,2.2128602756831642e-05,1.0013070354025442,0.023226862710838514,0.0075,-0.024271590678564502,-0.08496427248437828,0.9704194543754647,1.3725
28,0.05,0.0036,-0.0008036992042050249,0.0008036992042050249,1.0174506843775544,0.016143648975010194,0.005,-0.024271590678564502,-0.08441345062062218,0.9704194543754647,1.4025
29,0.05,0.0036,-0.0007657727953867917,0.0007657727953867917,1.0338400500667357,0.016389365689181368,0.005,-0.024271590678564502,-0.08386262875686608,0.9704194543754647,1.4325
