epsilon,a_1_over_Teff_from_Shor,r2_Shor,b_Shor,mean_jump,mean_Lambda_w,mean_Coh_ptr_w
0.6,0.8629778122477711,0.7034762751258292,0.0007980885825640333,0.003994318181818181,-0.024271590678564492,0.9704194543754648
