profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-1.0222828336929035,-2.0153914407115074,-2.015391440711505,-0.1257852460935835,-0.12578524609358355,4.4131687105781377e-16,4.413168710578138e-14
gaussian,-2.308489419415614,-2.015391440711505,-2.015391440711505,-0.12578524609358369,-0.12578524609358369,0.0,0.0
oscillating,5.61347081557522,-2.0153914407115052,-2.015391440711505,-0.1257852460935837,-0.12578524609358369,2.2065843552890664e-16,2.2065843552890664e-14
