mu1,mu2,nx,alpha1_val,alpha2_val,max_abs_spatial_err,max_abs_antisym_err,max_abs_angle_err,rmse_angle,r2_angle,ratio_mean,ratio_std
1.0,2.0,120,0.07994042240087007,0.9468855872105808,2.220446049250313e-16,0.0,4.440892098500626e-16,2.1576780410180685e-16,1.0,0.8833843174844136,8.523891709274197e-13
