n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.08632591219614943,0.002569494452350498,-0.002569494452350498,0.07081055490819375,0.07081055490819531,0.013333333333333334,-0.001709785055925464,-0.017506578842023522,0.0030881115056712507,0.8533333333333334
1,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.0006423736130876242,-0.0006423736130876242,0.08476607571480749,0.013955520806613733,0.0033333333333333335,-0.0017097850559254638,-0.017447434994584246,0.00308811150567125,1.0666666666666667
2,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.000642373613087625,-0.000642373613087625,0.09803911327972936,0.013273037564921875,0.0033333333333333335,-0.0017097850559254638,-0.01738829114714498,0.00308811150567125,1.28
3,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.0006423736130876238,-0.0006423736130876238,0.1107426563715722,0.012703543091842837,0.0033333333333333335,-0.001709785055925464,-0.017329147299705715,0.0030881115056712507,1.4933333333333334
4,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.04316295609807472,0.0012847472261752495,-0.0012847472261752495,0.1347421681797643,0.02399951180819211,0.006666666666666667,-0.001709785055925464,-0.017210859604827176,0.00308811150567125,1.92
5,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.000642373613087625,-0.000642373613087625,0.14614474600856117,0.011402577828796862,0.0033333333333333335,-0.001709785055925464,-0.017151715757387907,0.00308811150567125,2.1333333333333333
6,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.14614474600856117,0.0,0.0,-0.001709785055925464,-0.017151715757387907,0.00308811150567125,2.1333333333333333
7,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.06474443414711208,0.0019271208392628739,-0.0019271208392628739,0.17839668275616122,0.032251936747600046,0.01,-0.001709785055925464,-0.016974284215070103,0.00308811150567125,2.7733333333333334
8,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.17839668275616122,0.0,0.0,-0.001709785055925464,-0.016974284215070103,0.00308811150567125,2.7733333333333334
9,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.17839668275616122,0.0,0.0,-0.001709785055925464,-0.016974284215070103,0.00308811150567125,2.7733333333333334
10,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.04316295609807472,0.0012847472261752484,-0.0012847472261752484,0.19851524334587017,0.020118560589708956,0.006666666666666667,-0.001709785055925464,-0.016855996520191565,0.0030881115056712507,3.2
11,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.19851524334587017,0.0,0.0,-0.001709785055925464,-0.016855996520191565,0.0030881115056712507,3.2
12,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.0006423736130876245,-0.0006423736130876245,0.2082154640108021,0.009700220664931924,0.0033333333333333335,-0.001709785055925464,-0.016796852672752296,0.0030881115056712494,3.4133333333333336
13,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.04316295609807472,0.0012847472261752484,-0.0012847472261752484,0.22696752250060195,0.018752058489799855,0.006666666666666667,-0.0017097850559254638,-0.016678564977873754,0.00308811150567125,3.84
14,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.22696752250060195,0.0,0.0,-0.0017097850559254638,-0.016678564977873754,0.00308811150567125,3.84
15,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.0006423736130876245,-0.0006423736130876245,0.23604246569971554,0.009074943199113589,0.0033333333333333335,-0.0017097850559254638,-0.01661942113043449,0.00308811150567125,4.053333333333334
16,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.04316295609807472,0.0012847472261752495,-0.0012847472261752495,0.2536389469216898,0.01759648122197427,0.006666666666666667,-0.001709785055925464,-0.016501133435555954,0.0030881115056712507,4.48
17,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.02158147804903736,0.000642373613087625,-0.000642373613087625,0.2621771293899317,0.008538182468241895,0.0033333333333333335,-0.0017097850559254638,-0.01644198958811668,0.0030881115056712494,4.693333333333333
18,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.0,0.0,-0.0,0.2621771293899317,0.0,0.0,-0.0017097850559254638,-0.01644198958811668,0.0030881115056712494,4.693333333333333
19,gaussian,0.03,2.0,64,0.16531904058463262,0.0049595712175389784,300,0.06474443414711208,0.0019271208392628728,-0.0019271208392628728,0.28683598305615843,0.02465885366622672,0.01,-0.0017097850559254638,-0.016264558045798874,0.00308811150567125,5.333333333333333
