theta0,theta0_over_pi,target_phase,finest_n_steps,finest_abs_error,max_abs_error,median_abs_error,pass_abs_err_tol
0.6283185307179586,0.2,0.5999908074321633,512,1.102005027742159e-05,0.0007052953043440447,7.836493333090999e-05,True
0.9424777960769379,0.3,1.2950108230993365,512,1.5167903843371633e-05,0.0009711896406638943,0.0001078654319282002,True
1.2566370614359172,0.4,2.17078713422706,512,1.1020189439658878e-05,0.000705865883074086,7.837197122739781e-05,True
1.5707963267948966,0.5,3.1415926535897927,512,4.440892098500626e-16,2.021286199229721e-15,4.440892098500626e-16,True
1.8849555921538759,0.6,4.112398172952527,512,1.102018943857154e-05,0.0007058658830729987,7.837197122764274e-05,True
2.199114857512855,0.7,4.9881744840802495,512,1.5167903843394518e-05,0.0009711896406650274,0.0001078654319288892,True
2.5132741228718345,0.8,5.683194499747423,512,1.1020050275224028e-05,0.0007052953043447338,7.836493333026673e-05,True
