boot_id,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
0,1.550892868684269,-0.969600407578759,-1.9842766769175892,5.155006478682191
1,2.8019237896429807,10.344972680809201,-12.774929637327618,19.68756780220903
2,2.0580977564269953,3.9117541493763883,-6.107856775830732,15.28517995142447
3,2.328196936278144,9.81635635885699,-10.693558032902152,29.930654143620743
4,2.859155234772555,9.399036130245554,-12.0030592793344,8.085167128572213
5,1.8983944710996552,3.686968813598619,-5.604763368240269,23.315769832253693
6,1.1398848704472904,4.31076619374931,-4.896592020788525,34.85344401328384
7,3.0916453637907906,11.995819956625596,-14.738726230928737,6.2052692028221355
8,1.8034927643470162,4.3604124735411,-5.857960600996423,18.75247998752391
9,1.2751825508378523,1.2062733557020597,-3.1520872785042595,17.465034274977167
10,3.1078033396356393,9.008894772152903,-12.226885105936626,5.87573083628324
11,3.065651728900833,11.840583844418067,-14.22994441738895,5.175176090179717
12,1.489075914244546,-0.517525559411081,-1.9187014565429248,9.67506734556247
13,2.599199733193349,4.109116864154864,-7.169213021481758,8.54366331046502
14,1.4174971448753177,2.8076973495969075,-3.9169663948429596,23.852149220742447
15,2.454118155079145,10.533878584915033,-11.76565201673473,21.011103972193222
16,2.379874680633455,7.38554036593524,-9.484617009414361,11.288991249324335
17,2.5717631064745823,3.9510911426615385,-6.916170249971256,6.262147779575197
18,2.2686128802671153,6.461596012837966,-8.350397955654435,15.877844236840744
19,1.448065106886308,3.3967208199929777,-5.140719406874307,15.49429743253264
20,1.6261246777413574,10.040718491831266,-10.138327739219603,45.41903473743839
21,2.2359481924869815,11.223380907543794,-12.333802982198431,21.951461357946652
22,2.7166376577070093,7.284983209538664,-9.957699309261423,14.654132112417367
23,2.899194684566801,4.201580525433491,-7.902876736288156,0.24000530836557246
24,2.1727005773500405,3.1882141709068823,-5.759250633103863,11.50304480842193
25,1.6307489144891127,6.441753380258128,-7.348697793626037,31.280402306333286
26,2.0115468612904848,2.289148492099,-5.050882680995928,-6.893503424003811
27,1.6265473386422673,5.2247630201223565,-6.8739416015611985,13.810684988821983
28,2.3449250268787862,3.9605062951761436,-6.89089623561969,11.536433405222969
29,2.519461043827203,6.847232672552636,-9.559376025124736,12.411813099889264
30,2.2395550217966598,11.034760226002524,-11.785488160787658,25.127558865666106
31,1.5709876392970055,5.023330229666989,-6.394241239529869,18.35715935571105
32,2.6937911203095783,9.030912583501031,-11.14619461323484,8.470422869839561
33,2.7225483265690307,9.0675206931529,-11.460954854408568,13.233083736943325
34,2.293872105456029,7.868310344302805,-9.714794283002117,26.95268380553511
35,1.6229947815464199,6.064780479142351,-7.05850907210954,34.86848836453754
36,2.1085994135228825,5.114476589780002,-7.09300360036563,22.46023448613212
37,2.1668237910294597,3.6969813614616345,-6.3633975153830145,13.645925823876524
38,2.777589778896069,8.940981156756996,-10.930023306538004,1.0867719999139023
39,1.4940718243571531,5.294798787438083,-6.699140560563962,24.372570612858937
40,1.4932548880699537,4.925722578571453,-5.638087983328571,30.41552858136102
41,2.1162588531353523,8.733008736120178,-10.038271064941844,37.03649903834234
42,1.9116210413156474,5.589924909846229,-7.088955108448229,20.828727758835583
43,2.7319711215043925,7.529283676104422,-9.99660278685867,16.787110255278623
44,2.1432531071436602,5.933213529976849,-7.612330949354871,11.374703207982963
45,2.4707178138767776,4.488055959980052,-7.261220565352202,4.687355615089113
46,2.191662783309063,3.8408453775272684,-6.770064481089454,11.32648443959165
47,1.341703730869566,4.8670511941015455,-5.834566228772858,19.654771354104955
48,2.4551699702467666,6.343110320988395,-8.525669156754372,25.735365323746045
49,2.416593780464284,6.981084904546969,-8.96002735245122,4.468830671237065
50,2.4474908984018895,6.164424220842293,-8.732361351933266,-1.780481761873532
51,1.8602618974939105,4.244725404112481,-6.200879958573896,8.183210119702556
52,1.2989317773366944,4.790652556016262,-5.769727057844941,25.4318995482562
53,2.556031222286192,8.507222755633089,-10.377525416404294,20.835920545978507
54,2.6766450199747225,9.579308318295263,-11.933756772313998,19.513740525100765
55,2.374107837503815,9.395365003745447,-11.050145563799257,22.564568808452446
56,2.918526608337689,5.911504321898156,-9.422493339777557,7.13298470609904
57,2.347777542754477,5.100305037799622,-7.975316929576154,3.8072341367891473
58,1.8983095566498658,3.341667024029634,-5.748663592347781,14.58284379457051
59,0.9147663216559446,-1.0191179277460354,-1.143705038134421,6.7221757209283295
60,1.728946970603258,-0.287092446658833,-3.1214801428891437,2.0114261526806594
61,1.4859930970098234,4.441937996243459,-5.684256230044519,19.989285733720823
62,2.326228131730329,5.509461613852158,-7.656805267493552,21.35418316262867
63,2.335519848759644,5.198463190329993,-8.08850248807226,12.377745981566038
64,1.703983718131423,1.7658910808979509,-4.09397335897137,14.637668695189978
65,2.4776592528010135,6.736104362008877,-9.016883187969999,4.212356740362659
66,2.4846492977269605,8.670459106222202,-10.392404813931421,19.275102379932523
67,2.451268012575684,4.998878949430877,-7.781757887337531,8.570959420648126
68,2.7328391401502663,11.815931301938987,-13.398483466407315,20.179142232233428
69,2.8902660168045697,11.457339652603892,-13.450417454645963,28.31015853597385
70,1.4377903142677502,4.943313144477436,-6.226034583383778,13.723195159121664
71,2.2332792061842706,7.253411404103187,-9.277315909713826,19.358823804526292
72,1.896882425186049,3.8266807396763496,-6.090883558188146,9.652238981185619
73,2.0866802047275685,4.637057824329296,-6.763875850339837,11.355380712138476
74,2.605869596006514,7.620177870384769,-9.887957967527758,17.140181903261432
75,1.8576031617658884,6.7459441811759975,-8.21668552811021,18.082190073633928
76,3.008503990271207,8.217920485487483,-11.418123472601204,3.89681971334111
77,2.2840093338505483,2.067807540950386,-5.33186359526907,2.856110003215917
78,2.2786582301899707,8.55388212019883,-10.588260156588904,9.394962025363904
79,1.6849839301177234,2.260090641830301,-4.454156115832229,15.208048166756111
80,2.036128088903509,7.837596272246947,-9.159164654852987,18.394622236788752
81,2.2580257587261103,2.2757248885426504,-5.051544344628425,8.494420267012847
82,1.9193116796858674,3.8327701081540972,-6.530490844102998,-0.31718711623252593
83,2.2127226172970422,4.787255193870646,-7.519707923872985,6.286358242939706
84,2.7285229177923824,8.774812850579552,-11.066805042301468,4.984849207194068
85,0.6219198428381724,-2.175227473068625,0.788281681515665,21.502294884551507
86,1.7898746822647384,6.451085080263598,-8.166690478072836,19.328536347054243
87,1.5922146065107108,0.13947568666656565,-2.659053294042417,1.0640490103816778
88,2.1979529212744344,7.110894342554492,-8.833685329437817,21.790303976453675
89,2.730015236285099,10.127544222293665,-12.069686572100291,18.600489122891332
90,2.1500802884395616,4.6582491025633885,-7.0149816398721825,18.0893771284284
91,2.400011908480931,8.139338361100382,-10.304292901025557,23.55024333275671
92,1.8873569269308328,3.3136312726429678,-5.401631135280592,18.670030394375026
93,2.0227501231888856,5.883612553579788,-7.867499880648543,17.781876751677576
94,1.9224407974822182,5.135089231261797,-7.16698776975634,11.644535423747229
95,1.2195479290870446,1.8568605490653718,-3.5162223750286397,19.336010049646344
96,2.7660761565567964,5.626608917443979,-8.22551533017055,13.53432424252115
97,1.6988599804630227,8.073013901070535,-9.020030218492115,26.036231077304365
98,2.1378162129463703,4.962077738225277,-6.95822121616688,34.34429282152432
99,1.1041018201606447,5.536752009079956,-6.368215617483561,30.384244493292282
100,2.7109143684884294,0.28517887534863834,-5.221660200715031,-10.626364503264696
101,1.690504606812877,2.361521638558766,-4.287530501176035,29.268096623883384
102,2.6782549021027817,9.891118756188613,-12.122585912112548,8.47567950119753
103,1.9967805723218925,6.19841117485219,-8.330998921427296,14.980354725962473
104,1.648764638280844,8.688881414654064,-9.318072388494173,27.894369071252864
105,0.9347515453717268,3.4123113865813948,-4.488804056302188,22.929938974442955
106,2.3444320746097578,11.412718239831117,-12.23249231807942,38.00367745853362
107,3.4912767681001484,13.18773586576689,-15.750879171096637,14.89718665450993
108,2.3914085631331896,6.737073574905401,-9.06562876699186,19.52166369832607
109,2.6153056604885743,11.234774383932006,-12.711480348857105,17.65920398822226
110,1.5041905950496806,5.47275003744984,-6.892405772591557,12.589370526647587
111,3.055519459579899,9.069539104298551,-11.900743903064853,9.440033074060679
112,2.6873497719817006,9.816732667383613,-11.775684874554782,13.205160998877796
113,1.7384975257854727,4.204628956037708,-6.020403733996564,20.588662060980603
114,2.7441789523622995,11.147053708394697,-12.91503985216803,22.819883220591503
115,2.1659755827802436,8.116078136572511,-9.693172620650833,16.393312079614795
116,1.883781688486779,6.626539053776549,-7.991517807281943,27.082085940372476
117,3.5713631829109245,11.216141741171722,-14.817397210379562,3.9581007827895607
118,2.827121681148356,7.749192272095727,-10.568731619627673,1.8715950305189684
