profile,n_cases,r2,intercept,coef_lm_w1_times_delta_alpha,coef_delta_alpha,coef_lambda_w_g2_mean
constant,18,0.819498939057549,0.03145226555407293,16.307075894704198,-10.334397820171766,103.9487766824956
gaussian,18,0.7649278572799758,1.2839018774182873,4.384207906686435,-5.181259654613374,278.0212987661117
oscillating,18,0.0876475711617497,-0.012222070776453767,-0.2874746830000685,0.23303011926382536,-0.008897619930766935
