seed,n_cases,train_frac,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,train_r2_mean,train_r2_median,test_r2_mean,test_r2_median,test_r2_p25,test_r2_min,full_r2,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_test_r2,pass_perm_p,pass_boot_sign,pass_profile_sign,pass_all
20261228,54,0.7,10,100,240,80,300,64,0.05,0.42302313378955814,0.4202674295747138,0.32868972184527656,0.36870228158793683,0.17648462464897513,-0.022946003788626212,0.4246611648714532,0.009900990099009901,-0.03441256692659565,0.9541666666666667,0.9736111111111111,0.6666666666666666,0.6666666666666666,True,True,True,True,True
