profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.5436303510220507,1.3694491368631747,1.3694491368631747,1.1283409767480415,1.1283409767480415,0.0,0.0
gaussian,1.5614467331772997,1.3694491368631747,1.3694491368631747,1.1283409767480408,1.1283409767480415,5.903657037209958e-16,5.903657037209959e-14
oscillating,-2.8911916918543916,1.369449136863175,1.3694491368631747,1.1283409767480421,1.1283409767480415,5.903657037209958e-16,5.903657037209959e-14
