profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.960558655441746,-2.6718610631131128,-2.6718610631131128,-0.23134424906390266,-0.2313442490639026,2.3995042650022447e-16,2.3995042650022448e-14
gaussian,-3.0456970542297372,-2.6718610631131123,-2.6718610631131128,-0.2313442490639029,-0.2313442490639028,4.799008530004485e-16,4.799008530004485e-14
oscillating,8.104251173228704,-2.671861063113114,-2.6718610631131128,-0.2313442490639022,-0.231344249063902,8.398264927507879e-16,8.398264927507878e-14
