angle_deg,Lambda_matter_plus,Lambda_matter_analytic,angle_error
0.0,0.0,0.0,0.0
2.307692307692308,0.027162373762638733,0.02716237376263874,-6.938893903907228e-18
4.615384615384616,0.054280690055705454,0.05428069005570547,-1.3877787807814457e-17
6.9230769230769225,0.0813109628710049,0.08131096287100491,-1.3877787807814457e-17
9.230769230769232,0.10820934900718471,0.10820934900718474,-2.7755575615628914e-17
11.538461538461538,0.1349322191835683,0.13493221918356835,-5.551115123125783e-17
13.846153846153845,0.16143622880700784,0.16143622880700792,-8.326672684688674e-17
16.153846153846153,0.1876783882769727,0.18767838827697272,-2.7755575615628914e-17
18.461538461538463,0.21361613271483842,0.2136161327148385,-8.326672684688674e-17
20.769230769230766,0.23920739100427632,0.23920739100427638,-5.551115123125783e-17
23.076923076923077,0.26441065403075714,0.26441065403075725,-1.1102230246251565e-16
25.384615384615387,0.28918504200948725,0.2891850420094873,-5.551115123125783e-17
27.69230769230769,0.31349037079256836,0.3134903707925685,-1.1102230246251565e-16
29.999999999999996,0.33728721704783343,0.3372872170478335,-5.551115123125783e-17
32.30769230769231,0.36053698220363445,0.36053698220363456,-1.1102230246251565e-16
34.61538461538461,0.38320195505586774,0.3832019550558678,-5.551115123125783e-17
36.92307692307693,0.40524537293568413,0.40524537293568424,-1.1102230246251565e-16
39.23076923076923,0.4266314813386732,0.42663148133867324,-5.551115123125783e-17
41.53846153846153,0.44732559191879867,0.4473255919187989,-2.220446049250313e-16
43.84615384615385,0.4672941387530248,0.46729413875302483,-5.551115123125783e-17
46.15384615384615,0.4865047327853637,0.48650473278536377,-5.551115123125783e-17
48.46153846153846,0.5049262143620447,0.5049262143620449,-2.220446049250313e-16
50.769230769230774,0.5225287037725858,0.5225287037725859,-1.1102230246251565e-16
53.07692307692307,0.5392836497147928,0.539283649714793,-2.220446049250313e-16
55.38461538461538,0.5551638756050773,0.5551638756050776,-3.3306690738754696e-16
57.69230769230768,0.5701436236589735,0.5701436236589738,-2.220446049250313e-16
59.99999999999999,0.584198596670359,0.5841985966703592,-2.220446049250313e-16
62.30769230769231,0.5973059974216123,0.5973059974216125,-2.220446049250313e-16
64.61538461538461,0.6094445656607829,0.6094445656607831,-2.220446049250313e-16
66.92307692307692,0.6205946125857977,0.620594612585798,-2.220446049250313e-16
69.23076923076923,0.6307380527797705,0.6307380527797706,-1.1102230246251565e-16
71.53846153846153,0.6398584335456131,0.6398584335456132,-1.1102230246251565e-16
73.84615384615385,0.6479409615923716,0.6479409615923717,-1.1102230246251565e-16
76.15384615384615,0.6549725270299973,0.6549725270299975,-2.220446049250313e-16
78.46153846153847,0.6609417246336373,0.6609417246336374,-1.1102230246251565e-16
80.76923076923076,0.6658388723429494,0.6658388723429496,-2.220446049250313e-16
83.07692307692307,0.6696560269664414,0.6696560269664416,-1.1102230246251565e-16
85.38461538461537,0.672386997065355,0.6723869970653551,-1.1102230246251565e-16
87.6923076923077,0.674027352996203,0.6740273529962031,-1.1102230246251565e-16
90.0,0.674574434095667,0.6745744340956671,-1.1102230246251565e-16
