angle_deg,state,tr_F_rho_real
0.0,ket_0,0.733953226751151
0.0,ket_1,0.733953226751151
0.0,ket_plus,0.7339532267511509
0.0,ket_minus,0.7339532267511509
0.0,ket_plus_i,1.1528185769056796
0.0,ket_minus_i,0.3150878765966224
15.0,ket_0,0.733953226751151
15.0,ket_1,0.733953226751151
15.0,ket_plus,0.9285038992523488
15.0,ket_minus,0.539402554249953
15.0,ket_plus_i,1.1272054949635892
15.0,ket_minus_i,0.34070095853871263
30.0,ket_0,0.733953226751151
30.0,ket_1,0.733953226751151
30.0,ket_plus,1.1097962649327777
30.0,ket_minus,0.35811018856952403
30.0,ket_plus_i,1.052111738344053
30.0,ket_minus_i,0.4157947151582489
45.0,ket_0,0.733953226751151
45.0,ket_1,0.733953226751151
45.0,ket_plus,1.2654755486711167
45.0,ket_minus,0.20243090483118506
45.0,ket_plus_i,0.9326548224623914
45.0,ket_minus_i,0.5352516310399105
60.0,ket_0,0.733953226751151
60.0,ket_1,0.733953226751151
60.0,ket_plus,1.3849324645527783
60.0,ket_minus,0.08297398894952356
60.0,ket_plus_i,0.7769755387240526
60.0,ket_minus_i,0.6909309147782493
75.0,ket_0,0.733953226751151
75.0,ket_1,0.733953226751151
75.0,ket_plus,1.4600262211723147
75.0,ket_minus,0.007880232329987136
75.0,ket_plus_i,0.5956831730436234
75.0,ket_minus_i,0.8722232804586785
90.0,ket_0,0.733953226751151
90.0,ket_1,0.733953226751151
90.0,ket_plus,1.4856393031144048
90.0,ket_minus,-0.01773284961210303
90.0,ket_plus_i,0.40113250054242555
90.0,ket_minus_i,1.0667739529598763
