profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.6498854737352739,2.3481332781341284,2.3481332781341293,0.235938045931182,0.23593804593118206,2.3527850716983974e-16,2.3527850716983974e-14
gaussian,2.676485360487221,2.3481332781341298,2.3481332781341293,0.23593804593118164,0.23593804593118178,5.881962679246e-16,5.881962679246e-14
oscillating,5.803212955281751,2.3481332781341284,2.3481332781341293,0.2359380459311819,0.23593804593118206,7.058355215095191e-16,7.058355215095191e-14
