profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-1.7481394873894236,-1.6806447385003755,-1.680644738500371,-0.06450183327598337,-0.0645018332759834,4.3030677123347733e-16,4.3030677123347735e-14
gaussian,-2.3069948458795326,-1.6806447385003718,-1.680644738500371,-0.0645018332759834,-0.06450183327598341,2.1515338561673862e-16,2.151533856167386e-14
oscillating,-3.580858933554749,-1.680644738500371,-1.680644738500371,-0.06450183327598347,-0.06450183327598343,6.454601568502157e-16,6.454601568502157e-14
