profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.43666550458345327,0.3295806197364333,0.32958061973643377,0.05378624296539193,0.05378624296539194,1.2900871154677675e-16,1.2900871154677675e-14
gaussian,0.5224417107230566,0.32958061973643366,0.32958061973643377,0.053786242965392,0.05378624296539199,2.580174230935533e-16,2.5801742309355332e-14
oscillating,0.6604077881984269,0.32958061973643354,0.32958061973643377,0.05378624296539198,0.053786242965391966,2.580174230935534e-16,2.580174230935534e-14
