profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.49770193411464864,-1.9151139392430996,-1.9151139392431018,-0.769103311386049,-0.7691033113860488,2.8870582357118015e-16,2.8870582357118017e-14
gaussian,-2.1829141492144504,-1.9151139392431016,-1.9151139392431018,-0.7691033113860487,-0.7691033113860483,5.774116471423607e-16,5.774116471423607e-14
oscillating,-3.8798037246659267,-1.9151139392431002,-1.9151139392431018,-0.7691033113860493,-0.7691033113860487,7.217645589279504e-16,7.217645589279505e-14
