n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.0018186736541654291,-0.0018186736541654291,0.019124205152128013,0.01912420515211872,0.002777777777777778,-0.02315853389665432,-0.26825973925566765,0.048441462205329786,0.13333333333333333
1,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.019124205152128013,0.0,0.0,-0.02315853389665432,-0.26825973925566765,0.048441462205329786,0.13333333333333333
2,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.03438985508190923,0.01526564992978122,0.002777777777777778,-0.02315853389665432,-0.2675124976421421,0.048441462205329786,0.26666666666666666
3,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.03438985508190923,0.0,0.0,-0.02315853389665432,-0.2675124976421421,0.048441462205329786,0.26666666666666666
4,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.04819427877978391,0.013804423697874678,0.002777777777777778,-0.02315853389665432,-0.26676525602861656,0.048441462205329786,0.4
5,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.06104703803959992,0.012852759259816007,0.002777777777777778,-0.02315853389665432,-0.26601801441509104,0.048441462205329786,0.5333333333333333
6,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.0018186736541654287,-0.0018186736541654287,0.07319012915587413,0.012143091116274207,0.002777777777777778,-0.023158533896654322,-0.2652707728015656,0.048441462205329786,0.6666666666666666
7,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.07319012915587413,0.0,0.0,-0.023158533896654322,-0.2652707728015656,0.048441462205329786,0.6666666666666666
8,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.07319012915587413,0.0,0.0,-0.023158533896654322,-0.2652707728015656,0.048441462205329786,0.6666666666666666
9,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.02365032693246249,0.0036373473083308582,-0.0036373473083308582,0.09586904494782818,0.022678915791954052,0.005555555555555556,-0.02315853389665432,-0.2637762895745144,0.048441462205329786,0.9333333333333333
10,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.10656595882802872,0.01069691388020054,0.002777777777777778,-0.02315853389665432,-0.26302904796098886,0.048441462205329786,1.0666666666666667
11,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.02365032693246249,0.0036373473083308582,-0.0036373473083308582,0.12693054534141074,0.02036458651338202,0.005555555555555556,-0.02315853389665432,-0.2615345647339378,0.048441462205329786,1.3333333333333333
12,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.1366680624239703,0.009737517082559571,0.002777777777777778,-0.02315853389665432,-0.26078732312041225,0.048441462205329786,1.4666666666666666
13,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.011825163466231244,0.001818673654165429,-0.001818673654165429,0.14614474600857164,0.009476683584601325,0.002777777777777778,-0.02315853389665432,-0.26004008150688673,0.048441462205329786,1.6
14,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.02365032693246249,0.003637347308330859,-0.003637347308330859,0.16439675704853263,0.01825201103996099,0.005555555555555556,-0.02315853389665432,-0.25854559827983564,0.048441462205329786,1.8666666666666667
15,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.16439675704853263,0.0,0.0,-0.02315853389665432,-0.25854559827983564,0.048441462205329786,1.8666666666666667
16,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.16439675704853263,0.0,0.0,-0.02315853389665432,-0.25854559827983564,0.048441462205329786,1.8666666666666667
17,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.16439675704853263,0.0,0.0,-0.02315853389665432,-0.25854559827983564,0.048441462205329786,1.8666666666666667
18,constant,0.03,2.0,48,0.10013662413998109,0.0030040987241994324,360,0.0,0.0,-0.0,0.16439675704853263,0.0,0.0,-0.02315853389665432,-0.25854559827983564,0.048441462205329786,1.8666666666666667
