perm_id,stat_perm_median_gain
0,-2.4437193182629246e-05
1,0.0014636252014776107
2,0.0018019860102534782
3,0.0001987600247813089
4,-0.00011404161899889255
5,0.0007672939203189496
6,0.000213520794294623
7,-0.0005484963270220639
8,0.0009056527882444642
9,-0.00033697886198561324
10,0.0001988674941510415
11,-0.000467688046961473
12,-3.5601179167320134e-05
13,0.0012127433557294622
14,-0.00013454021446836066
15,-7.500787536611413e-05
16,2.7399495484609965e-05
17,0.0010385423875144363
18,-0.001089466704075549
19,0.00041955886384477387
20,-0.00030754318067138147
21,-0.0001760101297061629
22,0.0012315157602058174
23,-0.0001603128559232839
24,-1.989522048010421e-05
25,0.0005236960187819858
26,0.0005250618103953811
27,0.0022564903350064582
28,2.375821902198948e-05
29,0.0009212242021087771
30,3.149036369676297e-05
31,-0.000379875534092783
32,-0.0004037912297802673
33,1.4437373696517377e-05
34,-0.00015976865782204778
35,0.0011761759543314823
36,9.530502634174088e-05
37,-7.046378655536334e-05
38,0.000913901748600957
39,7.38809642314175e-05
40,-0.0002225351834269984
41,3.262454174251258e-05
42,0.0008431291507720482
43,0.0009162544812316787
44,0.001642219367510291
45,0.0012099898086848887
46,0.001949110301749933
47,0.00035790547036762186
48,-0.0005151570116207244
49,-0.000337378114370042
50,-0.0011163764384684379
51,0.0001251424140226095
52,-0.0012197089648501554
53,-0.0010725139228203227
54,-0.0006861209816440924
55,-0.00017525510829478886
56,-1.3339752844308346e-05
57,0.0009325724299046023
58,-0.00029081528307055087
59,3.0099994316008175e-06
60,-1.2244612898197402e-05
61,0.0007378048253702493
62,0.0007300330161827386
63,-0.00019689946883349105
64,-0.001345660669466209
65,-0.00027411946304825693
66,-0.00019285843947218105
67,0.00027898219063936323
68,-0.0005368486560701633
69,-0.0004326872266167476
70,-0.00011222814585776622
71,-0.001212259661236628
72,0.00019129357659068276
73,-0.000697776965643094
74,-0.0006189462478213971
75,-0.00033857110602310313
76,-0.0006798744042253916
77,0.000212350065730396
78,0.0007087858692258269
79,-0.0007464413991233998
80,0.00011129075462104775
81,-0.0007455447340163036
82,-0.0004539938839010472
83,-0.0006511808581797886
84,0.0013740721032008715
85,-0.0007209891842344507
86,0.0006437515216985739
87,-0.0007564262146621706
88,0.0008182623748113847
89,-0.0005224133318485673
90,-4.634497624816148e-05
91,-0.00041761768221588286
92,0.0005554837233646586
93,6.789810306393496e-06
94,-0.00017831813037645676
95,-0.00010486122325201172
96,-0.0004571396405097134
97,0.002137930419963057
98,-0.0004282998359827147
99,0.00017650265122607744
100,0.0001156322033494323
101,-0.0012563910231069343
102,8.535196917168185e-05
103,-0.00041347715137085453
104,-4.820846404617458e-05
105,0.00047487524393711555
106,-0.0003593202432257831
107,0.0002461768302325085
108,-0.00010676314450920443
109,0.0001728436945699287
110,0.00024756593076918036
111,6.708918639581792e-05
112,0.0005811244103586426
113,0.0007530345189969116
114,0.00026113073519893996
115,0.0002146031712235919
116,-0.0007272514299232315
117,-0.00012248778115937862
118,-0.00011017345146989161
119,0.0007246396761806354
120,0.001097233463195782
121,-0.000821944836640575
122,-7.348537278654938e-05
123,0.0004554242403187084
124,-0.00012518784387032582
125,7.161735412072252e-05
126,-0.0009426912404179369
127,-8.296493292992357e-05
128,0.001403742199005422
129,-0.0015682080549846312
130,0.0012954125107720255
131,0.0027202198377788474
132,-6.926128732958998e-05
133,-0.0006961045033919212
134,-0.001454712246291445
135,-0.0002456467265030556
136,-0.0006369281800578257
137,0.001280746151131412
138,-0.0003340206100972327
139,-0.0006820605787926661
