stratum_id,ctrl_lo,ctrl_hi,n,mae_base,mae_full,mae_gain_frac
0,-3.464295520405999,-0.394703493148507,1460,0.7846733440950127,0.7822960484129582,0.003029662852627225
1,-0.394703493148507,0.5454256657360049,1460,0.830505882058253,0.8291938856572979,0.0015797556998657532
2,0.5454256657360049,2.5048321081576557,1460,0.7904724537387368,0.7859534297451792,0.005716864606954937
