input_path,n_time,n_valid,ny,nx,n_bands,n_modes_per_var,window,ridge_alpha,residual_mode,cov_shrinkage,coherence_mode,coherence_floor,coherence_power,coherence_blend,n_folds,n_perm,perm_block,density_source,feature_set,has_vertical_input,n_vertical_levels,mae_base_oof,mae_full_oof,oof_gain_frac,split_gain_median,split_gain_min,perm_stat_real_median_gain,perm_p_value,lambda_sign_consistency,strata_min_gain,strata_positive_frac,min_positive_strata_frac,corr_lambda_ctrl,corr_entropy_ctrl,corr_entropy_vertical_channel_ctrl,coef_full_ctrl_global,coef_full_lambda_global,coef_full_entropy_curv_struct_global,coef_full_entropy_vertical_channel_global,coef_full_entropy_vertical_curvature_global,intercept_full_global,coef_base_ctrl_global,intercept_base_global,pass_mae_gain,pass_perm,pass_sign_consistency,pass_strata,pass_all
data/processed/wpwp_era5_2017_2019_experiment_M_vertical_input.nc,4380,4380,81,161,6,6,18,1e-06,physical_zscore,0.1,offdiag_fro,0.0,1.0,0.6,6,140,24,pressure_over_kT,lambda_only,True,10,0.8018838932973342,0.7991477879384785,0.003412096666016668,0.004391027265810431,-0.004717752955712297,0.004391027265810431,0.0070921985815602835,1.0,0.0015797556998657532,1.0,0.8,0.0074626523536892525,,,-0.220846887764562,-1661.1056695004188,,,,0.002323877856497743,-0.2213631091263193,8.716777345856902e-14,True,True,True,True,True
