seed,n_cases,train_frac,n_splits,n_perm,n_boot,g2_steps,g2_traj,g2_layers,ridge_alpha,train_r2_mean,train_r2_median,test_r2_mean,test_r2_median,test_r2_p25,test_r2_min,full_r2,perm_p_value,perm_stat_p95,boot_min_sign_consistency_key,boot_mean_sign_consistency_key,profile_min_sign_consistency_key,profile_mean_sign_consistency_key,pass_test_r2,pass_perm_p,pass_boot_sign,pass_profile_sign,pass_all
20260225,48,0.7,10,140,220,90,360,64,0.03,0.576908478333636,0.5698180958591712,0.4413053199692845,0.45460823313892285,0.3766416755567854,0.1940222770154686,0.5635272203804136,0.0070921985815602835,-7.895400759321816e-05,0.9454545454545454,0.9681818181818181,0.6666666666666666,0.8888888888888888,True,True,True,True,True
