epsilon,n_runs,mean_slope,median_slope,std_slope,mean_r2,median_r2,frac_positive_slope
0.05,10,0.23737533099484853,0.23361332205558843,0.1136709988563416,0.019165274515231735,0.013223104672674624,1.0
0.15,10,0.7272146955504696,0.7282340109777987,0.11410980917584644,0.1605698241709183,0.16170073063408774,1.0
0.3,10,1.065426681270441,1.0768371001958283,0.08648147990099307,0.43925365235556474,0.4490276666237862,1.0
0.6,10,0.9339318034453662,0.9392049346783279,0.04279252134562877,0.7665653589037288,0.7670589741258123,1.0
