n_seed_runs,mean_global_slope,median_global_slope,std_global_slope,mean_global_r2,median_global_r2,frac_global_positive_slope
10,0.6442149478626654,0.6390885159734903,0.03817358662203378,0.2462688779474947,0.24381110313248922,1.0
