n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.001295180502071399,0.001295180502071399,0.019590009201610508,0.019590009201609703,0.002857142857142857,0.015468545431184854,0.19942045675828285,0.0006042584963181813,0.18285714285714286
1,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.0012951805020713987,0.0012951805020713987,0.035210990704494606,0.015620981502884098,0.002857142857142857,0.015468545431184854,0.19884905143805856,0.0006042584963181812,0.3657142857142857
2,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.029257142857142857,-0.0025903610041427966,0.0025903610041427966,0.06246745844216569,0.027256467737671083,0.005714285714285714,0.015468545431184854,0.19770624079760993,0.0006042584963181814,0.7314285714285714
3,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.06246745844216569,0.0,0.0,0.015468545431184854,0.19770624079760993,0.0006042584963181814,0.7314285714285714
4,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.007314285714285714,-0.000647590251035699,0.000647590251035699,0.06875227872985147,0.0062848202876857814,0.0014285714285714286,0.015468545431184852,0.19742053813749774,0.0006042584963181814,0.8228571428571428
5,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.021942857142857142,-0.0019427707531070979,0.0019427707531070979,0.08670090604969347,0.017948627319841995,0.004285714285714286,0.015468545431184854,0.19656343015716132,0.0006042584963181812,1.0971428571428572
6,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.08670090604969347,0.0,0.0,0.015468545431184854,0.19656343015716132,0.0006042584963181812,1.0971428571428572
7,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.007314285714285714,-0.0006475902510356991,0.0006475902510356991,0.09242604875232563,0.005725142702632163,0.0014285714285714286,0.015468545431184854,0.19627772749704916,0.0006042584963181812,1.1885714285714286
8,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.021942857142857142,-0.0019427707531070976,0.0019427707531070976,0.10895942760102996,0.01653337884870433,0.004285714285714286,0.015468545431184854,0.19542061951671272,0.0006042584963181812,1.4628571428571429
9,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.001295180502071398,0.001295180502071398,0.11951330891287118,0.01055388131184122,0.002857142857142857,0.015468545431184854,0.1948492141964884,0.0006042584963181813,1.6457142857142857
10,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.0012951805020713983,0.0012951805020713983,0.12974069471942645,0.010227385806555273,0.002857142857142857,0.015468545431184854,0.1942778088762641,0.0006042584963181813,1.8285714285714285
11,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.0012951805020713994,0.0012951805020713994,0.1396734847613012,0.00993279004187475,0.002857142857142857,0.015468545431184854,0.1937064035560398,0.0006042584963181813,2.0114285714285716
12,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.007314285714285714,-0.0006475902510356995,0.0006475902510356995,0.1445377368605732,0.004864252099271993,0.0014285714285714286,0.015468545431184854,0.19342070089592767,0.0006042584963181813,2.1028571428571428
13,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.1445377368605732,0.0,0.0,0.015468545431184854,0.19342070089592767,0.0006042584963181813,2.1028571428571428
14,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.007314285714285714,-0.0006475902510356991,0.0006475902510356991,0.14933774742426778,0.0048000105636945845,0.0014285714285714286,0.015468545431184854,0.1931349982358155,0.0006042584963181813,2.1942857142857144
15,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.0,0.0,-0.0,0.14933774742426778,0.0,0.0,0.015468545431184854,0.1931349982358155,0.0006042584963181813,2.1942857142857144
16,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.007314285714285714,-0.0006475902510356991,0.0006475902510356991,0.15407610367102756,0.004738356246759778,0.0014285714285714286,0.015468545431184854,0.19284929557570335,0.0006042584963181814,2.2857142857142856
17,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.0012951805020713983,0.0012951805020713983,0.16337718899623324,0.009301085325205682,0.002857142857142857,0.015468545431184854,0.19227789025547903,0.0006042584963181813,2.4685714285714284
18,constant,0.03,2.0,64,0.09,0.0026999999999999997,700,0.014628571428571428,-0.0012951805020713987,0.0012951805020713987,0.17245794936110825,0.009080760364875012,0.002857142857142857,0.015468545431184854,0.19170648493525472,0.0006042584963181814,2.6514285714285712
