profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.7052735840854303,1.3286660090978204,1.3286660090978177,0.07053734283195538,0.07053734283195538,0.0,0.0
gaussian,1.5253251617648265,1.3286660090978173,1.3286660090978177,0.07053734283195535,0.07053734283195533,3.9348768327936636e-16,3.9348768327936633e-14
oscillating,-4.534298463362184,1.3286660090978188,1.3286660090978177,0.07053734283195534,0.07053734283195535,1.967438416396831e-16,1.967438416396831e-14
