profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,1.0906877153095234,2.672230089275956,2.6722300892759554,0.12262810950528383,0.12262810950528381,1.1316971177164219e-16,1.1316971177164219e-14
gaussian,3.0473273349715835,2.6722300892759554,2.6722300892759554,0.12262810950528394,0.12262810950528392,1.1316971177164206e-16,1.1316971177164206e-14
oscillating,-5.441183487840873,2.6722300892759554,2.6722300892759554,0.12262810950528368,0.12262810950528392,2.0370548118895575e-15,2.0370548118895576e-13
