profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-1.0561416654308236,-2.607287095956483,-2.6072870959564867,-0.48103462555451176,-0.4810346255545121,6.9239694960337585e-16,6.923969496033759e-14
gaussian,-2.9731358139849156,-2.607287095956487,-2.6072870959564867,-0.4810346255545086,-0.4810346255545089,5.769974580028171e-16,5.76997458002817e-14
oscillating,5.350581039990511,-2.6072870959564853,-2.6072870959564867,-0.4810346255545102,-0.4810346255545103,2.307989832011261e-16,2.3079898320112612e-14
