n,omega_profile,dmu_mcwf,Delta_mu,K_layers,Gamma,p_jump,Ntraj,dS_hor_avg,dQ_avg,dQ_in,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.0,0.0,-0.0,1.7179907535363907e-15,0.0,0.0,0.056159295567994295,0.44340312445647956,0.003033984545062929,0.0
1,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.07221322452251924,-0.0003922859618581113,0.0003922859618581113,0.048194278779777465,0.048194278779775744,0.008333333333333333,0.056159295567994295,0.4397080984193422,0.003033984545062929,0.5333333333333333
2,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.0,0.0,-0.0,0.048194278779777465,0.0,0.0,0.056159295567994295,0.4397080984193422,0.003033984545062929,0.5333333333333333
3,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.02407107484083975,-0.00013076198728603834,0.00013076198728603834,0.06104703803959349,0.012852759259816028,0.002777777777777778,0.05615929556799429,0.4384764230736298,0.003033984545062929,0.7111111111111111
4,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.02407107484083975,-0.00013076198728603742,0.00013076198728603742,0.07319012915586738,0.012143091116273888,0.002777777777777778,0.0561592955679943,0.43724474772791744,0.0030339845450629292,0.8888888888888888
5,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.02407107484083975,-0.0001307619872860371,0.0001307619872860371,0.084766075714811,0.011575946558943617,0.002777777777777778,0.05615929556799429,0.4360130723822048,0.003033984545062929,1.0666666666666667
6,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.0481421496816795,-0.0002615239745720745,0.0002615239745720745,0.10656595882801911,0.021799883113208116,0.005555555555555556,0.056159295567994295,0.43354972169078,0.0030339845450629284,1.4222222222222223
7,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.0481421496816795,-0.00026152397457207484,0.00026152397457207484,0.12693054534139975,0.020364586513380634,0.005555555555555556,0.0561592955679943,0.43108637099935515,0.0030339845450629284,1.7777777777777777
8,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.0481421496816795,-0.0002615239745720739,0.0002615239745720739,0.1461447460085615,0.019214200667161757,0.005555555555555556,0.05615929556799429,0.4286230203079302,0.0030339845450629284,2.1333333333333333
9,oscillating,0.03,2.0,64,0.10112538253801828,0.0030337614761405483,360,0.02407107484083975,-0.0001307619872860371,0.0001307619872860371,0.15538169731526774,0.009236951306706237,0.002777777777777778,0.05615929556799429,0.42739134496221776,0.003033984545062929,2.311111111111111
