profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
oscillating,5.048214867310449,0.01122002270303908,0.05213569114111272,0.19808982507370426,0.0022767857142857143,0.015468545431184855,0.0006042584963181829
