K_layers,dmu,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
4,0.44788047252937496,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
8,0.22394023626468748,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
16,0.11197011813234374,0.5402812780887831,0.5402812780887831,0.0,0.0
32,0.05598505906617187,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
64,0.027992529533085935,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
128,0.013996264766542968,0.540281278088783,0.5402812780887831,2.05489819775453e-16,2.05489819775453e-14
