profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,0.27406916323693137,0.8808376570472088,0.8808376570472075,0.07606171910926093,0.07606171910926088,7.298172047822983e-16,7.298172047822982e-14
gaussian,1.0040141311682809,0.8808376570472075,0.8808376570472075,0.07606171910926078,0.0760617191092608,1.8245430119557476e-16,1.8245430119557475e-14
oscillating,12.222841328340696,0.8808376570472052,0.8808376570472075,0.07606171910926066,0.07606171910926066,0.0,0.0
