x,k,lambda_before,lambda_after,delta_lambda,abs_delta_lambda
8,20,-0.2535256567912613,-0.2535256567912613,0.0,0.0
4,20,0.10025289473580659,0.10025289473580662,2.7755575615628914e-17,2.7755575615628914e-17
1,22,0.04519029193098753,0.04519029193098754,6.938893903907228e-18,6.938893903907228e-18
6,28,0.023417573429456762,0.02341757342945665,-1.1102230246251565e-16,1.1102230246251565e-16
5,0,0.021493526841314406,0.021493526841314253,-1.5265566588595902e-16,1.5265566588595902e-16
0,5,0.014887313907153164,0.014887313907153196,3.122502256758253e-17,3.122502256758253e-17
7,27,0.13316165211489644,0.13316165211489653,8.326672684688674e-17,8.326672684688674e-17
6,5,-0.10775320057765378,-0.10775320057765381,-2.7755575615628914e-17,2.7755575615628914e-17
5,20,-0.03553570916716686,-0.03553570916716693,-6.938893903907228e-17,6.938893903907228e-17
10,23,0.19600852469680846,0.19600852469680852,5.551115123125783e-17,5.551115123125783e-17
10,19,-0.0541414178223593,-0.05414141782235926,4.163336342344337e-17,4.163336342344337e-17
0,28,-0.0039335972535602115,-0.003933597253560257,-4.5102810375396984e-17,4.5102810375396984e-17
4,5,-0.005058761587554847,-0.005058761587554833,1.3877787807814457e-17,1.3877787807814457e-17
4,1,0.0631122548279425,0.06311225482794244,-5.551115123125783e-17,5.551115123125783e-17
3,12,-0.00718777826623175,-0.007187778266231754,-4.336808689942018e-18,4.336808689942018e-18
3,28,-0.1439817147244443,-0.1439817147244442,8.326672684688674e-17,8.326672684688674e-17
0,9,0.06418767252531117,0.0641876725253113,1.249000902703301e-16,1.249000902703301e-16
3,25,-0.12327340460065525,-0.12327340460065525,0.0,0.0
8,15,-0.12485581068998453,-0.12485581068998451,1.3877787807814457e-17,1.3877787807814457e-17
6,7,-0.016769541660430765,-0.016769541660430817,-5.204170427930421e-17,5.204170427930421e-17
5,14,0.05042705519632407,0.05042705519632408,6.938893903907228e-18,6.938893903907228e-18
2,3,0.013086975588257194,0.01308697558825725,5.551115123125783e-17,5.551115123125783e-17
11,8,-0.42335749986476967,-0.42335749986476967,0.0,0.0
4,10,-0.13117683162896138,-0.13117683162896127,1.1102230246251565e-16,1.1102230246251565e-16
6,26,0.06163884363639595,0.06163884363639617,2.220446049250313e-16,2.220446049250313e-16
10,12,-0.04835724666887234,-0.04835724666887227,6.938893903907228e-17,6.938893903907228e-17
1,24,0.029469166610601803,0.029469166610601793,-1.0408340855860843e-17,1.0408340855860843e-17
10,13,-0.04718908557830942,-0.04718908557830945,-2.7755575615628914e-17,2.7755575615628914e-17
