profile,scale,phi_total,phi_target,Lambda_numerical,Lambda_theory,rel_error,rel_error_pct
constant,-0.7850557421316302,-1.2641852088125345,-1.264185208812538,-0.9609695194381593,-0.9609695194381598,4.621262182277158e-16,4.6212621822771575e-14
gaussian,-1.4725215903177409,-1.264185208812538,-1.264185208812538,-0.960969519438161,-0.9609695194381609,1.155315545569288e-16,1.155315545569288e-14
oscillating,32.02586129390583,-1.2641852088125374,-1.264185208812538,-0.9609695194381599,-0.9609695194381607,8.087208818985018e-16,8.087208818985018e-14
