profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
constant,9.518001003903077,0.01809832521624272,0.30438423128191405,0.10506407801280193,0.0038271604938271606,0.007343060284973517,0.12235363022991662
